task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action	hardware_type	revision	threads	clusmethod	corrmethod	preout	postout	bsize	gsize	lsize	np	dataset	trial	n_rows	n_cols
6	4b/9aec4e	604879.pbs02	run_experiment		run_experiment (2)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165743150	1602165747257	1602167842597	2099447	2096441		100.5	0.2	329883648.0	34454323200.0	341864448.0	34720268288.0	18651506.0	139921412.0	10623.0	2815309.0	10178462.0	137713456.0	43837.0	76383.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/4b/9aec4e3c07da30883619c672e23745			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	0	5641	150
11	b6/9a7915	604880.pbs02	run_experiment		run_experiment (3)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165745697	1602165752259	1602166348244	602547	598002		102.0	0.0	597839872.0	30549987328.0	598724608.0	30604414976.0	19464844.0	139978928.0	13505.0	2815864.0	3563422.0	137733936.0	15689.0	21406.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/b6/9a791576df3f77210bced93d1060d1			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	0	5641	150
21	e3/776769	604883.pbs02	run_experiment		run_experiment (5)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165750706	1602165757268	1602167848435	2097729	2092398		100.5	0.2	327839744.0	34454605824.0	342028288.0	34653159424.0	18651649.0	139921410.0	10619.0	2815311.0	94912414.0	137713456.0	44438.0	76355.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/e3/776769ba67466a405b7061d6458344			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	1	5641	150
26	58/e653d7	604884.pbs02	run_experiment		run_experiment (6)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165753137	1602166027286	1602166612402	859265	581335		102.2	0.1	595464192.0	30548008960.0	595464192.0	30668365824.0	19986667.0	139978599.0	14545.0	2815830.0	158973854.0	137742128.0	15770.0	21528.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/58/e653d7ce24d21c9ff3ac632e52a449			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	1	5641	150
36	e0/2074d2	604886.pbs02	run_experiment		run_experiment (8)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165758067	1602165762284	1602167872613	2114546	2108982		100.5	0.2	332525568.0	34453159936.0	344715264.0	34718625792.0	18651474.0	139921432.0	10620.0	2815313.0	38227870.0	137713456.0	44097.0	76444.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/e0/2074d2fe0c7c386a30a0db2abcb30a			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	2	5641	150
41	83/ddb8b2	604888.pbs02	run_experiment		run_experiment (9)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165760539	1602166352389	1602166952482	1191943	599235		102.0	0.0	597921792.0	30550507520.0	597921792.0	30617616384.0	19464562.0	139978461.0	13508.0	2815848.0	32670.0	137733936.0	15621.0	21393.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/83/ddb8b26638fbd8628833ff391134a9			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.008	2	5641	150
46	dc/1fc3d2	604889.pbs02	run_experiment		run_experiment (10)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165762976	1602165767280	1602165767294	4318	1343		64.2	0.0	127033344.0	2340683776.0	127639552.0	2407792640.0	14664234.0	2317964.0	9637.0	404.0	8104.0	111650.0	700.0	51.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/dc/1fc3d23dfd2f36ec61476cc424392d			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	0	706	18
51	e1/2c4e12	604890.pbs02	run_experiment		run_experiment (11)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165765427	1602165772503	1602165772518	7091	2954		74.6	0.2	309100544.0	34416095232.0	335884288.0	34685927424.0	15066710.0	2924172.0	9838.0	445.0	32672.0	721954.0	1212.0	30.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/e1/2c4e12ddc185f2f6170baa5651ef66			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	0	706	18
56	5a/08c235	604891.pbs02	run_experiment		run_experiment (12)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165767850	1602166612424	1602166617405	849555	3224		76.4	0.1	579018752.0	30204391424.0	579018752.0	30310526976.0	16403135.0	2979076.0	13765.0	897.0	98208.0	742434.0	3011.0	56.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/5a/08c235ca4fe908174084f55a9588e9			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	0	706	18
61	c8/b0460a	604892.pbs02	run_experiment		run_experiment (13)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165770452	1602165777283	1602165777297	6845	1361		62.0	0.0	129335296.0	2340683776.0	129941504.0	2407792640.0	14664244.0	2317964.0	9640.0	405.0	8104.0	111650.0	721.0	38.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/c8/b0460aa943bed91181f9ec884e5d38			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	1	706	18
66	73/d00f74	604893.pbs02	run_experiment		run_experiment (14)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165772873	1602165777311	1602165782293	9420	2846		76.3	0.2	313348096.0	34416091136.0	337862656.0	34699788288.0	15066674.0	2924188.0	9839.0	447.0	32672.0	721954.0	1154.0	43.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/73/d00f7499227ab5c4b02008f1cdbec5			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	1	706	18
71	cf/3db503	604894.pbs02	run_experiment		run_experiment (15)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165775318	1602166622402	1602166627406	852088	3097		78.5	0.1	576925696.0	30334980096.0	576925696.0	30530359296.0	16402894.0	2979100.0	13766.0	898.0	28576.0	742434.0	2965.0	57.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/cf/3db50333fabf1c16a138a1e4c55c32			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	1	706	18
76	ce/317529	604895.pbs02	run_experiment		run_experiment (16)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165777760	1602165782310	1602165782331	4571	1324		65.9	0.0	127004672.0	2340683776.0	127565824.0	2407792640.0	14664228.0	2317948.0	9637.0	402.0	8104.0	111650.0	729.0	23.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/ce/31752905191f63900da0f939f3b874			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	2	706	18
81	d1/29a747	604896.pbs02	run_experiment		run_experiment (17)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165780358	1602165787287	1602165787299	6941	2885		76.0	0.2	308396032.0	34416095232.0	333000704.0	34699796480.0	15066609.0	2924188.0	9838.0	445.0	36768.0	721954.0	1183.0	30.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d1/29a74750cd6e258c57f46f39a271bd			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	2	706	18
86	80/274ef6	604897.pbs02	run_experiment		run_experiment (18)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165782893	1602166627419	1602166632404	849511	3203		76.6	0.1	577155072.0	30203920384.0	577155072.0	30323781632.0	16402985.0	2979092.0	13765.0	897.0	28576.0	742434.0	2953.0	52.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/80/274ef6c529a57108da9c2abce0445f			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.001	2	706	18
91	7c/9b9e6e	604898.pbs02	run_experiment		run_experiment (19)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165785353	1602165792288	1602203526759	37741406	37735576		99.7	0.0	136667136.0	2348056576.0	137359360.0	2415517696.0	16682038.0	60232440.0	9852.0	1476261.0	8104.0	58022065.0	755739.0	436948.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/7c/9b9e6e352fe898387829c9865e0fc9			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	0	4231	112
96	77/252100	604900.pbs02	run_experiment		run_experiment (20)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165789142	1602165797295	1602166607420	818278	810573		100.5	0.2	322154496.0	34419044352.0	341991424.0	34700365824.0	17085277.0	60876174.0	10316.0	1477535.0	32672.0	58670121.0	17307.0	28801.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/77/252100eff546ae62594122a98b813e			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	0	4231	112
101	de/97fe98	604901.pbs02	run_experiment		run_experiment (21)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165791599	1602166637399	1602166837446	1045847	199408		102.8	0.1	594337792.0	30413074432.0	594513920.0	30597464064.0	18421321.0	60932598.0	14239.0	1478048.0	2035616.0	58690601.0	7415.0	7350.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/de/97fe985b27796a306f7f222a7c73f7			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	0	4231	112
106	91/436588	604902.pbs02	run_experiment		run_experiment (22)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165794028	1602165797310	1602203376755	37582727	37578240		99.8	0.0	136609792.0	2348056576.0	137670656.0	2415779840.0	16682024.0	60232398.0	9853.0	1476262.0	8104.0	58022065.0	752097.0	420691.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/91/436588bf96e6caf82eb55e77a22b72			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	1	4231	112
111	9b/94286c	604903.pbs02	run_experiment		run_experiment (23)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165796423	1602165802306	1602166612454	816031	810223		100.5	0.2	323289088.0	34419052544.0	341934080.0	34686509056.0	17086438.0	60876168.0	10319.0	1477534.0	150200224.0	58670121.0	17434.0	28793.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/9b/94286c3715630b5d4aff0b00194f68			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	1	4231	112
116	08/f506b8	604904.pbs02	run_experiment		run_experiment (24)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165798833	1602166842446	1602167042486	1243653	199798		102.8	0.1	592404480.0	30411722752.0	592785408.0	30582693888.0	18421773.0	60933157.0	14240.0	1478057.0	28576.0	58690601.0	7522.0	7307.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/08/f506b850fd11a76a2d8cf34cd9663c			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	1	4231	112
121	c5/973741	604905.pbs02	run_experiment		run_experiment (25)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165801284	1602165808248	1602203111704	37310420	37307614		99.8	0.0	135192576.0	2348056576.0	135983104.0	2415861760.0	16682034.0	60232460.0	9851.0	1476262.0	2015144.0	58022065.0	747245.0	392254.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/c5/973741f9079303f0272b25b9d63d7f			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	2	4231	112
127	bc/fcbc81	604906.pbs02	run_experiment		run_experiment (26)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165803782	1602165808263	1602166612496	808714	802052		100.5	0.2	327991296.0	34417401856.0	339324928.0	34698723328.0	17085107.0	60876160.0	10316.0	1477536.0	34639776.0	58670121.0	17389.0	28772.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/bc/fcbc811c501fdbe90861391ac3135b			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	2	4231	112
131	5b/eb0f2f	604907.pbs02	run_experiment		run_experiment (27)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165806198	1602166957487	1602167167500	1361302	213218		102.4	0.0	594731008.0	30414950400.0	594735104.0	30598991872.0	17899755.0	60933439.0	13202.0	1478078.0	2035616.0	58690601.0	7929.0	7832.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/5b/eb0f2fda9f5c305de135fa0c54a130			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.006	2	4231	112
141	53/5d4dd2	604909.pbs02	run_experiment		run_experiment (29)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165811050	1602166957501	1602171241089	5430039	4283902		100.5	0.2	328601600.0	34454372352.0	344510464.0	34665598976.0	20642638.0	293215259.0	11012.0	4995145.0	24129440.0	290997497.0	88915.0	157235.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/53/5d4dd2f100d77af2b5a46da0a5df50			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.010	0	7051	188
146	c3/712652	604910.pbs02	run_experiment		run_experiment (30)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165813502	1602168740729	1602170000908	4187406	1259701		102.0	0.1	602710016.0	30585450496.0	603009024.0	30720020480.0	21468799.0	293273953.0	13910.0	4995708.0	5513120.0	291026169.0	29838.0	45917.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/c3/712652e00e0331d8bf422ff23e0c14			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.010	0	7051	188
156	49/edb7a2	604912.pbs02	run_experiment		run_experiment (32)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165818527	1602166842473	1602171096090	5277563	4251524		100.5	0.2	334401536.0	34453606400.0	340037632.0	34651725824.0	20642976.0	293215200.0	11015.0	4995133.0	96952224.0	290997497.0	88280.0	156093.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/49/edb7a2bc213c75683493cf3055bff3			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.010	1	7051	188
161	b2/9b6880	604914.pbs02	run_experiment		run_experiment (33)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165823370	1602168650736	1602169900913	4077543	1251768		102.2	0.1	600895488.0	30585569280.0	601890816.0	30718578688.0	21978364.0	293274012.0	14940.0	4995709.0	28576.0	291026169.0	29668.0	46352.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/b2/9b68804d43766bccbcb0625a1178a9			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.010	1	7051	188
171	2d/b99527	604915.pbs02	run_experiment		run_experiment (35)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165825843	1602167957644	1602172205213	6379370	4247080		100.5	0.2	328228864.0	34455244800.0	342851584.0	34734342144.0	20643006.0	293215199.0	11014.0	4995134.0	197762976.0	290997497.0	88068.0	154963.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/2d/b99527bfd9460e48bc3720d5c2388d			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.010	2	7051	188
176	ef/166121	604916.pbs02	run_experiment		run_experiment (36)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165828273	1602167068337	1602168317695	2489422	1248639		102.2	0.1	603430912.0	30585573376.0	603811840.0	30771953664.0	21977991.0	293274538.0	14932.0	4995733.0	5513120.0	291026169.0	29713.0	46325.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/ef/166121b935fa882233b595a08e6b49			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.010	2	7051	188
181	b6/7d877e	604919.pbs02	run_experiment		run_experiment (37)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165833213	1602165837359	1602225339292	59506079	59502652		99.8	0.0	138076160.0	2349309952.0	139120640.0	2417160192.0	17406415.0	88175262.0	9893.0	1942015.0	50708392.0	85957357.0	1191459.0	623837.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/b6/7d877eb6958f232d29225ffd1874a0			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.007	0	4936	131
186	d6/789ff5	604918.pbs02	run_experiment		run_experiment (38)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165830689	1602166617464	1602167952653	2121964	1335634		100.5	0.2	323198976.0	34453147648.0	341958656.0	34652377088.0	17811327.0	88836283.0	10452.0	1943658.0	2748320.0	86621869.0	28462.0	48674.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d6/789ff5dde1eb5f5d7a730f67f18527			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.007	0	4936	131
191	34/b47738	604920.pbs02	run_experiment		run_experiment (39)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165835638	1602167172519	1602167548406	1712767	375428		102.0	0.0	592715776.0	30547013632.0	593301504.0	30667509760.0	18624851.0	88893909.0	13344.0	1944185.0	2744224.0	86650541.0	11173.0	13741.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/34/b47738d5ef141c065832dd3aeaf7fb			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.007	0	4936	131
196	76/7f0f2b	604922.pbs02	run_experiment		run_experiment (40)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165838084	1602165842573	1602225246679	59408595	59399748		99.8	0.0	140054528.0	2349133824.0	141090816.0	2416816128.0	17406399.0	88175257.0	9894.0	1942016.0	4008.0	85957357.0	1189350.0	621718.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/76/7f0f2b204901f1ffe9f98b651bca5c			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.007	1	4936	131
201	c3/288d86	604923.pbs02	run_experiment		run_experiment (41)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165840642	1602166357463	1602167692623	1851981	1337787		100.5	0.2	320122880.0	34453553152.0	339517440.0	34734026752.0	17811348.0	88836274.0	10454.0	1943653.0	61132704.0	86621869.0	28679.0	48697.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/c3/288d8681f00cf0b4987821986d7c59			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.007	1	4936	131
206	9b/0c9f1e	604924.pbs02	run_experiment		run_experiment (42)	CACHED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602165843172	1602168865758	1602169240833	3397661	376441		102.0	0.0	594169856.0	30548762624.0	594526208.0	30682980352.0	18624886.0	88894079.0	13336.0	1944195.0	28576.0	86650541.0	11359.0	13927.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/9b/0c9f1e35f32b6f33974167e5e003aa			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	1	Yeast.007	1	4936	131
