task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action	hardware_type	revision	threads	clusmethod	corrmethod	preout	postout	bsize	gsize	lsize	np	dataset	trial	n_rows	n_cols
23	8c/3ace20	616841.pbs02	run_experiment		run_experiment (23)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265843199	1602266092439	1602266616811	773612	528763		198.0	0.3	482762752.0	34928918528.0	501227520.0	35113000960.0	19394452.0	140017049.0	10625.0	2815154.0	32672.0	137705264.0	52131.0	8646.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/8c/3ace2092d86263dec6a6138dc2307c			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.008	1	5641	150
7	64/bf119b	616825.pbs02	run_experiment		run_experiment (7)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265800118	1602265806686	1602266851822	1051704	1047755		200.2	0.3	463028224.0	34907025408.0	480071680.0	35041030144.0	19387988.0	139967954.0	10686.0	2815186.0	18370462.0	137713456.0	22836.0	12017.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/64/bf119b1435610d48204022af278845			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.008	0	5641	150
22	b7/a34ace	616839.pbs02	run_experiment		run_experiment (22)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265837396	1602265841936	1602266886839	1049443	1043192		200.4	0.3	462438400.0	34905985024.0	480550912.0	35040202752.0	19388023.0	139967462.0	10691.0	2815168.0	135806880.0	137713456.0	27247.0	15869.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/b7/a34ace01532542a0360af4d59885ce			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.008	1	5641	150
24	fa/5d3248	616840.pbs02	run_experiment		run_experiment (24)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265840352	1602266626805	1602266897054	1056702	270695		197.8	0.3	509227008.0	34820055040.0	525594624.0	34921476096.0	19403943.0	140110763.0	10648.0	2815231.0	32672.0	137705264.0	25431.0	3927.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/fa/5d32483031ea6fe4bc41ab250a4c9b			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.008	1	5641	150
37	07/b1c805	616853.pbs02	run_experiment		run_experiment (37)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265874100	1602265881757	1602266932505	1058405	1054675		200.4	0.3	471760896.0	34917761024.0	491962368.0	35119087616.0	19386681.0	139967968.0	10695.0	2815186.0	9392032.0	137713456.0	24811.0	13036.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/07/b1c8055f59e5ba7fa9970a0ad70a8f			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.008	2	5641	150
16	29/151e35	616832.pbs02	run_experiment		run_experiment (16)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265819879	1602269927409	1602270002444	4182564	79197		292.3	0.2	757329920.0	30820474880.0	757329920.0	30911889408.0	20237103.0	140200230.0	13584.0	2816034.0	154292128.0	137733936.0	7558.0	349.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/29/151e35b3d60888afddf949ef8a19b1			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.008	0	5641	150
84	5a/d84f33	617023.pbs02	run_experiment		run_experiment (84)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602270005912	1602270012532	1602270017746	11834	4191		67.8	0.3	476876800.0	34628349952.0	476876800.0	34771046400.0	15825502.0	3110685.0	10280.0	611.0	98208.0	713762.0	1426.0	20.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/5a/d84f33d78ce41031c9b8aee8a8b9a9			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.001	2	706	18
83	ac/4951aa	617024.pbs02	run_experiment		run_experiment (83)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602270020595	1602270027564	1602270032549	11954	3753		63.8	0.3	457830400.0	34743877632.0	485462016.0	34953953280.0	15809696.0	2970202.0	10152.0	498.0	28576.0	713762.0	1197.0	26.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/ac/4951aaf2d272a9ec39a8040986f633			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.001	2	706	18
38	2e/875852	616854.pbs02	run_experiment		run_experiment (38)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265876963	1602270022474	1602270552458	4675495	530330		199.9	0.3	483721216.0	34930077696.0	503152640.0	35131404288.0	19398261.0	140017012.0	10617.0	2815149.0	28576.0	137705264.0	18732.0	7203.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/2e/8758528debd958d2d669f412755111			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.008	2	5641	150
87	05/24fcbd	617453.pbs02	run_experiment		run_experiment (87)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602270556026	1602270577516	1602270583227	27201	3830		58.9	0.2	700256256.0	30639443968.0	700256256.0	30773661696.0	16637630.0	3028134.0	13045.0	949.0	98208.0	742434.0	3252.0	25.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/05/24fcbd8d256a97d5ec543818d0d227			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.001	2	706	18
28	d8/6b3f75	616844.pbs02	run_experiment		run_experiment (28)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265851577	1602270587434	1602270737454	4885877	149662		295.7	0.2	731770880.0	30795190272.0	731770880.0	30976507904.0	20227124.0	140091777.0	13526.0	2815803.0	28576.0	137733936.0	9941.0	521.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d8/6b3f75e879973c90a037321a6c40ff			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.008	1	5641	150
43	36/4d8f47	616858.pbs02	run_experiment		run_experiment (43)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265888466	1602270747459	1602270897498	5009032	150356		204.0	0.2	733646848.0	30796374016.0	733646848.0	30910451712.0	20227111.0	140092088.0	13539.0	2815826.0	28576.0	137733936.0	7364.0	2605.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/36/4d8f47def3d60f33903ad33066561a			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.008	2	5641	150
88	28/57077b	617538.pbs02	run_experiment		run_experiment (88)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602270586130	1602270922556	1602270927559	341429	3624		62.2	0.2	692060160.0	30695043072.0	692060160.0	30829260800.0	16645986.0	3089629.0	13126.0	1041.0	28576.0	742434.0	3484.0	24.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/28/57077b2416af1ad749fe1fa680a66f			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.001	2	706	18
53	eb/bc2bfa	616866.pbs02	run_experiment		run_experiment (53)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265910971	1602270957514	1602270962520	5051549	4309		64.1	0.3	460140544.0	34612330496.0	460140544.0	34755239936.0	15817302.0	3018214.0	10183.0	527.0	28576.0	713762.0	1384.0	25.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/eb/bc2bfaf556a86769270eea445c5d6a			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.001	0	706	18
54	d2/5b5392	616869.pbs02	run_experiment		run_experiment (54)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265916684	1602270987510	1602270992518	5075834	6231		43.9	0.3	482840576.0	34700206080.0	482840576.0	34767314944.0	15825865.0	3110703.0	10275.0	611.0	28576.0	713762.0	1237.0	25.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/d2/5b53927fc3bd9e68708fecccd74754			p100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.001	0	706	18
35	ba/d8f70a	616851.pbs02	run_experiment		run_experiment (35)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265871333	1602265876754	1602271337532	5466199	5459698		96.9	0.2	326938624.0	2819751936.0	326938624.0	2977243136.0	19010464.0	139431760.0	10428.0	2814217.0	4017.0	137044520.0	1179049.0	4451.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/ba/d8f70a439e51d98b8a47656f938733			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.008	2	5641	150
47	48/f8d29b	616861.pbs02	run_experiment		run_experiment (47)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265896895	1602271347544	1602271347555	5450660	1419		79.2	0.0	182792192.0	3332468736.0	183324672.0	3399442432.0	15354075.0	3429156.0	10453.0	586.0	4008.0	111650.0	1254.0	23.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/48/f8d29b33969b987a609dd7d95f324a			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.001	0	706	18
5	52/3bf27f	616824.pbs02	run_experiment		run_experiment (5)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265797116	1602265801687	1602271462538	5665422	5661176		97.0	0.2	334761984.0	2829090816.0	334761984.0	2922471424.0	19007169.0	139383681.0	10409.0	2814189.0	28591.0	137044520.0	1254553.0	5291.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/52/3bf27f6d1d71e99e081fa1296dbfe9			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.008	0	5641	150
20	5a/046a59	616837.pbs02	run_experiment		run_experiment (20)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265834441	1602265841927	1602271477553	5643111	5637552		485.4	0.6	888393728.0	7151534080.0	889188352.0	7500750848.0	34695139.0	143895675.0	14178.0	2815082.0	32689.0	137044520.0	4747326.0	216643.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/5a/046a59639b75e4e770b4fa8086bd96			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.008	1	5641	150
48	9e/933631	616862.pbs02	run_experiment		run_experiment (48)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265899731	1602271497569	1602271497580	5597849	2117		88.4	0.0	15085568.0	364060672.0	15769600.0	424493056.0	17291949.0	6880911.0	12879.0	1351.0	4008.0	103458.0	109.0	9.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/9e/933631686ea8dae971c36474dc8a51			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.001	0	706	18
92	69/7e30a5	617561.pbs02	run_experiment		run_experiment (92)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602270995535	1602271512631	1602276233439	5237904	4720055		493.4	0.5	751214592.0	6937661440.0	752291840.0	7249412096.0	27012846.0	64800505.0	13561.0	1477296.0	4008.0	58013873.0	886692.0	113842.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/69/7e30a5f25897211e6c923f7583cd2d			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.006	0	4231	112
50	05/98498b	616863.pbs02	run_experiment		run_experiment (50)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265902564	1602276268386	1602276268396	10365832	2512		79.0	0.5	726401024.0	6642421760.0	814665728.0	6817734656.0	17318405.0	6995369.0	13076.0	1570.0	4017.0	103458.0	19995.0	60.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/05/98498b3eef2e0b6b7bbe774c38d0a1			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.001	0	706	18
49	82/b1bcde	616864.pbs02	run_experiment		run_experiment (49)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265905432	1602276293389	1602276298386	10392954	1266		102.6	0.0	110936064.0	2379444224.0	129245184.0	2480697344.0	16291643.0	5679066.0	11865.0	973.0	4008.0	103458.0	2214.0	22.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/82/b1bcde6dac1261404d7da0baaa5205			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.001	0	706	18
62	16/6b91ea	616876.pbs02	run_experiment		run_experiment (62)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265959556	1602276323385	1602276328395	10368839	1412		76.5	0.0	182124544.0	3332603904.0	182411264.0	3399577600.0	15354027.0	3428321.0	10446.0	580.0	4008.0	103458.0	1701.0	21.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/16/6b91ea5c40d7e5be1a94472782e7aa			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.001	1	706	18
64	0d/2ce297	616883.pbs02	run_experiment		run_experiment (64)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265969570	1602276353389	1602276358392	10388822	2176		83.6	0.0	15114240.0	364060672.0	15740928.0	424493056.0	17291754.0	6880625.0	12863.0	1347.0	4008.0	103458.0	109.0	13.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/0d/2ce2971a5c56d47665850f9815cc99			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.001	1	706	18
19	56/65df85	616836.pbs02	run_experiment		run_experiment (19)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265831490	1602265836720	1602276448367	10616877	10611154		295.5	0.4	585134080.0	4929220608.0	586063872.0	5169934336.0	26815026.0	141560752.0	12166.0	2814393.0	4008.0	137044520.0	2871985.0	134984.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/56/65df85393e26daab907ab0d1188168			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.008	1	5641	150
34	18/a53ddf	616850.pbs02	run_experiment		run_experiment (34)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265868362	1602265871756	1602276683408	10815046	10809612		493.2	0.5	801280000.0	6993018880.0	801280000.0	7300268032.0	34673594.0	143832175.0	14047.0	2814813.0	8104.0	137044520.0	4004694.0	364153.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/18/a53ddf9530e320a8803224be453da9			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.008	2	5641	150
4	18/be59ab	616823.pbs02	run_experiment		run_experiment (4)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602265794330	1602265801678	1602277216074	11421744	11418350		298.0	0.4	561418240.0	4963188736.0	561418240.0	5203824640.0	26814386.0	141560919.0	12142.0	2814399.0	4006.0	137044520.0	1209574.0	30659.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/18/be59ab8fd86b30e2e9dc3cc019b5c7			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.008	0	5641	150
102	1e/b57a29	618035.pbs02	run_experiment		run_experiment (102)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602276236783	1602278916555	1602279026606	2789823	109641		291.6	0.2	664002560.0	30836035584.0	664002560.0	30974799872.0	18655666.0	60985393.0	13401.0	1478018.0	165130146.0	58698793.0	6150.0	1195.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/1e/b57a29ca3daed5d73c6bd77d71df77			v100	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.006	0	4231	112
110	95/f8af84	618073.pbs02	run_experiment		run_experiment (110)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602276686702	1602276693495	1602279096631	2409929	2404641		486.8	0.6	867840000.0	7134662656.0	868651008.0	7493287936.0	27030058.0	64868074.0	13743.0	1477563.0	2011059.0	58013873.0	1845405.0	17458.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/95/f8af8499ba0845bfce32d0842622bd			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.006	1	4231	112
65	8d/bad67e	616898.pbs02	run_experiment		run_experiment (65)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602266085070	1602279131550	1602279131560	13046490	2304		107.1	0.0	17321984.0	499134464.0	17321984.0	499134464.0	16352357.0	4721229.0	11590.0	1107.0	4017.0	111650.0	165.0	10.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/8d/bad67e678534bdeb5fee3d946b8283			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.001	1	706	18
63	33/f598b6	616914.pbs02	run_experiment		run_experiment (63)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602266119594	1602279161552	1602279161561	13041967	2260		59.7	0.0	16945152.0	498761728.0	16945152.0	498761728.0	16323147.0	4598863.0	11339.0	838.0	169512872.0	103458.0	188.0	5.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/33/f598b6f679d5ed00f943b29c4d0c7b			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.001	1	706	18
77	04/9d6ea3	616935.pbs02	run_experiment		run_experiment (77)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602266620119	1602279191572	1602279191582	12571463	1268		71.9	0.0	175013888.0	3312701440.0	185806848.0	3399651328.0	15350808.0	3428341.0	10438.0	579.0	4008.0	103458.0	2428.0	25.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/04/9d6ea30d52b13d7b383545dbd3c7e4			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	2	Yeast.001	2	706	18
78	92/9187e7	616946.pbs02	run_experiment		run_experiment (78)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602266855082	1602279221567	1602279221579	12366497	1845		69.1	0.0	17244160.0	364056576.0	17289216.0	424488960.0	16323679.0	4599854.0	11337.0	839.0	4008.0	103458.0	148.0	7.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/92/9187e775757c5b2d6754d43aad9dc8			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	4	Yeast.001	2	706	18
79	0b/b55292	616947.pbs02	run_experiment		run_experiment (79)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602266889869	1602279251575	1602279251587	12361718	1878		62.4	0.0	16121856.0	431435776.0	16121856.0	498274304.0	16334827.0	4658365.0	11427.0	935.0	4008.0	103458.0	324.0	9.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/0b/b552928872675bf7bff0f2cea5a29a			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	8	Yeast.001	2	706	18
80	c3/140c24	616948.pbs02	run_experiment		run_experiment (80)	COMPLETED	0		systemsgenetics/kinc:3.3.0	1	86400000			1	1602266899851	1602279281582	1602279281592	12381741	2128		94.9	0.0	15233024.0	364056576.0	15892480.0	424488960.0	16351913.0	4717689.0	11570.0	1099.0	4017.0	103458.0	182.0	6.0	PATH=/home/btsheal/workspace/tesseract/kinc/bin:/home/btsheal/software/nextflow/20.07.1:/home/btsheal/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/opt/pbs/default/bin:/home/btsheal/workspace/tesseract/bin	/scratch1/btsheal/work/c3/140c24cd069cc5dbadef03bd4fb682			cpu	v3.4.2	2	gmm	spearman	True	True	32768	4096	32	16	Yeast.001	2	706	18
