task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	fastq_lines	sample_id
3184	3393550.pbs02	fastqc_1	SRX160935	fastqc_1 (SRX160935)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629995950308	1629995963942	1629997906458	1956150	1936729		29.9	0.5	157155328.0	2663354368.0	157155328.0	2728382464.0	59608159547.0	19866201232.0	3681165.0	44170.0	39761666108.0	2985660.0	2362843.0	535.0	/scratch1/btsheal/work/82/7be1c24d6f661a59352e8c282f89d4			232813248	SRX160935
5853	3397385.pbs02	fastqc_1	SRX860732	fastqc_1 (SRX860732)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630006167005	1630006178563	1630010666825	4499820	4479085		24.4	0.8	264953856.0	2743812096.0	264953856.0	2771034112.0	131211535786.0	43735729660.0	8099615.0	95930.0	87496577108.0	6217400.0	4264227.0	562.0	/scratch1/btsheal/work/82/cd9c0bec9b2382f3e57c047014b799			477155464	SRX860732
5330	3396842.pbs02	fastqc_1	SRX2026163	fastqc_1 (SRX2026163)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004134860	1630004143648	1630005015595	880735	868365		36.5	0.5	169078784.0	2733613056.0	169078784.0	2733629440.0	38687628615.0	12892673135.0	2390948.0	30884.0	25814648447.0	2584723.0	1556864.0	3072.0	/scratch1/btsheal/work/83/306eadec3aa61b4894ebbdc0226f10			147164788	SRX2026163
8849	3402038.pbs02	fastqc_1	SRX365741	fastqc_1 (SRX365741)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630017494251	1630017501543	1630017984631	490380	482526		57.4	0.6	203653120.0	2743812096.0	203747328.0	2771034112.0	38171668732.0	12720696249.0	2359116.0	30497.0	25470683208.0	2455755.0	1409483.0	117.0	/scratch1/btsheal/work/83/51d3c469af0d871c2faa2859cd0245			202581252	SRX365741
6082	3397826.pbs02	fastqc_1	SRX4170017	fastqc_1 (SRX4170017)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007044514	1630007063039	1630007111256	66742	49459		39.2	0.5	179949568.0	2771017728.0	179949568.0	2771034112.0	1675782843.0	555342739.0	108329.0	7277.0	1140104595.0	2224766.0	45673.0	109.0	/scratch1/btsheal/work/83/ba1ed0cae796211a4710ace1310a5d			8853580	SRX4170017
2760	3393160.pbs02	fastqc_1	SRX2766980	fastqc_1 (SRX2766980)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629994313340	1629994322213	1629995014024	700684	691485		57.0	0.7	242659328.0	2743812096.0	242659328.0	2771034112.0	47168230237.0	15721157767.0	2916499.0	42250.0	31467740865.0	4605531.0	1862064.0	107.0	/scratch1/btsheal/work/84/7289246eb35de5849f8bcf7bd0e8f8			177601560	SRX2766980
8924	3402117.pbs02	fastqc_1	SRX1796766	fastqc_1 (SRX1796766)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630017826223	1630017830152	1630018306285	480062	462868		32.7	0.5	179396608.0	2739617792.0	180592640.0	2798641152.0	21193578105.0	7061212191.0	1311969.0	19566.0	14151980307.0	2296109.0	791110.0	148.0	/scratch1/btsheal/work/84/b4cf938e61cbe6191c4affc0330de9			113761792	SRX1796766
6014	3397693.pbs02	fastqc_1	SRX3345257	fastqc_1 (SRX3345257)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630006773616	1630006790746	1630007843546	1069930	1050835		40.5	0.4	153534464.0	2663354368.0	153534464.0	2728382464.0	46556273327.0	15515424901.0	2876089.0	35413.0	31060437843.0	2519605.0	1801752.0	107.0	/scratch1/btsheal/work/85/a275ba3960520bf0f6b5da0599fab8			267264060	SRX3345257
8018	3400227.pbs02	fastqc_1	SRX398804	fastqc_1 (SRX398804)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014375132	1630014388037	1630014536017	160885	137807		21.1	0.6	210624512.0	2771017728.0	211189760.0	2771034112.0	2596448986.0	862373827.0	165219.0	8087.0	1753846040.0	2397998.0	78795.0	107.0	/scratch1/btsheal/work/85/f8c15176cd3f007a61c4e151e7675c			11798792	SRX398804
7110	3398862.pbs02	fastqc_1	SRX2026159	fastqc_1 (SRX2026159)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630010902523	1630010921358	1630012436900	1534377	1509736		26.8	0.5	166408192.0	2733613056.0	166408192.0	2733629440.0	44571376665.0	14853920420.0	2753810.0	34601.0	29737141699.0	2778694.0	1539652.0	109.0	/scratch1/btsheal/work/86/475bcf0a6029daf13eea912ce57451			169515732	SRX2026159
9468	3402641.pbs02	fastqc_1	SRX2248451	fastqc_1 (SRX2248451)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019876071	1630019897121	1630020779320	903249	878830		25.0	0.4	151412736.0	2663354368.0	151412736.0	2664353792.0	21436492241.0	7142153528.0	1326935.0	19411.0	14313914255.0	2366872.0	740015.0	107.0	/scratch1/btsheal/work/86/8fcbeacda9e4e7443dcbef61605e29			101211928	SRX2248451
5221	3396718.pbs02	fastqc_1	SRX398754	fastqc_1 (SRX398754)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630003705995	1630003719552	1630003774512	68517	53848		31.9	0.6	217190400.0	2743812096.0	224260096.0	2771034112.0	1052512395.0	347714557.0	70003.0	7090.0	724553656.0	2366762.0	33904.0	107.0	/scratch1/btsheal/work/86/c9f8d45215bce3f1e84dc014543818			4758408	SRX398754
9391	3402564.pbs02	fastqc_1	SRX4170233	fastqc_1 (SRX4170233)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019571260	1630019587258	1630019696143	124883	108963		27.5	0.6	201453568.0	2743812096.0	201453568.0	2771034112.0	2771112665.0	920448250.0	175883.0	7945.0	1870323539.0	2229023.0	82538.0	195.0	/scratch1/btsheal/work/87/74b211d203f6f65e5f463c2e65fd76			14672240	SRX4170233
4503	3395462.pbs02	fastqc_1	SRX1796146	fastqc_1 (SRX1796146)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630000994789	1630001007593	1630001757483	762694	744100		26.9	0.5	163106816.0	2737520640.0	163573760.0	2739068928.0	24032776406.0	8007659427.0	1487102.0	21437.0	16044776511.0	2411779.0	833525.0	822.0	/scratch1/btsheal/work/88/6fc2352c6b415f3682a280c63d0db2			128967224	SRX1796146
8139	3400850.pbs02	fastqc_1	SRX2611452	fastqc_1 (SRX2611452)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014791701	1630014868861	1630015054388	262687	182458		51.6	1.1	183017472.0	2741301248.0	183017472.0	2771034112.0	8166627545.0	2718828843.0	508645.0	11255.0	5467489587.0	2186889.0	357168.0	107.0	/scratch1/btsheal/work/88/aeaad52fff31bbb584e9eeb8805066			49137648	SRX2611452
3716	3394601.pbs02	fastqc_1	ERX1946731	fastqc_1 (ERX1946731)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998025263	1629998034382	1629998854378	829115	819826		41.8	0.7	243937280.0	2743812096.0	243937280.0	2771034112.0	39113066170.0	13036228359.0	2419825.0	37341.0	26097594153.0	4805733.0	1476269.0	107.0	/scratch1/btsheal/work/88/c8400c5000f463227d203480721e7c			156607952	ERX1946731
8228	3400934.pbs02	fastqc_1	SRX1397836	fastqc_1 (SRX1397836)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015133114	1630015141825	1630015154984	21870	13088		70.3	0.5	175407104.0	2741714944.0	175407104.0	2771034112.0	376792056.0	122306651.0	28199.0	6325.0	274118111.0	2151831.0	10792.0	108.0	/scratch1/btsheal/work/88/ff0e3cd1f8a4c8184672faeba4553e			1952532	SRX1397836
