hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	gmt_lines	gmt_genes	n_rows	n_cols	model
54/c3bf28	12	2689828.pbs02	phase1_fg	kidney/kidney.0064/00	phase1_fg (kidney/kidney.0064/00)	COMPLETED	0			1	86400000			1	1623346599107	1623346665204	1623347155268	556161	486816		192.7	1.1	711094272	2661314560	852205568	2728423424	603151866	185584714	54885	45330	21112	16907	8390	5411	/scratch1/btsheal/work/54/c3bf28aacebaf6ff1e8406bf4a341e			1	64	865	929	19216	lr
e3/11fa51	13	2689829.pbs02	phase1_fg	kidney/kidney.0128/00	phase1_fg (kidney/kidney.0128/00)	COMPLETED	0			1	86400000			1	1623346612257	1623346860227	1623347780331	1168074	916227		195.6	1.1	711999488	2661318656	852176896	2728427520	603246508	185614837	64214	45331	41038	29707	9204	5384	/scratch1/btsheal/work/e3/11fa513b3d2f9b5688bcaeffc10ad1			1	128	1786	929	19216	lr
2c/e21372	8	2689822.pbs02	phase1_fg	kidney/kidney.0256/00	phase1_fg (kidney/kidney.0256/00)	COMPLETED	0			1	86400000			1	1623346546528	1623346555190	1623348365385	1818857	1810972		197.3	1.1	713539584	2661314560	852860928	2728423424	603428792	185672257	67087	45331	76672	55307	4201	7643	/scratch1/btsheal/work/2c/e213728d0b37147601ca051b66656e			1	256	3410	929	19216	lr
1d/2a0476	11	2689827.pbs02	phase1_fg	kidney/kidney.0512/00	phase1_fg (kidney/kidney.0512/00)	COMPLETED	0			1	86400000			1	1623346585981	1623346590196	1623350385537	3799556	3791831		198.4	1.0	696074240	2645118976	834154496	2712227840	603807664	185792835	76959	45333	156547	106507	4207	10957	/scratch1/btsheal/work/1d/2a047686a7f39c020431f0adb76371			1	512	7096	929	19216	lr
26/5c4aa7	9	2689823.pbs02	phase1_fg	kidney/kidney.1024/00	phase1_fg (kidney/kidney.1024/00)	COMPLETED	0			1	86400000			1	1623346559693	1623346565192	1623353896783	7337090	7329639		198.1	1.1	712249344	2661314560	852160512	2728423424	604550545	186028039	103731	45337	801042592	208907	17615	24415	/scratch1/btsheal/work/26/5c4aa7fcf109dd4bedd50d3fb4e8d8			1	1024	13973	929	19216	lr
0e/a54005	11	2687892.pbs02	phase1_fg	kidney/kidney.0032/00	phase1_fg (kidney/kidney.0032/00)	COMPLETED	0			1	86400000			1	1623338280646	1623338289730	1623338434768	154122	148016		181.9	1.1	711188480	2661314560	852303872	2728423424	603083140	185562911	42752	45330	6949	7507	4195	1401	/scratch1/btsheal/work/0e/a540058e6487fa27156c9d525073fc			2	17	218	929	19216	lr
53/72440d	12	2687893.pbs02	phase1_fg	kidney/kidney.0032/01	phase1_fg (kidney/kidney.0032/01)	COMPLETED	0			1	86400000			1	1623338293696	1623338299732	1623338434800	141104	131883		179.3	1.1	710918144	2661318656	852336640	2728427520	603080537	185562111	57790	45330	6538	7107	4197	1185	/scratch1/btsheal/work/53/72440d57826e1defdfb9bd3e78111d			2	15	204	929	19216	lr
65/8e8b07	13	2687894.pbs02	phase1_fg	kidney/kidney.0256/00	phase1_fg (kidney/kidney.0256/00)	COMPLETED	0			1	86400000			1	1623338306719	1623338314736	1623339295901	989182	979858		195.5	1.0	697262080	2645118976	835047424	2712227840	603245981	185614379	61442	45331	39562	30107	8384	6288	/scratch1/btsheal/work/65/8e8b07fc8fec64e6e6c15f7116cbde			2	130	1707	929	19216	lr
8f/d63491	14	2687896.pbs02	phase1_fg	kidney/kidney.0256/01	phase1_fg (kidney/kidney.0256/01)	COMPLETED	0			1	86400000			1	1623338319867	1623338524771	1623339476106	1156239	946822		195.6	1.0	694628352	2645118976	834412544	2712227840	603241682	185613143	59382	45331	39286	29307	4276	6374	/scratch1/btsheal/work/8f/d6349156beb9b1eff5920a2dc22159			2	126	1703	929	19216	lr
e0/ce04f4	18	2687924.pbs02	phase1_fg	kidney/kidney.0064/01	phase1_fg (kidney/kidney.0064/01)	COMPLETED	0			1	86400000			1	1623338372173	1623339499902	1623339749940	1377767	249200		187.7	1.1	712757248	2661314560	851943424	2728423424	603103288	185569396	43525	45330	11548	10107	9203	2423	/scratch1/btsheal/work/e0/ce04f47bc8f0a1983d81d42fa396d0			2	30	429	929	19216	lr
46/daa35f	20	2687926.pbs02	phase1_fg	kidney/kidney.0128/01	phase1_fg (kidney/kidney.0128/01)	COMPLETED	0			1	86400000			1	1623338398418	1623339304873	1623339814942	1416524	510906		192.5	1.1	712560640	2661318656	852254720	2728427520	603153536	185585261	47300	45330	21538	17107	9203	4778	/scratch1/btsheal/work/46/daa35f64c04646ca3e0b1fecc0b4c1			2	65	883	929	19216	lr
5a/2ef79a	17	2687922.pbs02	phase1_fg	kidney/kidney.0064/00	phase1_fg (kidney/kidney.0064/00)	COMPLETED	0			1	86400000			1	1623338359062	1623339836118	1623340104972	1745910	264663		188.3	1.1	711389184	2661322752	852467712	2728431616	603107447	185570576	51607	45330	11740	10907	9202	2396	/scratch1/btsheal/work/5a/2ef79a8c985b56758012731d7f8135			2	34	436	929	19216	lr
de/414be4	19	2687925.pbs02	phase1_fg	kidney/kidney.0128/00	phase1_fg (kidney/kidney.0128/00)	COMPLETED	0			1	86400000			1	1623338385315	1623339776587	1623340274996	1889681	503718		192.4	1.1	711110656	2661318656	851869696	2728427520	603151832	185584827	46041	45330	789599404	16707	17642	4599	/scratch1/btsheal/work/de/414be474fc44620a0d6bc5a763526a			2	63	903	929	19216	lr
bb/dd2169	16	2687921.pbs02	phase1_fg	kidney/kidney.0512/01	phase1_fg (kidney/kidney.0512/01)	COMPLETED	0			1	86400000			1	1623338345971	1623338524777	1623340420001	2074030	1892477		197.3	1.1	712781824	2661314560	852770816	2728423424	603436711	185674941	65818	45332	79120	56107	9314	8751	/scratch1/btsheal/work/bb/dd21699a15b4ec046002c0231caaae			2	260	3535	929	19216	lr
82/28695c	15	2687897.pbs02	phase1_fg	kidney/kidney.0512/00	phase1_fg (kidney/kidney.0512/00)	COMPLETED	0			1	86400000			1	1623338332911	1623340136142	1623341960118	3627207	1818709		196.9	1.1	712323072	2661314560	852303872	2728423424	603429837	185673159	61071	45331	79603	54507	9207	6917	/scratch1/btsheal/work/82/28695ce65ef74a3210073535ecdc4f			2	252	3561	929	19216	lr
69/d1ef3d	9	2687889.pbs02	phase1_fg	kidney/kidney.1024/00	phase1_fg (kidney/kidney.1024/00)	COMPLETED	0			1	86400000			1	1623338254378	1623338259730	1623342000111	3745733	3737387		198.0	1.1	712134656	2661318656	852336640	2728427520	603797151	185789593	71977	45333	154840	104907	4194	10947	/scratch1/btsheal/work/69/d1ef3d39eaa989ba0db70d11aafa9d			2	504	6998	929	19216	lr
eb/6a4dbb	10	2687890.pbs02	phase1_fg	kidney/kidney.1024/01	phase1_fg (kidney/kidney.1024/01)	COMPLETED	0			1	86400000			1	1623338267526	1623338275702	1623342050121	3782595	3776111		198.1	1.1	713261056	2661318656	853110784	2728427520	603812271	185793705	78195	45334	154696	108107	4199	34003	/scratch1/btsheal/work/eb/6a4dbb67c18fbec2596d49f3c3ff9a			2	520	6975	929	19216	lr
