hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	gmt_lines	gmt_genes	n_rows	n_cols	model
8a/53ca02	51	2692769.pbs02	phase1_fg	kidney/kidney.0128/04	phase1_fg (kidney/kidney.0128/04)	COMPLETED	0			1	86400000			1	1623354966771	1623355541932	1623355686929	720158	142731		180.3	1.1	710811648	2661314560	852185088	2728423424	603081339	185562441	55104	45330	7033	7107	4202	1099	/scratch1/btsheal/work/8a/53ca02bd5240be4344325105160db8			8	15	224	929	19216	lr
a0/1ea3aa	26	2692698.pbs02	phase1_fg	kidney/kidney.0032/03	phase1_fg (kidney/kidney.0032/03)	COMPLETED	0			1	86400000			1	1623354638427	1623355698051	1623355751849	1113422	57337		153.3	1.1	711364608	2661314560	852377600	2728423424	603064400	185556991	49562	45330	3208	4907	4200	349	/scratch1/btsheal/work/a0/1ea3aa1a36b5558b5d668d7fe3b3de			8	4	46	929	19216	lr
46/ccdf12	36	2692718.pbs02	phase1_fg	kidney/kidney.0256/05	phase1_fg (kidney/kidney.0256/05)	COMPLETED	0			1	86400000			1	1623354756640	1623355518056	1623355781867	1025227	260446		188.3	1.1	710971392	2661314560	851968000	2728423424	603104840	185569784	57973	45330	11341	10507	9203	2300	/scratch1/btsheal/work/46/ccdf12405878393845dac35447362c			8	32	415	929	19216	lr
6d/39d2e5	24	2692695.pbs02	phase1_fg	kidney/kidney.0032/01	phase1_fg (kidney/kidney.0032/01)	COMPLETED	0			1	86400000			1	1623354612249	1623355758037	1623355818108	1205859	58930		154.4	1.1	711188480	2661314560	852422656	2728423424	603064635	185557085	52178	45330	3349	4907	4201	501	/scratch1/btsheal/work/6d/39d2e58babb0ba7e3196b960ff9598			8	4	55	929	19216	lr
8b/b93f12	27	2692705.pbs02	phase1_fg	kidney/kidney.0032/05	phase1_fg (kidney/kidney.0032/05)	COMPLETED	0			1	86400000			1	1623354651505	1623355826871	1623355886882	1235377	55963		152.4	1.1	711086080	2661318656	852377600	2728427520	603064500	185557031	55256	45330	3268	4907	4206	361	/scratch1/btsheal/work/8b/b93f12b53297261cc157b11683f169			8	4	52	929	19216	lr
62/48cec0	42	2692757.pbs02	phase1_fg	kidney/kidney.0064/03	phase1_fg (kidney/kidney.0064/03)	COMPLETED	0			1	86400000			1	1623354835756	1623355891910	1623355981913	1146157	91021		169.9	1.1	710987776	2661318656	852291584	2728427520	603072504	185559511	54661	45330	4612	6107	4201	679	/scratch1/btsheal/work/62/48cec02ae9893cc86929d00c05d646			8	10	108	929	19216	lr
b3/1a46fd	31	2692712.pbs02	phase1_fg	kidney/kidney.0256/00	phase1_fg (kidney/kidney.0256/00)	COMPLETED	0			1	86400000			1	1623354704263	1623355801882	1623356076895	1372632	274766		188.2	1.1	711168000	2661314560	852434944	2728423424	603106200	185570207	48005	45330	11581	10707	8386	2856	/scratch1/btsheal/work/b3/1a46fdb33bace72b8c0180a22f763a			8	33	430	929	19216	lr
8c/7fdcd1	61	2692781.pbs02	phase1_fg	kidney/kidney.0512/06	phase1_fg (kidney/kidney.0512/06)	COMPLETED	0			1	86400000			1	1623355085296	1623355666923	1623356216999	1131703	549730		192.9	1.1	712331264	2661318656	852049920	2728427520	603156397	185586051	59064	45330	21538	17707	9211	5129	/scratch1/btsheal/work/8c/7fdcd19a62789beaad2dccb0f8494f			8	68	888	929	19216	lr
cc/ca965f	37	2692721.pbs02	phase1_fg	kidney/kidney.0256/06	phase1_fg (kidney/kidney.0256/06)	COMPLETED	0			1	86400000			1	1623354783024	1623355991899	1623356266950	1483926	278447		188.0	1.1	710701056	2661314560	851955712	2728423424	603105560	185570072	62173	45330	11773	10507	8391	2514	/scratch1/btsheal/work/cc/ca965f97d41860eecf5651a69c7620			8	32	440	929	19216	lr
01/1ba63f	33	2692714.pbs02	phase1_fg	kidney/kidney.0256/02	phase1_fg (kidney/kidney.0256/02)	COMPLETED	0			1	86400000			1	1623354730407	1623356091908	1623356358218	1627811	264227		188.0	1.1	710938624	2661318656	852340736	2728427520	603106305	185570249	62397	45330	11644	10707	4201	2357	/scratch1/btsheal/work/01/1ba63f845523616e4c9c68c68b92de			8	33	434	929	19216	lr
b2/708b67	16	2692686.pbs02	phase1_fg	kidney/kidney.1024/01	phase1_fg (kidney/kidney.1024/01)	COMPLETED	0			1	86400000			1	1623354520889	1623355578038	1623356506967	1986078	926413		195.5	1.0	696561664	2645114880	834027520	2712223744	603239914	185612798	52676	45330	39952	28707	4201	6554	/scratch1/btsheal/work/b2/708b675aa25e859179451716653c6b			8	123	1721	929	19216	lr
f0/9e6e8b	20	2692692.pbs02	phase1_fg	kidney/kidney.1024/05	phase1_fg (kidney/kidney.1024/05)	COMPLETED	0			1	86400000			1	1623354586129	1623355551827	1623356521966	1935837	968373		195.7	1.1	713412608	2661318656	852500480	2728427520	603247389	185614941	59533	45331	40405	30107	9203	5995	/scratch1/btsheal/work/f0/9e6e8b459ef6f61c4adf97c842faf3			8	130	1759	929	19216	lr
bf/cad7e6	35	2692719.pbs02	phase1_fg	kidney/kidney.0256/04	phase1_fg (kidney/kidney.0256/04)	COMPLETED	0			1	86400000			1	1623354769862	1623356276943	1623356551987	1782125	275089		188.4	1.1	711307264	2661318656	852516864	2728427520	603105155	185569910	54819	45330	11530	10507	4196	2521	/scratch1/btsheal/work/bf/cad7e653b3e63174d9b8563734d3c2			8	32	435	929	19216	lr
da/bc45df	38	2692727.pbs02	phase1_fg	kidney/kidney.0256/07	phase1_fg (kidney/kidney.0256/07)	COMPLETED	0			1	86400000			1	1623354796436	1623356361946	1623356626981	1830545	263066		187.7	1.1	711151616	2661318656	852230144	2728427520	603102635	185569144	52021	45330	11170	10107	8389	2446	/scratch1/btsheal/work/da/bc45df12e8ea6ec461be29caf770b4			8	30	413	929	19216	lr
5e/8a41a0	28	2692706.pbs02	phase1_fg	kidney/kidney.0032/04	phase1_fg (kidney/kidney.0032/04)	COMPLETED	0			1	86400000			1	1623354664567	1623356606966	1623356658324	1993757	48273		145.1	1.1	710664192	2661314560	852041728	2728423424	603063595	185556780	54910	45330	3286	4707	9323	270	/scratch1/btsheal/work/5e/8a41a03ec47448df4f0af3d537b372			8	3	53	929	19216	lr
69/94ddbc	45	2692761.pbs02	phase1_fg	kidney/kidney.0064/06	phase1_fg (kidney/kidney.0064/06)	COMPLETED	0			1	86400000			1	1623354874987	1623356606997	1623356692003	1817016	83783		168.3	1.1	711421952	2661314560	852504576	2728423424	603070494	185558936	42205	45330	4543	5707	4287	760	/scratch1/btsheal/work/69/94ddbc575b31267a10fb080c0726f9			8	8	107	929	19216	lr
94/5b12b6	29	2692708.pbs02	phase1_fg	kidney/kidney.0032/06	phase1_fg (kidney/kidney.0032/06)	COMPLETED	0			1	86400000			1	1623354677729	1623356701999	1623356752009	2074280	50779		150.6	1.1	711036928	2661318656	852459520	2728427520	603064480	185557013	53276	45330	3241	4907	4195	329	/scratch1/btsheal/work/94/5b12b6b94a26db38b967304c7dc984			8	4	50	929	19216	lr
f0/23256f	53	2692770.pbs02	phase1_fg	kidney/kidney.0128/06	phase1_fg (kidney/kidney.0128/06)	COMPLETED	0			1	86400000			1	1623354979834	1623356607019	1623356762043	1782209	158407		181.2	1.1	712007680	2661318656	852414464	2728427520	603086509	185563904	42926	45330	7255	8107	9204	1309	/scratch1/btsheal/work/f0/23256fa9459d3e9ddd5ec94e6ed017			8	20	226	929	19216	lr
7d/1acb6d	40	2692759.pbs02	phase1_fg	kidney/kidney.0064/02	phase1_fg (kidney/kidney.0064/02)	COMPLETED	0			1	86400000			1	1623354848934	1623356811777	1623356891783	2042849	78914		166.5	1.1	711213056	2661318656	852324352	2728427520	603069114	185558505	53547	45330	4291	5507	4274	580	/scratch1/btsheal/work/7d/1acb6d027dbcf05cd2fa118e53677c			8	7	100	929	19216	lr
a9/44ad50	39	2692756.pbs02	phase1_fg	kidney/kidney.0064/00	phase1_fg (kidney/kidney.0064/00)	COMPLETED	0			1	86400000			1	1623354822604	1623356903101	1623356991790	2169186	90689		171.0	1.1	711622656	2661314560	852779008	2728423424	603072690	185559576	48761	45330	4708	6107	4197	620	/scratch1/btsheal/work/a9/44ad505961c4527a9f0f87966aab53			8	10	115	929	19216	lr
d9/78ac68	32	2692713.pbs02	phase1_fg	kidney/kidney.0256/01	phase1_fg (kidney/kidney.0256/01)	COMPLETED	0			1	86400000			1	1623354717337	1623356811764	1623357071812	2354475	259562		188.0	1.0	695136256	2645114880	834809856	2712223744	603105935	185570091	45979	45330	11407	10707	8466	1956	/scratch1/btsheal/work/d9/78ac6887aa75b914dd015bdac7daa4			8	33	424	929	19216	lr
a5/4c7099	43	2692760.pbs02	phase1_fg	kidney/kidney.0064/04	phase1_fg (kidney/kidney.0064/04)	COMPLETED	0			1	86400000			1	1623354861986	1623356996799	1623357083092	2221106	85742		168.2	1.1	710828032	2661314560	852176896	2728423424	603070919	185559107	53624	45330	4798	5707	8387	678	/scratch1/btsheal/work/a5/4c70990f266aa0ddbaa7e9a416a302			8	8	123	929	19216	lr
f9/dca99e	18	2692676.pbs02	phase1_fg	kidney/kidney.1024/03	phase1_fg (kidney/kidney.1024/03)	COMPLETED	0			1	86400000			1	1623354507811	1623356221917	1623357211813	2704002	985068		195.5	1.1	712724480	2661318656	851935232	2728427520	603241129	185613173	55196	45330	40120	28907	9204	5970	/scratch1/btsheal/work/f9/dca99ea85f8bfc37a4eebc8955911b			8	124	1741	929	19216	lr
ed/c7a004	48	2692764.pbs02	phase1_fg	kidney/kidney.0128/02	phase1_fg (kidney/kidney.0128/02)	COMPLETED	0			1	86400000			1	1623354914229	1623357083123	1623357226832	2312603	145462		181.4	1.1	712404992	2661318656	852176896	2728427520	603083274	185562963	50805	45330	7027	7507	4195	2129	/scratch1/btsheal/work/ed/c7a004209f89fcae02b26075d41554			8	17	221	929	19216	lr
56/8dac93	49	2692766.pbs02	phase1_fg	kidney/kidney.0128/00	phase1_fg (kidney/kidney.0128/00)	COMPLETED	0			1	86400000			1	1623354927510	1623357091820	1623357226866	2299356	134145		180.0	1.1	711446528	2661318656	852520960	2728427520	603080585	185562250	54240	45330	7141	6907	4204	961	/scratch1/btsheal/work/56/8dac93fd79f684b85bf8bdedff7d27			8	14	231	929	19216	lr
c9/bd4d3e	60	2692784.pbs02	phase1_fg	kidney/kidney.0512/05	phase1_fg (kidney/kidney.0512/05)	COMPLETED	0			1	86400000			1	1623355098399	1623356702053	1623357226920	2128521	523951		192.8	1.1	713248768	2661318656	852807680	2728427520	603152686	185585051	65694	45330	21616	16907	4219	4876	/scratch1/btsheal/work/c9/bd4d3efb299589c8188c7e1cec9c90			8	64	900	929	19216	lr
f3/fa7b05	44	2692762.pbs02	phase1_fg	kidney/kidney.0064/05	phase1_fg (kidney/kidney.0064/05)	COMPLETED	0			1	86400000			1	1623354887982	1623357236822	1623357316860	2428878	80245		165.2	1.1	710692864	2661314560	852025344	2728423424	603069102	185558509	55774	45330	4300	5507	4209	799	/scratch1/btsheal/work/f3/fa7b0541f8150a9c332c6cf94d4197			8	7	98	929	19216	lr
f8/93876f	55	2692777.pbs02	phase1_fg	kidney/kidney.0512/00	phase1_fg (kidney/kidney.0512/00)	COMPLETED	0			1	86400000			1	1623355045502	1623356806806	1623357351886	2306384	543054		192.8	1.1	712495104	2661318656	852324352	2728427520	603154782	185585645	58005	45330	21718	17307	8386	5313	/scratch1/btsheal/work/f8/93876f1e37a267866d4273d200fe02			8	66	903	929	19216	lr
29/469580	54	2692772.pbs02	phase1_fg	kidney/kidney.0128/07	phase1_fg (kidney/kidney.0128/07)	COMPLETED	0			1	86400000			1	1623355006024	1623357236836	1623357371876	2365852	134597		179.4	1.1	711589888	2661318656	852832256	2728427520	603079774	185561926	53166	45330	6655	6907	9308	1146	/scratch1/btsheal/work/29/469580211fe636909eb3701fc0d8ed			8	14	207	929	19216	lr
ab/90d9b1	23	2692693.pbs02	phase1_fg	kidney/kidney.0032/00	phase1_fg (kidney/kidney.0032/00)	COMPLETED	0			1	86400000			1	1623354599200	1623357366846	1623357426857	2827657	58465		153.3	1.1	710733824	2661314560	852111360	2728423424	603065780	185557422	58553	45330	3460	5107	8385	396	/scratch1/btsheal/work/ab/90d9b152e905cdc84b7376f6edf6ab			8	5	57	929	19216	lr
80/3cae8a	50	2692768.pbs02	phase1_fg	kidney/kidney.0128/03	phase1_fg (kidney/kidney.0128/03)	COMPLETED	0			1	86400000			1	1623354953667	1623357331862	1623357476866	2523199	145293		180.2	1.1	711467008	2661318656	852529152	2728427520	603080839	185562241	57785	45330	6733	7107	4208	1389	/scratch1/btsheal/work/80/3cae8af63033042bf36fcfb45ba694			8	15	216	929	19216	lr
df/e43337	34	2692715.pbs02	phase1_fg	kidney/kidney.0256/03	phase1_fg (kidney/kidney.0256/03)	COMPLETED	0			1	86400000			1	1623354743440	1623357271812	1623357531865	2788425	260160		187.7	1.1	712122368	2661314560	852422656	2728423424	603104075	185569599	59911	45330	11458	10307	4197	2215	/scratch1/btsheal/work/df/e4333710ea0d73ff37b25cd8572bbb			8	31	419	929	19216	lr
f7/19fda6	47	2692767.pbs02	phase1_fg	kidney/kidney.0128/01	phase1_fg (kidney/kidney.0128/01)	COMPLETED	0			1	86400000			1	1623354940501	1623357383187	1623357536868	2596367	156223		181.5	1.1	711159808	2661318656	852078592	2728427520	603083734	185563147	44370	45330	7303	7507	9203	1330	/scratch1/btsheal/work/f7/19fda6b47c43fe8c342b8f4646c8fb			8	17	235	929	19216	lr
d6/62b283	30	2692710.pbs02	phase1_fg	kidney/kidney.0032/07	phase1_fg (kidney/kidney.0032/07)	COMPLETED	0			1	86400000			1	1623354691048	1623357486852	1623357541863	2850815	55887		150.1	1.1	710987776	2661314560	852058112	2728423424	603064505	185557033	44730	45330	3271	4907	8390	319	/scratch1/btsheal/work/d6/62b2834c3e31b8dfcab6c3bda0e61a			8	4	49	929	19216	lr
0d/e5e575	46	2692763.pbs02	phase1_fg	kidney/kidney.0064/07	phase1_fg (kidney/kidney.0064/07)	COMPLETED	0			1	86400000			1	1623354901103	1623357551862	1623357626887	2725784	76719		165.5	1.1	711278592	2661318656	852353024	2728427520	603069353	185558601	55250	45330	4435	5507	9201	519	/scratch1/btsheal/work/0d/e5e5752c495c4b0b94056dcb469bc9			8	7	101	929	19216	lr
fa/dd29ce	41	2692750.pbs02	phase1_fg	kidney/kidney.0064/01	phase1_fg (kidney/kidney.0064/01)	COMPLETED	0			1	86400000			1	1623354809430	1623357546859	1623357636887	2827457	89751		169.7	1.1	711254016	2661318656	852312064	2728427520	603069698	185558750	44415	45330	4657	5507	4195	1002	/scratch1/btsheal/work/fa/dd29ced4c823f9dbcdb821dad77841			8	7	113	929	19216	lr
b9/e02b9b	59	2692780.pbs02	phase1_fg	kidney/kidney.0512/04	phase1_fg (kidney/kidney.0512/04)	COMPLETED	0			1	86400000			1	1623355071648	1623357236851	1623357743378	2671730	504426		192.9	1.1	713207808	2661318656	853127168	2728427520	603152151	185584826	50118	45330	21280	16907	4300	4580	/scratch1/btsheal/work/b9/e02b9b3a23891657adea568de93c6c			8	64	872	929	19216	lr
90/30618a	52	2692771.pbs02	phase1_fg	kidney/kidney.0128/05	phase1_fg (kidney/kidney.0128/05)	COMPLETED	0			1	86400000			1	1623354992961	1623357756886	1623357896907	2903946	139813		179.7	1.1	711319552	2661318656	852631552	2728427520	603082475	185562764	53083	45330	7123	7307	9200	998	/scratch1/btsheal/work/90/30618a7dcca854c86bd21b281d7f74			8	16	226	929	19216	lr
1b/9fcf64	58	2692778.pbs02	phase1_fg	kidney/kidney.0512/03	phase1_fg (kidney/kidney.0512/03)	COMPLETED	0			1	86400000			1	1623355058494	1623357436875	1623357941918	2883424	504869		192.6	1.1	712413184	2661318656	852611072	2728427520	603150435	185584392	60923	45330	21418	16507	4195	4453	/scratch1/btsheal/work/1b/9fcf6427f47eacdf27396a1801eb1f			8	62	892	929	19216	lr
a7/a8ebae	56	2692775.pbs02	phase1_fg	kidney/kidney.0512/01	phase1_fg (kidney/kidney.0512/01)	COMPLETED	0			1	86400000			1	1623355032386	1623357563193	1623358071923	3039537	509065		192.6	1.1	712138752	2661314560	852418560	2728423424	603152385	185584930	53101	45330	21436	16907	4199	4599	/scratch1/btsheal/work/a7/a8ebae05ea9ef528fc0602928caa5e			8	64	880	929	19216	lr
89/82bcf3	57	2692773.pbs02	phase1_fg	kidney/kidney.0512/02	phase1_fg (kidney/kidney.0512/02)	COMPLETED	0			1	86400000			1	1623355019184	1623357636914	1623358116920	3097736	478658		192.6	1.1	712515584	2661314560	852643840	2728423424	603148775	185583960	46275	45330	21559	16107	4198	4529	/scratch1/btsheal/work/89/82bcf3450027071a5eb476a91bcebe			8	60	886	929	19216	lr
6d/be53b0	62	2692786.pbs02	phase1_fg	kidney/kidney.0512/07	phase1_fg (kidney/kidney.0512/07)	COMPLETED	0			1	86400000			1	1623355111557	1623357666897	1623358171926	3060369	503675		192.5	1.1	710852608	2661314560	852148224	2728423424	603152015	185584782	56176	45330	21214	16907	8391	4221	/scratch1/btsheal/work/6d/be53b04a94a69aaa783b49820a2e46			8	64	875	929	19216	lr
25/d12a60	15	2688724.pbs02	phase1_fg	kidney/kidney.0512/00	phase1_fg (kidney/kidney.0512/00)	COMPLETED	0			1	86400000			1	1623342618472	1623342620825	1623343581123	962651	953198		195.7	1.1	712142848	2661318656	853098496	2728427520	603248340	185615323	53257	45331	40978	30107	4192	13661	/scratch1/btsheal/work/25/d12a601306d9e290025f0245879e55			4	130	1783	929	19216	lr
66/62654e	33	2689275.pbs02	phase1_fg	kidney/kidney.0128/02	phase1_fg (kidney/kidney.0128/02)	COMPLETED	0			1	86400000			1	1623342859237	1623343585006	1623343835057	975820	248546		187.8	1.1	712318976	2661318656	852209664	2728427520	603104966	185569947	49241	45330	11980	10307	9203	2126	/scratch1/btsheal/work/66/62654e9471aed62fa4633cdb301af7			4	31	450	929	19216	lr
85/d45c10	20	2688733.pbs02	phase1_fg	kidney/kidney.0256/01	phase1_fg (kidney/kidney.0256/01)	COMPLETED	0			1	86400000			1	1623342697403	1623343845022	1623344315102	1617699	470102		192.2	1.1	711225344	2661318656	852250624	2728427520	603151556	185584590	58301	45330	20926	16907	9207	6931	/scratch1/btsheal/work/85/d45c105fd9d2d0a4b455b5dd6e0e28			4	64	853	929	19216	lr
49/aa961a	12	2688718.pbs02	phase1_fg	kidney/kidney.1024/01	phase1_fg (kidney/kidney.1024/01)	COMPLETED	0			1	86400000			1	1623342565630	1623342574853	1623344430086	1864456	1855628		197.2	1.1	713224192	2661314560	853147648	2728423424	603426991	185672142	64325	45331	78472	54307	4210	7415	/scratch1/btsheal/work/49/aa961a4a135a4d5dce77585e0b7540			4	251	3499	929	19216	lr
e6/25d243	14	2688723.pbs02	phase1_fg	kidney/kidney.1024/03	phase1_fg (kidney/kidney.1024/03)	COMPLETED	0			1	86400000			1	1623342605265	1623342609830	1623344430128	1824863	1819131		197.1	1.1	712519680	2661314560	852287488	2728423424	603437492	185674972	67043	45332	90664	56507	9216	11731	/scratch1/btsheal/work/e6/25d243d0cdadda9a5b248cacbd5081			4	262	3459	929	19216	lr
6a/34b6e6	30	2689081.pbs02	phase1_fg	kidney/kidney.0064/03	phase1_fg (kidney/kidney.0064/03)	COMPLETED	0			1	86400000			1	1623342817558	1623344325118	1623344465119	1647561	137882		179.4	1.1	710803456	2661318656	852008960	2728427520	603080975	185562287	42955	45330	6802	7107	9206	1434	/scratch1/btsheal/work/6a/34b6e6570dd39e49d48a727ac918f7			4	15	208	929	19216	lr
37/428dac	11	2688720.pbs02	phase1_fg	kidney/kidney.1024/00	phase1_fg (kidney/kidney.1024/00)	COMPLETED	0			1	86400000			1	1623342592039	1623342599829	1623344470087	1878048	1872186		197.2	1.0	696643584	2645118976	834564096	2712227840	603429032	185672716	71629	45331	78544	54707	4192	7459	/scratch1/btsheal/work/37/428dac8e2172cde5106be27e1229bb			4	253	3499	929	19216	lr
90/d2d957	13	2688719.pbs02	phase1_fg	kidney/kidney.1024/02	phase1_fg (kidney/kidney.1024/02)	COMPLETED	0			1	86400000			1	1623342578839	1623342584826	1623344500085	1921246	1915497		197.2	1.1	712425472	2661318656	852549632	2728427520	603433752	185673999	70231	45332	78496	55707	8385	9752	/scratch1/btsheal/work/90/d2d957ee2d261cabd9cae2019d31aa			4	258	3516	929	19216	lr
56/0d2a96	24	2688737.pbs02	phase1_fg	kidney/kidney.0032/01	phase1_fg (kidney/kidney.0032/01)	COMPLETED	0			1	86400000			1	1623342724644	1623344470129	1623344560131	1835487	86327		170.1	1.1	711688192	2661318656	852930560	2728427520	603070404	185558902	56485	45330	4492	5707	8380	636	/scratch1/btsheal/work/56/0d2a96c845911d75ec15fc8fd62d8e			4	8	106	929	19216	lr
bb/33a990	26	2688837.pbs02	phase1_fg	kidney/kidney.0032/03	phase1_fg (kidney/kidney.0032/03)	COMPLETED	0			1	86400000			1	1623342764307	1623344515113	1623344595140	1830833	80116		167.3	1.1	711196672	2661318656	852516864	2728427520	603070143	185558796	45074	45330	4336	5707	4198	658	/scratch1/btsheal/work/bb/33a990b0755879e5c8eb37b43839c1			4	8	99	929	19216	lr
74/638471	23	2688739.pbs02	phase1_fg	kidney/kidney.0032/00	phase1_fg (kidney/kidney.0032/00)	COMPLETED	0			1	86400000			1	1623342737752	1623344601331	1623344690145	1952393	87575		168.9	1.0	695222272	2645118976	834895872	2712227840	603071599	185559260	46459	45330	4633	5907	8393	933	/scratch1/btsheal/work/74/6384711b87a2aa02bd903ffb9b6304			4	9	112	929	19216	lr
b2/7fb40d	34	2689336.pbs02	phase1_fg	kidney/kidney.0128/03	phase1_fg (kidney/kidney.0128/03)	COMPLETED	0			1	86400000			1	1623342872617	1623344440132	1623344695160	1822543	256277		186.8	1.1	711143424	2661318656	852242432	2728427520	603107536	185570573	52742	45330	789511638	10907	17779	3373	/scratch1/btsheal/work/b2/7fb40d0db3364a9068ecb4306d9c59			4	34	433	929	19216	lr
98/b3237c	25	2688777.pbs02	phase1_fg	kidney/kidney.0032/02	phase1_fg (kidney/kidney.0032/02)	COMPLETED	0			1	86400000			1	1623342751094	1623344710141	1623344785151	2034057	73916		164.9	1.1	710578176	2661314560	851951616	2728423424	603069352	185558564	56450	45330	4378	5507	9205	851	/scratch1/btsheal/work/98/b3237ccde4135c2c754b717337253e			4	7	105	929	19216	lr
bc/77b9b0	19	2688730.pbs02	phase1_fg	kidney/kidney.0256/00	phase1_fg (kidney/kidney.0256/00)	COMPLETED	0			1	86400000			1	1623342671138	1623344570123	1623345065181	2394043	495068		192.7	1.1	711581696	2661318656	852725760	2728427520	603153286	185585040	45685	45330	20812	17307	4199	4340	/scratch1/btsheal/work/bc/77b9b09d4ccb87a513eab1f49c0980			4	66	854	929	19216	lr
94/abdbde	21	2688731.pbs02	phase1_fg	kidney/kidney.0256/02	phase1_fg (kidney/kidney.0256/02)	COMPLETED	0			1	86400000			1	1623342684243	1623344700132	1623345190216	2505973	486513		192.7	1.0	694607872	2645118976	834166784	2712227840	603151171	185584436	60668	45330	20695	16907	4207	4821	/scratch1/btsheal/work/94/abdbde9a19aa3c4dff391956f844e0			4	64	850	929	19216	lr
de/8875cc	32	2689205.pbs02	phase1_fg	kidney/kidney.0128/01	phase1_fg (kidney/kidney.0128/01)	COMPLETED	0			1	86400000			1	1623342844154	1623345075194	1623345335239	2491085	260128		187.8	1.1	711622656	2661314560	852070400	2728423424	603105266	185569946	46146	45330	11584	10507	9204	3862	/scratch1/btsheal/work/de/8875cc48400470576594b6a03a14a3			4	32	437	929	19216	lr
8e/22a7e9	29	2688959.pbs02	phase1_fg	kidney/kidney.0064/02	phase1_fg (kidney/kidney.0064/02)	COMPLETED	0			1	86400000			1	1623342790864	1623345201353	1623345340224	2549360	139163		179.6	1.1	711360512	2661318656	852439040	2728427520	603081175	185562367	52385	45330	6922	7107	9208	1387	/scratch1/btsheal/work/8e/22a7e9ba27cc7373f3c46d6136278c			4	15	221	929	19216	lr
95/8f0b79	16	2688725.pbs02	phase1_fg	kidney/kidney.0512/01	phase1_fg (kidney/kidney.0512/01)	COMPLETED	0			1	86400000			1	1623342631593	1623344440086	1623345380215	2748622	941557		195.4	1.1	712761344	2661318656	852750336	2728427520	603240365	185613101	54746	45330	40801	28507	4201	5863	/scratch1/btsheal/work/95/8f0b7924784bec4ae62854f1d9a89f			4	122	1778	929	19216	lr
5c/ff8b7c	17	2688726.pbs02	phase1_fg	kidney/kidney.0512/02	phase1_fg (kidney/kidney.0512/02)	COMPLETED	0			1	86400000			1	1623342644841	1623344481182	1623345455239	2810398	972812		195.6	1.1	712228864	2661318656	852103168	2728427520	603245991	185614625	62639	45331	40720	29707	4193	5764	/scratch1/btsheal/work/5c/ff8b7c24c2f15718386c9f9607878c			4	128	1772	929	19216	lr
a9/b43c1d	31	2689145.pbs02	phase1_fg	kidney/kidney.0128/00	phase1_fg (kidney/kidney.0128/00)	COMPLETED	0			1	86400000			1	1623342830870	1623345355226	1623345615252	2784382	259789		188.0	1.0	694484992	2645118976	834117632	2712227840	603105446	185570139	47374	45330	12268	10307	9202	2935	/scratch1/btsheal/work/a9/b43c1dbf003218dfc1d3ea87010f46			4	31	466	929	19216	lr
be/dabf6f	28	2688897.pbs02	phase1_fg	kidney/kidney.0064/01	phase1_fg (kidney/kidney.0064/01)	COMPLETED	0			1	86400000			1	1623342777533	1623345490237	1623345630245	2852712	138588		180.8	1.1	710811648	2661318656	852164608	2728427520	603082771	185562763	50848	45330	6727	7507	4244	1036	/scratch1/btsheal/work/be/dabf6f843f6b441f4e4d35df57fb33			4	17	208	929	19216	lr
ba/4d0484	27	2689019.pbs02	phase1_fg	kidney/kidney.0064/00	phase1_fg (kidney/kidney.0064/00)	COMPLETED	0			1	86400000			1	1623342804158	1623345490242	1623345640248	2836090	150438		181.8	1.1	711217152	2661314560	852430848	2728423424	603083540	185563071	47963	45330	7189	7507	4235	1369	/scratch1/btsheal/work/ba/4d048496e1fb7c8b8907be9dad7dd0			4	17	228	929	19216	lr
86/b7b24d	18	2688729.pbs02	phase1_fg	kidney/kidney.0512/03	phase1_fg (kidney/kidney.0512/03)	COMPLETED	0			1	86400000			1	1623342657972	1623344795133	1623345740256	3082284	947984		195.7	1.1	712814592	2661314560	852541440	2728423424	603249688	185615582	70532	45331	40576	30507	4207	8814	/scratch1/btsheal/work/86/b7b24d7a824d5baeb39d6e030c9bba			4	132	1763	929	19216	lr
d4/21c0c9	22	2688736.pbs02	phase1_fg	kidney/kidney.0256/03	phase1_fg (kidney/kidney.0256/03)	COMPLETED	0			1	86400000			1	1623342711536	1623345485236	1623345960267	3248731	471551		192.7	1.1	713478144	2661314560	852561920	2728423424	603149371	185583958	45608	45330	20767	16507	9210	5428	/scratch1/btsheal/work/d4/21c0c9ae6a3cdb22a9d6a66c03ba74			4	62	853	929	19216	lr
0d/492fec	10	2689824.pbs02	phase1_fg	kidney/kidney.0032/00	phase1_fg (kidney/kidney.0032/00)	COMPLETED	0			1	86400000			1	1623346572864	1623346581385	1623346826349	253485	247500		188.3	1.1	710987776	2661314560	851996672	2728423424	603104799	185569764	48550	45330	11311	10507	4207	1924	/scratch1/btsheal/work/0d/492fecf7c76eae5177746440c5f40f			1	32	422	929	19216	lr
