task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	sample_id	sra_bytes
5106	3396584.pbs02	fastq_dump	ERX1936695	fastq_dump (ERX1936695)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630003212737	1630003279262	1630004196545	983808	315111		60.0	0.2	64995328.0	182575104.0	65204224.0	244109312.0	2287423912.0	11727242173.0	11376.0	89590.0	2302092934.0	11727239838.0	816544.0	3829.0	/scratch1/btsheal/work/00/06efcdbd1bb9b95083cd95083d43c3			ERX1936695	2.28493e+09
8093	3400488.pbs02	fastq_dump	SRX3598177	fastq_dump (SRX3598177)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014640731	1630014720321	1630014868656	227925	150747		62.0	0.1	45101056.0	162820096.0	45191168.0	229244928.0	362256952.0	2559949105.0	33971.0	19650.0	376930044.0	2559946692.0	197977.0	2121.0	/scratch1/btsheal/work/00/18a74c931c4448153c0f81d4c39039			SRX3598177	359874744
7433	3399438.pbs02	fastq_dump	SRX315180	fastq_dump (SRX315180)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012106572	1630012123387	1630012311702	205130	194156		56.2	0.2	76865536.0	193507328.0	78487552.0	252739584.0	639002353.0	4026408059.0	4643.0	30838.0	653671392.0	4026405740.0	239243.0	1616.0	/scratch1/btsheal/work/00/58fbdcefa7769be60c1f1c0d73ee5d			SRX315180	636527952
8435	3401648.pbs02	fastq_dump	SRX366974	fastq_dump (SRX366974)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015934894	1630015938730	1630016415510	480616	464143		47.1	0.3	90599424.0	208125952.0	90599424.0	264241152.0	1780721053.0	10316246420.0	6221.0	78825.0	1795390067.0	10316244088.0	557144.0	3671.0	/scratch1/btsheal/work/00/77cfde72c0060a09575d4e736f2b8b			SRX366974	1778209958
6528	3398271.pbs02	fastq_dump	SRX465466	fastq_dump (SRX465466)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630008703081	1630008713661	1630008814334	111253	94053		47.3	0.3	86765568.0	202625024.0	87273472.0	260894720.0	173198012.0	1612828162.0	1796.0	12423.0	187867033.0	1612825838.0	87515.0	751.0	/scratch1/btsheal/work/00/8e6b6d8934e4a7cb7b903dad9cbce9			SRX465466	170668638
9135	3402314.pbs02	fastq_dump	SRX1705075	fastq_dump (SRX1705075)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630018592601	1630018603269	1630018911974	319373	308689		65.9	0.2	63520768.0	181006336.0	63705088.0	243122176.0	1771871765.0	9851056935.0	10286.0	75276.0	1786540770.0	9851054602.0	649072.0	2784.0	/scratch1/btsheal/work/01/4fc140bdc545a1cc480026d9beaf8b			SRX1705075	1769400762
9701	3403012.pbs02	fastq_dump	SRX1796774	fastq_dump (SRX1796774)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630020749938	1630020759389	1630021135768	385830	372688		64.4	0.2	66007040.0	182423552.0	66023424.0	244076544.0	1332526745.0	9759640377.0	7507.0	74579.0	1347195750.0	9759638044.0	597408.0	4211.0	/scratch1/btsheal/work/01/fe139f279b87cc5d62d06187ff0426			SRX1796774	1330047590
6908	3398667.pbs02	fastq_dump	SRX4170830	fastq_dump (SRX4170830)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630010156912	1630010174772	1630010239840	82928	51488		17.5	0.2	59351040.0	108191744.0	60227584.0	109084672.0	49178869.0	326403373.0	1411.0	2609.0	63847895.0	326401052.0	24025.0	212.0	/scratch1/btsheal/work/02/01bf7130b51f94a8f682397bbcbb2d			SRX4170830	46645925
1814	3391688.pbs02	fastq_dump	SRX2095261	fastq_dump (SRX2095261)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990666831	1629990688171	1629991047283	380452	355452		54.3	0.2	67899392.0	184188928.0	67899392.0	244670464.0	743630347.0	8390346140.0	6311.0	64132.0	758299361.0	8390343814.0	429310.0	3692.0	/scratch1/btsheal/work/02/20cf4dc2e3703522d0086e81709d34			SRX2095261	741117451
2722	3393128.pbs02	fastq_dump	SRX160928	fastq_dump (SRX160928)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629994192531	1629994205949	1629994804433	611902	591323		35.6	0.2	75071488.0	191606784.0	79187968.0	252428288.0	2157915785.0	10212092948.0	9085.0	78131.0	2170970378.0	10212088588.0	341082.0	2342.0	/scratch1/btsheal/work/02/99f2908384f8a6391f212594a08629			SRX160928	2.15381e+09
5408	3396926.pbs02	fastq_dump	SRX465463	fastq_dump (SRX465463)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004423079	1630004439933	1630004531490	108411	88097		46.3	0.3	90230784.0	206528512.0	90554368.0	262123520.0	126689956.0	1381399318.0	2640.0	10758.0	139744568.0	1381394962.0	53409.0	976.0	/scratch1/btsheal/work/02/bc0e5bb06ed35232c82e4e9b906f81			SRX465463	122563358
9526	3402728.pbs02	fastq_dump	SRX2140375	fastq_dump (SRX2140375)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630020102473	1630020112636	1630020492344	389871	374964		58.2	0.2	70299648.0	187076608.0	70299648.0	243859456.0	1170403622.0	8825174903.0	7530.0	67550.0	1183458240.0	8825170540.0	427352.0	7127.0	/scratch1/btsheal/work/02/f4818d0367c5b8c8bc277a0a43f4f6			SRX2140375	1166294211
7464	3399492.pbs02	fastq_dump	SRX2190888	fastq_dump (SRX2190888)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012237473	1630012246703	1630012266719	29246	16229		63.2	0.1	43356160.0	161218560.0	43356160.0	228188160.0	34537258.0	238141556.0	3200.0	1936.0	49206247.0	238139148.0	13841.0	481.0	/scratch1/btsheal/work/03/11020c9c112cd1d46d627f609f3646			SRX2190888	32028537
8322	3401298.pbs02	fastq_dump	SRX2871318	fastq_dump (SRX2871318)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015499517	1630015532353	1630015991822	492305	449704		45.5	0.1	44826624.0	162410496.0	44912640.0	228884480.0	499886722.0	4552458376.0	74819.0	34852.0	514555697.0	4552455958.0	355272.0	7327.0	/scratch1/btsheal/work/03/2b8fcd98439b2a750a9ea4494573c8			SRX2871318	497666685
2272	3392664.pbs02	fastq_dump	SRX1734897	fastq_dump (SRX1734897)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992477570	1629992491180	1629992843566	365996	346260		43.9	0.2	64917504.0	181882880.0	65572864.0	244092928.0	1227143278.0	7404712582.0	12386.0	57114.0	1233740231.0	7404700094.0	169986.0	2786.0	/scratch1/btsheal/work/03/9e81629fcbc2e6bf0e1b32a7e930d6			SRX1734897	1216634219
9678	3402980.pbs02	fastq_dump	SRX1397943	fastq_dump (SRX1397943)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630020676643	1630020686052	1630020729113	52470	32945		45.2	0.2	64704512.0	181698560.0	66306048.0	242839552.0	58351616.0	599946318.0	1566.0	4696.0	73020634.0	599943996.0	42473.0	325.0	/scratch1/btsheal/work/03/ba5d1d5167e318abb9e46b97de4709			SRX1397943	55820749
9406	3402577.pbs02	fastq_dump	SRX528617	fastq_dump (SRX528617)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019618506	1630019630446	1630019937524	319018	303702		44.6	0.2	65732608.0	182624256.0	65740800.0	244424704.0	763921241.0	5451129457.0	4566.0	41707.0	778590252.0	5451127128.0	296493.0	2036.0	/scratch1/btsheal/work/03/c74f5b34a5eb4ecb2551129313df57			SRX528617	761398397
3382	3393755.pbs02	fastq_dump	SRX1761533	fastq_dump (SRX1761533)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629996751362	1629996764323	1629996804334	52972	34969		28.5	0.2	64057344.0	181080064.0	64065536.0	244928512.0	56146394.0	431106072.0	1461.0	3408.0	70815413.0	431103754.0	33140.0	231.0	/scratch1/btsheal/work/04/4a8ae231cc117303f14e4e0c4eac02			SRX1761533	53613412
2492	3392897.pbs02	fastq_dump	SRX3152311	fastq_dump (SRX3152311)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993347396	1629993355184	1629993779667	432271	423186		65.8	0.1	45875200.0	163225600.0	45985792.0	229359616.0	1013315801.0	8251775693.0	105455.0	63076.0	1027984761.0	8251773272.0	684181.0	6840.0	/scratch1/btsheal/work/04/64c9d70f73767a11f040c06dedb6e7			SRX3152311	1011218266
2050	3392448.pbs02	fastq_dump	SRX799509	fastq_dump (SRX799509)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629991637060	1629991651545	1629991978894	341834	320657		56.1	0.2	68403200.0	184954880.0	70086656.0	245407744.0	721798513.0	7076620263.0	5696.0	54109.0	736467698.0	7076617952.0	359924.0	7073.0	/scratch1/btsheal/work/04/8512c79fb23c40e26c02dc94a32ecd			SRX799509	719283911
5943	3397565.pbs02	fastq_dump	SRX1404317	fastq_dump (SRX1404317)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630006521191	1630006540041	1630006962402	441211	424366		59.8	0.2	62484480.0	180203520.0	62484480.0	241430528.0	3063341334.0	15854646109.0	20225.0	121080.0	3078010338.0	15854643778.0	1172255.0	2302.0	/scratch1/btsheal/work/04/af4c92a6a3756e77c5ae0cc7d6a1f1			SRX1404317	3.06089e+09
2463	3392868.pbs02	fastq_dump	SRX970025	fastq_dump (SRX970025)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993236534	1629993243653	1629993649670	413136	403118		61.9	0.2	65671168.0	182390784.0	65953792.0	244555776.0	1565611048.0	10845977682.0	7861.0	82867.0	1580280080.0	10845975354.0	706016.0	3428.0	/scratch1/btsheal/work/05/a9fc1cc12df288a8679255809d65fa			SRX970025	1563104500
2448	3392855.pbs02	fastq_dump	SRX2899208	fastq_dump (SRX2899208)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993182164	1629993188640	1629993376250	194086	187738		64.2	0.2	80314368.0	320663552.0	85983232.0	380198912.0	542158556.0	2551547598.0	3069.0	19585.0	556827589.0	2551545276.0	295011.0	748.0	/scratch1/btsheal/work/06/0e2ae5d8af8db4b20b9a48b4dc1c28			SRX2899208	674435421
7856	3400069.pbs02	fastq_dump	SRX2656555	fastq_dump (SRX2656555)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630013735313	1630013740154	1630014168780	433467	411762		36.5	0.2	63852544.0	181571584.0	64180224.0	242655232.0	2063751046.0	9733105807.0	11855.0	74376.0	2078420054.0	9733103474.0	529188.0	3923.0	/scratch1/btsheal/work/06/b46bf02db7d07eae130625c5146c08			SRX2656555	2061262407
2515	3392923.pbs02	fastq_dump	SRX2549226	fastq_dump (SRX2549226)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993439549	1629993452952	1629995255867	1816318	1798633		28.2	0.2	70074368.0	608940032.0	70455296.0	671768576.0	2834776111.0	17969926280.0	9599.0	137218.0	2849445278.0	17969923962.0	2126947.0	8395.0	/scratch1/btsheal/work/06/bc842fcdbaa614c4116b8ceaf79d35			SRX2549226	3.25684e+09
1712	3391592.pbs02	fastq_dump	SRX365736	fastq_dump (SRX365736)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990306553	1629990318404	1629990719511	412958	400655		69.3	0.2	70479872.0	187277312.0	70479872.0	246185984.0	1690067837.0	11077075038.0	9406.0	84730.0	1703122436.0	11077070672.0	636600.0	4344.0	/scratch1/btsheal/work/07/011cba1c8df944ee2942d74f0680cd			SRX365736	1685963865
9298	3402470.pbs02	fastq_dump	SRX2016984	fastq_dump (SRX2016984)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019214801	1630019225172	1630019434207	219406	207210		75.1	0.2	66121728.0	182501376.0	66179072.0	244383744.0	747794843.0	5988574360.0	4836.0	45808.0	762467944.0	5988572030.0	347877.0	2166.0	/scratch1/btsheal/work/07/15c11d73caf0a92441dcb9284cca4d			SRX2016984	745273919
7144	3398908.pbs02	fastq_dump	SRX1734655	fastq_dump (SRX1734655)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630011034950	1630011052226	1630011637306	602356	572591		37.3	0.2	67899392.0	185069568.0	69955584.0	244928512.0	2179700179.0	10736478512.0	16175.0	82635.0	2184682724.0	10736463976.0	188473.0	965.0	/scratch1/btsheal/work/08/0feb229992507a59723e3fef55a366			SRX1734655	2.1676e+09
1887	3391767.pbs02	fastq_dump	SRX1425918	fastq_dump (SRX1425918)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990975913	1629990987346	1629991535450	559537	540651		30.6	0.1	44765184.0	162541568.0	44888064.0	228995072.0	1464375100.0	7268978917.0	81676.0	55678.0	1477429726.0	7268974554.0	445679.0	1890.0	/scratch1/btsheal/work/08/238a19b08fc8d58531aa54e3e45203			SRX1425918	1460601351
921	3390694.pbs02	fastq_dump	DRX088957	fastq_dump (DRX088957)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987312177	1629987322625	1629987392720	80543	68889		70.7	0.2	70217728.0	187027456.0	70217728.0	243888128.0	268020479.0	1855115996.0	2356.0	14272.0	282693601.0	1855113678.0	116423.0	888.0	/scratch1/btsheal/work/08/658a521bbcb5e78e4dc15ad9d532a0			DRX088957	265496326
8126	3400839.pbs02	fastq_dump	SRX647451	fastq_dump (SRX647451)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014749704	1630014863764	1630015239890	490186	373991		67.4	0.4	64909312.0	182427648.0	65523712.0	244482048.0	2132000421.0	10220774939.0	10106.0	78097.0	2146674717.0	10220772612.0	789237.0	3940.0	/scratch1/btsheal/work/08/a432eb18a4b2fcc99fb7092295f1b1			SRX647451	2129503589
6918	3398677.pbs02	fastq_dump	SRX4170867	fastq_dump (SRX4170867)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630010190016	1630010199810	1630010260192	70176	58477		71.1	0.2	69079040.0	185536512.0	70414336.0	246386688.0	211378729.0	1551287777.0	2141.0	11954.0	226047755.0	1551285452.0	86129.0	771.0	/scratch1/btsheal/work/08/d97c71bbe51eef2dcb0d942d2e418c			SRX4170867	208849491
8456	3401670.pbs02	fastq_dump	SRX465259	fastq_dump (SRX465259)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630016027937	1630016042018	1630016106876	78939	57977		31.2	0.3	88621056.0	204410880.0	88621056.0	266293248.0	78735131.0	693896165.0	1461.0	5412.0	93404144.0	693893848.0	43526.0	512.0	/scratch1/btsheal/work/09/011f14943ed0347983bc5ef8ca3736			SRX465259	76203715
8455	3401669.pbs02	fastq_dump	SRX1424795	fastq_dump (SRX1424795)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630016024077	1630016031859	1630016390514	366437	353543		57.1	0.1	44568576.0	162607104.0	44703744.0	228962304.0	1417452181.0	10586050767.0	122973.0	80884.0	1432121204.0	10586048438.0	780731.0	764.0	/scratch1/btsheal/work/09/3e5639587b1227f10928abdb6d04c3			SRX1424795	1415424033
976	3390790.pbs02	fastq_dump	ERX1477505	fastq_dump (ERX1477505)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987554757	1629987567681	1629988117910	563153	540901		41.3	0.2	64548864.0	182083584.0	64962560.0	243826688.0	2207901695.0	10773882862.0	10481.0	82317.0	2222570897.0	10773880546.0	573835.0	64578.0	/scratch1/btsheal/work/09/6cb6b88c8ed4ebf99eb4888769d226			ERX1477505	2.20541e+09
2506	3392915.pbs02	fastq_dump	SRX4170089	fastq_dump (SRX4170089)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993398670	1629993405787	1629993436367	37697	22149		47.9	0.2	63680512.0	180969472.0	63680512.0	245350400.0	56091553.0	436285566.0	1466.0	3447.0	70760575.0	436283244.0	33058.0	309.0	/scratch1/btsheal/work/09/82952af624283c22c3a3bde8f7c38e			SRX4170089	53559584
5246	3396744.pbs02	fastq_dump	SRX3964273	fastq_dump (SRX3964273)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630003790674	1630003804525	1630004221565	430891	411792		62.4	0.1	44269568.0	162312192.0	44351488.0	228687872.0	813355054.0	6822891200.0	66964.0	52174.0	828024035.0	6822888782.0	492535.0	9427.0	/scratch1/btsheal/work/09/b42eadd927204c3f9851c6098000df			SRX3964273	811104623
5893	3397496.pbs02	fastq_dump	SRX391655	fastq_dump (SRX391655)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630006319772	1630006329636	1630006494948	175176	157425		59.8	0.2	69705728.0	186978304.0	71520256.0	242663424.0	797067096.0	4633374686.0	6077.0	35468.0	811736105.0	4633372362.0	332593.0	1244.0	/scratch1/btsheal/work/09/ecb642c74a5a9370b0e8dd68695850			SRX391655	794562993
6207	3397940.pbs02	fastq_dump	SRX4170944	fastq_dump (SRX4170944)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007482456	1630007497116	1630007527094	44638	27051		51.3	0.2	67747840.0	184504320.0	71016448.0	245075968.0	81383153.0	531457776.0	1546.0	4173.0	96052167.0	531455458.0	41420.0	487.0	/scratch1/btsheal/work/0a/338c271d4be419a682d25a915c9bf4			SRX4170944	78850731
1748	3391628.pbs02	fastq_dump	SRX2519493	fastq_dump (SRX2519493)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990446075	1629990454612	1629990828107	382032	369079		47.8	0.2	63000576.0	180654080.0	63000576.0	244502528.0	2103625970.0	10560437767.0	12755.0	80688.0	2118294978.0	10560435434.0	681259.0	3777.0	/scratch1/btsheal/work/0a/76b0a5e776a61e9a385e48bcf3f6ad			SRX2519493	2101140655
5411	3396931.pbs02	fastq_dump	SRX2369540	fastq_dump (SRX2369540)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004441359	1630004452499	1630005026041	584682	574448		57.8	0.1	45641728.0	163520512.0	45940736.0	229138432.0	2941695789.0	19156275753.0	115869.0	146270.0	2956364812.0	19156273418.0	1246503.0	1323.0	/scratch1/btsheal/work/0b/2ad6ab02e32d47f69f57075d3278c2			SRX2369540	2.93964e+09
1443	3391262.pbs02	fastq_dump	SRX1676057	fastq_dump (SRX1676057)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989360750	1629989367642	1629989555026	194276	185256		67.6	0.2	71991296.0	188362752.0	72122368.0	247943168.0	1039108440.0	5000307037.0	3921.0	38268.0	1053781567.0	5000304708.0	346927.0	2615.0	/scratch1/btsheal/work/0b/3766e3efbf2e065ccdc7510441f73b			SRX1676057	1036581023
4010	3394901.pbs02	fastq_dump	SRX2589033	fastq_dump (SRX2589033)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629999127978	1629999138245	1629999757274	629296	617895		57.7	0.1	45363200.0	163115008.0	45776896.0	229355520.0	2082175201.0	14417311590.0	175662.0	112031.0	2066170410.0	14417270632.0	101381.0	319.0	/scratch1/btsheal/work/0b/40e71c65cbc01d317af1528c7e5999			SRX2589033	2050222497
3835	3394712.pbs02	fastq_dump	SRX704296	fastq_dump (SRX704296)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998457305	1629998468596	1629998673871	216566	205641		72.5	0.2	66924544.0	183402496.0	66924544.0	243945472.0	572361065.0	5890445915.0	4766.0	45059.0	587030098.0	5890443590.0	329569.0	1491.0	/scratch1/btsheal/work/0b/5f5078791f1f415a4d219831ff9ee3			SRX704296	569841753
2686	3393096.pbs02	fastq_dump	SRX200125	fastq_dump (SRX200125)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629994071691	1629994079240	1629994246477	174786	158376		67.6	0.3	88326144.0	203673600.0	90288128.0	262889472.0	523309400.0	3647444191.0	2676.0	27946.0	537978424.0	3647441868.0	222311.0	1719.0	/scratch1/btsheal/work/0b/781193fc3281c3ce156b41aff53597			SRX200125	520779474
870	3390120.pbs02	fastq_dump	DRX088953	fastq_dump (DRX088953)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987098281	1629987107514	1629987162543	64262	55225		59.1	0.2	65048576.0	181846016.0	66281472.0	245100544.0	176475230.0	1270698274.0	1991.0	9813.0	191148354.0	1270695956.0	85380.0	604.0	/scratch1/btsheal/work/0b/8f0d44908ddfadb66ee2e2204502b8			DRX088953	173954107
9021	3402213.pbs02	fastq_dump	SRX4170074	fastq_dump (SRX4170074)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630018205844	1630018218996	1630018306360	100516	83871		41.0	0.1	44081152.0	161513472.0	44081152.0	228319232.0	116953912.0	820560585.0	10261.0	6380.0	131622890.0	820558174.0	62747.0	1282.0	/scratch1/btsheal/work/0c/550923422124be41ae3e7af9cd157c			SRX4170074	114477743
3056	3393434.pbs02	fastq_dump	SRX3236665	fastq_dump (SRX3236665)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629995477001	1629995488405	1629996276246	799245	780492		43.9	0.2	67997696.0	185839616.0	68194304.0	247619584.0	3798798599.0	24796265277.0	20011.0	189300.0	3813467616.0	24796262942.0	1418721.0	5182.0	/scratch1/btsheal/work/0c/5d44fac7631ff698abb9a38543cd6b			SRX3236665	3.79634e+09
2842	3393243.pbs02	fastq_dump	SRX1735072	fastq_dump (SRX1735072)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629994699009	1629994708266	1629995099812	400803	386959		49.3	0.2	64655360.0	182009856.0	65503232.0	245796864.0	2096611308.0	10106231276.0	18417.0	78126.0	2096750369.0	10106210662.0	108798.0	580.0	/scratch1/btsheal/work/0c/66b0c48209d261bfd506c4620af134			SRX1735072	2079704957
8358	3401584.pbs02	fastq_dump	SRX1734694	fastq_dump (SRX1734694)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015651652	1630015659345	1630016432891	781239	768274		62.3	0.2	67198976.0	184135680.0	67284992.0	244715520.0	4869677246.0	25045690382.0	36232.0	192609.0	4861748607.0	25045659582.0	264661.0	1100.0	/scratch1/btsheal/work/0d/0667b2585b419127da21eb49aa62b3			SRX1734694	4.84483e+09
6137	3397874.pbs02	fastq_dump	ERX534181	fastq_dump (ERX534181)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007235486	1630007244931	1630007426510	191024	172138		63.4	0.2	72232960.0	316784640.0	72638464.0	372658176.0	458908417.0	2333934207.0	2977.0	17925.0	473577433.0	2333931888.0	246991.0	4447.0	/scratch1/btsheal/work/0d/c7a451cc4eea156b3d7e1d995b65b9			ERX534181	585179218
3843	3394718.pbs02	fastq_dump	SRX2248286	fastq_dump (SRX2248286)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998482600	1629998488661	1629998764055	281455	271330		64.0	0.2	64237568.0	182046720.0	64811008.0	243933184.0	1556012396.0	8207136116.0	9275.0	62835.0	1569067019.0	8207131754.0	342150.0	1996.0	/scratch1/btsheal/work/0d/dddbcd94135796d7331760b8fa4e90			SRX2248286	1551905557
4777	3396183.pbs02	fastq_dump	SRX2519529	fastq_dump (SRX2519529)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630002016718	1630002028643	1630002355677	338959	321682		41.5	0.2	64077824.0	181850112.0	64143360.0	243683328.0	1713971632.0	8224679659.0	10211.0	62868.0	1728640637.0	8224677326.0	529558.0	3674.0	/scratch1/btsheal/work/0e/9ea6efea6ff420f29745192a64c447			SRX2519529	1711476275
9316	3402486.pbs02	fastq_dump	SRX4170233	fastq_dump (SRX4170233)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019282294	1630019285485	1630019346171	63877	45657		49.4	0.2	67072000.0	183193600.0	67072000.0	243765248.0	127658263.0	918436935.0	1761.0	7126.0	142327271.0	918434610.0	68970.0	570.0	/scratch1/btsheal/work/0e/d187cc828c16ada74a988d5d49be67			SRX4170233	125127477
