task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
792	1313165	read_sample_file	DRX084629.sample.csv	read_sample_file (DRX084629.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987021466	1629987021499	1629987027887	6421	28		29.6	0.0	0.0	0.0	0.0	0.0	54988.0	257.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/00/1e93f8389d865d982ced4170f0b7ac		
8133	1498051	read_sample_file	SRX1555357.sample.csv	read_sample_file (SRX1555357.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014730638	1630014736129	1630014747874	17236	41		35.0	0.0	0.0	0.0	0.0	0.0	54997.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/00/3a7aeef2242f8147c5413474620730		
1705	1333940	read_sample_file	SRX1067578.sample.csv	read_sample_file (SRX1067578.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990053405	1629990053468	1629990059473	6068	45		41.2	0.0	0.0	0.0	0.0	0.0	54994.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/00/ba8fce9d09fadb67c2f485e3a591d6		
7473	1480581	read_sample_file	SRX660703.sample.csv	read_sample_file (SRX660703.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012118263	1630012123351	1630012125093	6830	31		26.1	0.0	0.0	0.0	0.0	0.0	54992.0	258.0	124.0	13.0	301192.0	0.0	0.0	0.0	/scratch1/btsheal/work/02/10c0098f5f9ec028e71f7f6006a881		
9481	1531618	read_sample_file	SRX283767.sample.csv	read_sample_file (SRX283767.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019802319	1630019802385	1630019817719	15400	30		41.4	0.0	0.0	0.0	0.0	0.0	54993.0	258.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/02/4f4462eec2b50d521011d471cd9518		
2312	1349236	read_sample_file	SRX2733566.sample.csv	read_sample_file (SRX2733566.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992472523	1629992472572	1629992484320	11797	5314		0.9	0.0	0.0	0.0	0.0	0.0	55022.0	290.0	125.0	13.0	301228.0	0.0	0.0	0.0	/scratch1/btsheal/work/02/6fd54a6d550c352f548e89f666897c		
1677	1332993	read_sample_file	SRX799510.sample.csv	read_sample_file (SRX799510.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989975041	1629989975090	1629989981912	6871	46		35.7	0.0	0.0	0.0	0.0	0.0	54988.0	258.0	124.0	13.0	301192.0	0.0	0.0	0.0	/scratch1/btsheal/work/02/95b19b1c03b7c5f0716f4fdb99b23a		
4394	1402371	read_sample_file	SRX2480806.sample.csv	read_sample_file (SRX2480806.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630000404910	1630000404989	1630000420585	15675	46		26.1	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/02/cb63f5444afd9e8e28e2aac0fd2a84		
5358	1426965	read_sample_file	SRX1868719.sample.csv	read_sample_file (SRX1868719.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004168918	1630004168999	1630004190578	21660	5392		0.7	0.0	4030464.0	9777152.0	4030464.0	9793536.0	54992.0	257.0	124.0	13.0	301195.0	0.0	22.0	1.0	/scratch1/btsheal/work/02/deb0e5e3afa6a74fb60f53f1285a79		
6705	1461315	read_sample_file	SRX4170255.sample.csv	read_sample_file (SRX4170255.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630009263209	1630009263289	1630009269482	6273	37		45.2	0.0	0.0	0.0	0.0	0.0	54997.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/03/b00e95b5c6d131a47be981ca44c35c		
8190	1499415	read_sample_file	SRX1705542.sample.csv	read_sample_file (SRX1705542.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014901517	1630014901591	1630014902726	1209	34		25.0	0.0	0.0	0.0	0.0	0.0	54995.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/03/fbefc39376003945e135c9279c8dc8		
4358	1401557	read_sample_file	SRX4171120.sample.csv	read_sample_file (SRX4171120.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630000282550	1630000282628	1630000294574	12024	23		37.5	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/04/2a35f1075e2d2178457fca60978acd		
4763	1411753	read_sample_file	SRX3652560.sample.csv	read_sample_file (SRX3652560.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630001785587	1630001785690	1630001792225	6638	55		25.6	0.0	0.0	0.0	0.0	0.0	54995.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/04/f407596798a036a789044d9b1e7c60		
2547	1355421	read_sample_file	SRX528631.sample.csv	read_sample_file (SRX528631.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993438118	1629993438185	1629993449807	11689	41		36.4	0.0	0.0	0.0	0.0	0.0	54991.0	259.0	124.0	13.0	301192.0	0.0	0.0	0.0	/scratch1/btsheal/work/05/3efdbab326e2c5220159983b8fb7c0		
4000	1392526	read_sample_file	SRX1705057.sample.csv	read_sample_file (SRX1705057.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998910333	1629998915821	1629998922223	11890	51		25.6	0.0	0.0	0.0	0.0	0.0	54996.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/05/935e2e0010f59212f23db0847c6f9a		
1855	1338267	read_sample_file	SRX4170925.sample.csv	read_sample_file (SRX4170925.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990724975	1629990730464	1629990752474	27499	56		37.8	0.0	0.0	0.0	0.0	0.0	54994.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/05/b0bad78a336dead9ef6005e9acb16a		
9599	1534499	read_sample_file	SRX1640007.sample.csv	read_sample_file (SRX1640007.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630020267590	1630020267697	1630020268837	1247	30		50.0	0.0	0.0	0.0	0.0	0.0	54996.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/05/db704b039c5fd76aba6afa6f1312e9		
9443	1530866	read_sample_file	SRX2140375.sample.csv	read_sample_file (SRX2140375.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019666143	1630019666169	1630019672348	6205	42		25.8	0.0	0.0	0.0	0.0	0.0	55008.0	271.0	124.0	13.0	301206.0	0.0	0.0	0.0	/scratch1/btsheal/work/06/2827c39a2a023adab8aa0ed16c4bd5		
824	1312338	read_sample_file	ERX1518273.sample.csv	read_sample_file (ERX1518273.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987012463	1629987012473	1629987013531	1068	39		30.8	0.0	0.0	0.0	0.0	0.0	54994.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/06/c6c2c96241e5d0e59e006ee351f2b0		
1106	1318168	read_sample_file	SRX398815.sample.csv	read_sample_file (SRX398815.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987805414	1629987805482	1629987842586	37172	10195		0.6	0.0	0.0	0.0	0.0	0.0	54988.0	257.0	124.0	13.0	301192.0	0.0	0.0	0.0	/scratch1/btsheal/work/06/f252948423f604fac9fb32cbd8231a		
4205	1397983	read_sample_file	SRX1074745.sample.csv	read_sample_file (SRX1074745.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629999692128	1629999692207	1629999693237	1109	35		38.1	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/07/5c9fd2b2bd214f409bad7f8690a0aa		
4470	1404194	read_sample_file	SRX1604290.sample.csv	read_sample_file (SRX1604290.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630000720620	1630000720676	1630000727519	6899	472		8.5	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/07/743f077cc082b89e603cf26bb9e20b		
9286	1526874	read_sample_file	SRX3464790.sample.csv	read_sample_file (SRX3464790.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019077671	1630019077720	1630019083990	6319	36		18.2	0.0	0.0	0.0	0.0	0.0	54996.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/07/9c8ce490855eb3489f9ee3b763dc2e		
8398	1504009	read_sample_file	SRX365741.sample.csv	read_sample_file (SRX365741.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015618842	1630015618923	1630015625520	6678	30		45.5	0.0	0.0	0.0	0.0	0.0	55003.0	269.0	124.0	13.0	301203.0	0.0	0.0	0.0	/scratch1/btsheal/work/08/04c64dd5d8ffe5aa395d291a86a792		
805	1314283	read_sample_file	DRX089053.sample.csv	read_sample_file (DRX089053.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987036477	1629987036490	1629987042524	6047	34		34.8	0.0	0.0	0.0	0.0	0.0	54988.0	257.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/08/1cd67cac394fc325ebe3db9b4e1a5a		
2410	1351917	read_sample_file	SRX1745587.sample.csv	read_sample_file (SRX1745587.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992830094	1629992830166	1629992841625	11531	39		29.6	0.0	0.0	0.0	0.0	0.0	54992.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/08/61acbe3669cea4fd625fe6d5746d41		
784	1313970	read_sample_file	DRX064460.sample.csv	read_sample_file (DRX064460.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987033470	1629987033494	1629987035483	2013	109		22.2	0.0	0.0	0.0	0.0	0.0	54989.0	258.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/08/ea0bf6635e8c139ab678babf97c006		
2683	1359166	read_sample_file	SRX3008353.sample.csv	read_sample_file (SRX3008353.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993952993	1629993953055	1629993969464	16471	53		35.7	0.0	0.0	0.0	0.0	0.0	54992.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/08/f4e15c477a17f52307df06b344f82c		
8000	1494195	read_sample_file	SRX1720092.sample.csv	read_sample_file (SRX1720092.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014117076	1630014117147	1630014123155	6079	31		38.1	0.0	0.0	0.0	0.0	0.0	54995.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/09/58d3ceba1ddc9f295ebb848c6116ab		
6931	1467369	read_sample_file	SRX1734655.sample.csv	read_sample_file (SRX1734655.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630010139870	1630010139953	1630010151164	11294	21		25.0	0.0	0.0	0.0	0.0	0.0	55061.0	325.0	124.0	13.0	301261.0	0.0	0.0	0.0	/scratch1/btsheal/work/09/6774c7f677881d5f1fc43e3828b1bd		
5125	1420942	read_sample_file	SRX3964273.sample.csv	read_sample_file (SRX3964273.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630003166894	1630003166958	1630003183522	16628	5114		0.8	0.0	0.0	0.0	0.0	0.0	54992.0	257.0	125.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/09/8137ca5f1868dfc8b3f4c977ca553e		
7273	1475327	read_sample_file	ERX1659567.sample.csv	read_sample_file (ERX1659567.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630011439850	1630011444980	1630011453232	13382	24		9.7	0.0	0.0	0.0	0.0	0.0	54994.0	258.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/09/8dff072aceada4eb4c1df0adc2a0c1		
2086	1343564	read_sample_file	SRX3097081.sample.csv	read_sample_file (SRX3097081.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629991636829	1629991642335	1629991669797	32968	5251		0.7	0.0	0.0	0.0	0.0	0.0	54989.0	257.0	125.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/09/9197799b5e4fa6d591773f69a68c91		
3898	1390806	read_sample_file	SRX4171027.sample.csv	read_sample_file (SRX4171027.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998639410	1629998639489	1629998644980	5570	30		33.3	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/09/9a4e18e6f1343998bc6d2750b4c7a0		
5557	1432256	read_sample_file	SRX2024358.sample.csv	read_sample_file (SRX2024358.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004940994	1630004951285	1630004957675	16681	39		46.7	0.0	0.0	0.0	0.0	0.0	54996.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0a/1edf5237cdc32eb7002c93048d7096		
6191	1448329	read_sample_file	SRX1734912.sample.csv	read_sample_file (SRX1734912.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007359287	1630007359339	1630007371031	11744	31		38.5	0.0	0.0	0.0	0.0	0.0	55017.0	282.0	124.0	13.0	301217.0	0.0	0.0	0.0	/scratch1/btsheal/work/0a/b1af4e7a64e3a275229d48dd362257		
5697	1435438	read_sample_file	SRX4170976.sample.csv	read_sample_file (SRX4170976.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630005431554	1630005431630	1630005442899	11345	36		32.0	0.0	0.0	0.0	0.0	0.0	54996.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0a/d7aa34c57c3f6f7c2017888e14a32c		
7563	1482817	read_sample_file	SRX3460582.sample.csv	read_sample_file (SRX3460582.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012518108	1630012523274	1630012541290	23182	5145		0.5	0.0	0.0	0.0	0.0	0.0	54993.0	257.0	124.0	13.0	301195.0	0.0	15.0	1.0	/scratch1/btsheal/work/0b/056e76d31945678277809136ab8e83		
809	1309211	read_sample_file	DRX111930.sample.csv	read_sample_file (DRX111930.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629986932446	1629986937600	1629986941115	8669	50		10.6	0.0	0.0	0.0	0.0	0.0	54988.0	257.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/0b/b216b5c5c7938e29e4a691a5030dcb		
9225	1525298	read_sample_file	SRX3060378.sample.csv	read_sample_file (SRX3060378.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630018814960	1630018815035	1630018826899	11939	36		41.7	0.0	0.0	0.0	0.0	0.0	54996.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0b/c2df6c8f088b952d26e89f7f8b6af9		
5164	1421986	read_sample_file	SRX384161.sample.csv	read_sample_file (SRX384161.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630003285718	1630003285795	1630003297001	11283	35		22.2	0.0	0.0	0.0	0.0	0.0	55023.0	291.0	124.0	13.0	301225.0	0.0	0.0	0.0	/scratch1/btsheal/work/0c/0e1f2611fed3186a284e389f588939		
1498	1328716	read_sample_file	SRX2435419.sample.csv	read_sample_file (SRX2435419.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989387045	1629989387126	1629989398286	11241	39		27.6	0.0	0.0	0.0	0.0	0.0	54992.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0c/308d3184f0cd32945300752e92cdd6		
2234	1347544	read_sample_file	SRX2007097.sample.csv	read_sample_file (SRX2007097.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992242806	1629992242886	1629992248881	6075	27		34.8	0.0	0.0	0.0	0.0	0.0	54992.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0c/641fecd3c12463e10482f37d7ef733		
8416	1504643	read_sample_file	SRX2190887.sample.csv	read_sample_file (SRX2190887.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015726242	1630015726276	1630015731441	5199	21		37.5	0.0	0.0	0.0	0.0	0.0	54995.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/02fee8bad7fef331ecdc3ba45d8618		
4668	1409344	read_sample_file	SRX423305.sample.csv	read_sample_file (SRX423305.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630001417449	1630001417530	1630001418621	1172	82		27.6	0.0	0.0	0.0	0.0	0.0	54991.0	258.0	124.0	13.0	301192.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/3605cdffd5ab4ea18138c7623f98a7		
822	1309467	read_sample_file	ERX1477535.sample.csv	read_sample_file (ERX1477535.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629986941472	1629986941517	1629986947634	6162	25		25.0	0.0	0.0	0.0	0.0	0.0	54991.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/79ef44266667c53bc6b06b31c41834		
5523	1431262	read_sample_file	SRX3729882.sample.csv	read_sample_file (SRX3729882.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004837097	1630004837196	1630004858607	21510	44		23.1	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/a4459cf1da6ca13e6a6c20cd31cd0c		
1448	1327376	read_sample_file	SRX345251.sample.csv	read_sample_file (SRX345251.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989134739	1629989140175	1629989140181	5442	47		29.4	0.0	0.0	0.0	0.0	0.0	54990.0	258.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/b73820c4cb61339c36e805da0f5cdc		
2498	1354214	read_sample_file	SRX1074747.sample.csv	read_sample_file (SRX1074747.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993249080	1629993249148	1629993254633	5553	125		14.9	0.0	0.0	0.0	0.0	0.0	54994.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/bd6f64b68d283864aba737b0499591		
6238	1449099	read_sample_file	SRX4171118.sample.csv	read_sample_file (SRX4171118.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007494359	1630007494393	1630007500528	6169	38		37.0	0.0	0.0	0.0	0.0	0.0	54995.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/cdcf00b6df9ab2431159614e58ad96		
2529	1355047	read_sample_file	SRX3008359.sample.csv	read_sample_file (SRX3008359.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629993370618	1629993370698	1629993376847	6229	40		45.5	0.0	0.0	0.0	0.0	0.0	54992.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0d/e4109ec9939ee9bb83d087aa530db5		
5369	1427460	read_sample_file	SRX398836.sample.csv	read_sample_file (SRX398836.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630004201841	1630004201923	1630004218750	16909	31		16.7	0.0	0.0	0.0	0.0	0.0	54991.0	258.0	124.0	13.0	301192.0	0.0	0.0	0.0	/scratch1/btsheal/work/0e/38be6c4aeeb3d1437a9b0b62186d30		
9017	1519643	read_sample_file	SRX2189174.sample.csv	read_sample_file (SRX2189174.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630018019776	1630018019867	1630018020861	1085	44		35.7	0.0	0.0	0.0	0.0	0.0	54997.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0e/9293c1bc121677e4b3d63768c6cff4		
1569	1330236	read_sample_file	SRX1977905.sample.csv	read_sample_file (SRX1977905.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989565460	1629989565540	1629989572007	6547	41		34.3	0.0	0.0	0.0	0.0	0.0	54993.0	260.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/0e/cb0c2cf167f57b0cdd621037c65c70		
1253	1321736	read_sample_file	ERX204404.sample.csv	read_sample_file (ERX204404.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629988364708	1629988364780	1629988365757	1049	29		23.5	0.0	0.0	0.0	0.0	0.0	54988.0	257.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/0f/1261f7e0fb89d13433a7709a7cdc6e		
3827	1388238	read_sample_file	SRX318092.sample.csv	read_sample_file (SRX318092.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998297135	1629998307596	1629998316291	19156	36		10.9	0.0	0.0	0.0	0.0	0.0	54992.0	258.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/0f/f4c361964ed803d391a3923fffa1b2		
4344	1401192	read_sample_file	ERX438718.sample.csv	read_sample_file (ERX438718.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630000247470	1630000247546	1630000253652	6182	42		47.6	0.0	0.0	0.0	0.0	0.0	54990.0	257.0	124.0	13.0	301191.0	0.0	0.0	0.0	/scratch1/btsheal/work/10/0b6500e9a7be4a4544e5a78314563a		
7389	1477999	read_sample_file	SRX1460204.sample.csv	read_sample_file (SRX1460204.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630011763654	1630011763729	1630011775488	11834	22		19.0	0.0	0.0	0.0	0.0	0.0	54995.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/10/76a74f3dee83b99b9e77fdfd827cd3		
3320	1375126	read_sample_file	SRX1761533.sample.csv	read_sample_file (SRX1761533.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629996341793	1629996341818	1629996348197	6404	38		40.0	0.0	0.0	0.0	0.0	0.0	54994.0	259.0	124.0	13.0	301195.0	0.0	0.0	0.0	/scratch1/btsheal/work/10/e59a93a1880fa3c23e0534f64b34c0		
1540	1329796	read_sample_file	SRX365736.sample.csv	read_sample_file (SRX365736.sample.csv)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989512498	1629989512568	1629989513872	1374	46		38.7	0.0	0.0	0.0	0.0	0.0	55002.0	270.0	124.0	13.0	301203.0	0.0	0.0	0.0	/scratch1/btsheal/work/11/098cd07def8a166c009ca957f9e8ab		
