hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	blocksize	geometry	hardware_type	latticetype	ngpus	np	n_sites
c6/cf411e	194	1849103.pbs02	hemelb		hemelb (86)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615407813490	1615407819618	1615408345315	531825	526040		195.6	5.4	21647396864.0	56239640576.0	21662576640.0	56381149184.0	85650505.0	5316908.0	85127.0	2066.0	74894307.0	11453128.0	79623.0	29227.0	/scratch1/btsheal/work/c6/cf411eb7fbb14e063f97fefec01ebd			512	C0010	v100	D3Q19	0	2	16273831
78/5cc3aa	193	1848940.pbs02	hemelb		hemelb (85)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615406492846	1615406499427	1615407484469	991623	949438		99.7	4.9	19915743232.0	44731240448.0	19915743232.0	44857069568.0	84957624.0	4369018.0	84113.0	1779.0	114451143.0	11608963.0	2500.0	11126.0	/scratch1/btsheal/work/78/5cc3aaa2d6e643d5ff82daefd71a29			512	C0010	v100	D3Q19	0	1	16273831
18/7032f2	196	1849540.pbs02	hemelb		hemelb (90)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615408277695	1615469690672	1615469870726	61593031	176245		192.6	1.4	5952806912.0	29748404224.0	5968117760.0	29831192576.0	42940467.0	14175225.0	40565.0	3701.0	31574065.0	11556754.0	36050.0	10167.0	/scratch1/btsheal/work/18/7032f279094b9333b2f39ca13fcf02			512	C0010	v100	D3Q19	0	8	16273831
2c/f2102f	195	1849097.pbs02	hemelb		hemelb (87)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615407492422	1615407499582	1615407805405	312983	305010		195.0	2.8	11403534336.0	38779195392.0	11418771456.0	38861983744.0	49875933.0	14057361.0	47904.0	3610.0	38501747.0	11522074.0	43673.0	16961.0	/scratch1/btsheal/work/2c/f2102f18727ad854fa9cd4eb713483			512	C0010	v100	D3Q19	0	4	16273831
9f/b386c1	198	1850402.pbs02	hemelb		hemelb (89)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615414093159	1615722560761	1615722630793	308537634	68717		184.2	0.6	2203516928.0	23313162240.0	2217050112.0	23395049472.0	42964116.0	10453795.0	40948.0	4960.0	31660086.0	11607870.0	37251.0	5339.0	/scratch1/btsheal/work/9f/b386c18fee29702402ea74d848a5b2			512	C0010	v100	D3Q19	0	32	16273831
03/e741a6	197	1849629.pbs02	hemelb		hemelb (88)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615408352320	1615472564370	1615472674411	64322091	108041		187.0	0.8	3542540288.0	25571577856.0	3557785600.0	25654640640.0	42940817.0	10069225.0	40673.0	4013.0	31598646.0	11588910.0	54034.0	6249.0	/scratch1/btsheal/work/03/e741a689d516e9b38319ff7850a6ec			512	C0010	v100	D3Q19	0	16	16273831
03/275cee	200	1850482.pbs02	hemelb		hemelb (92)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615415141689	1615415148844	1615474661608	59519919	59509884		198.9	15.7	21225672704.0	24210612224.0	21232525312.0	24277176320.0	84717623.0	5297922.0	82451.0	1699.0	84253664.0	11453224.0	76953.0	1865065.0	/scratch1/btsheal/work/03/275cee16990da00c69cdd0525f3307			512	C0010	cpu	D3Q19	0	2	16273831
12/96ce8f	202	1851104.pbs02	hemelb		hemelb (94)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615416767722	1615416774818	1615432231998	15464276	15453590		596.4	13.2	17957695488.0	22488612864.0	17982967808.0	22891266048.0	86192007.0	121418410.0	84935.0	4168.0	112615504.0	11556896.0	79877.0	1328488.0	/scratch1/btsheal/work/12/96ce8fa855613bd04119fc0c8bc0b3			512	C0010	cpu	D3Q19	0	8	16273831
fe/9441db	201	1850522.pbs02	hemelb		hemelb (93)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615415373172	1615415409619	1615447890755	32517583	32481558		399.0	16.3	21987954688.0	25743200256.0	22000242688.0	25833295872.0	85202989.0	119165887.0	83567.0	3714.0	74800664.0	11530390.0	77457.0	1967927.0	/scratch1/btsheal/work/fe/9441dba6c76e3306e4b28d889b1544			512	C0010	cpu	D3Q19	0	4	16273831
40/a4c014	203	1851073.pbs02	hemelb		hemelb (95)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615416197888	1615416204730	1615425250849	9052961	9043226		199.2	2.3	3126472704.0	4603068416.0	3136823296.0	4678217728.0	41952767.0	9875230.0	37901.0	2077.0	38570035.0	11587542.0	32511.0	303888.0	/scratch1/btsheal/work/40/a4c014271ab40865d89d6ca02171fd			512	C0010	cpu	D3Q19	0	16	16273831
06/910f79	206	1851235.pbs02	hemelb		hemelb (98)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615419209677	1615419291778	1615420321900	1112223	1030171		197.0	15.9	21469904896.0	64729014272.0	21484969984.0	64870522880.0	85159904.0	5296201.0	82680.0	1719.0	114383843.0	11453144.0	78513.0	58719.0	/scratch1/btsheal/work/06/910f79d50e5aa0566d331142b0ef40			512	C0010	p100	D3Q19	0	2	16273831
9d/c0bdd6	205	1851188.pbs02	hemelb		hemelb (97)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615418284719	1615419121740	1615421152008	2867289	2029674		99.6	14.7	19784114176.0	48871251968.0	19784114176.0	48963522560.0	84691339.0	4358118.0	82020.0	1589.0	85103303.0	11609059.0	1700.0	42917.0	/scratch1/btsheal/work/9d/c0bdd6fd25219d9b7f0aa409b47364			512	C0010	p100	D3Q19	0	1	16273831
66/9694ba	207	1851236.pbs02	hemelb		hemelb (99)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615419258145	1615421047022	1615421602112	2343967	557364		196.1	8.3	11129851904.0	47291404288.0	11144843264.0	47425622016.0	49324611.0	13992353.0	45397.0	1935.0	38903155.0	11522082.0	40814.0	34652.0	/scratch1/btsheal/work/66/9694bae04328c2027f8d05327242df			512	C0010	p100	D3Q19	0	4	16273831
dc/50851c	204	1851097.pbs02	hemelb		hemelb (96)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615416518240	1615423990690	1615428171257	11653017	4183650		595.1	4.1	5567737856.0	8747806720.0	5598531584.0	9091325952.0	86212593.0	35816524.0	85372.0	3868.0	77025365.0	11608094.0	79863.0	405116.0	/scratch1/btsheal/work/dc/50851c29f240a60603e8930f157220			512	C0010	cpu	D3Q19	0	32	16273831
e2/6f5abc	209	1851648.pbs02	hemelb		hemelb (100)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615419839658	1615473446455	1615473626490	53786832	176617		192.2	2.5	3351769088.0	34133172224.0	3367014400.0	34216230912.0	42396435.0	9975130.0	38181.0	2133.0	31610934.0	11587364.0	33087.0	12732.0	/scratch1/btsheal/work/e2/6f5abc48fdd9b78f503d39dc987856			512	C0010	p100	D3Q19	0	16	16273831
14/ce6490	211	1851814.pbs02	hemelb		hemelb (104)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615421610259	1615421612761	1615422582224	971965	962665		99.4	4.9	19907731456.0	44731232256.0	19915186176.0	44857061376.0	84957679.0	4369012.0	84090.0	1756.0	123040455.0	11608955.0	2487.0	19658.0	/scratch1/btsheal/work/14/ce6490ceaf48ff502a66053a0a843f			512	C0010	v100	D3Q19	0	1	16273831
b3/30ec9f	208	1851667.pbs02	hemelb		hemelb (101)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615420329800	1615422917255	1615423245589	2915789	329046		195.0	4.2	5681504256.0	38257758208.0	5696487424.0	38391975936.0	42388361.0	9800693.0	38046.0	1968.0	31598641.0	11552642.0	32910.0	19611.0	/scratch1/btsheal/work/b3/30ec9fcb1fde5d51168d6d418ca9e8			512	C0010	p100	D3Q19	0	8	16273831
e3/94317e	210	1851781.pbs02	hemelb		hemelb (102)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615421159853	1615722655792	1615722760798	301600945	104060		191.9	1.5	2064814080.0	31817424896.0	2080059392.0	31900475392.0	42413042.0	10293203.0	38394.0	2477.0	31770678.0	11603890.0	33991.0	6928.0	/scratch1/btsheal/work/e3/94317e86f4cbe69501370924a44420			512	C0010	p100	D3Q19	0	32	16273831
d9/50d9f1	214	1851874.pbs02	hemelb		hemelb (106)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615422915407	1615472801342	1615472986421	50071014	182299		192.3	1.4	5962887168.0	29756215296.0	5978132480.0	29839003648.0	42940431.0	14175332.0	40556.0	3704.0	31561777.0	11552652.0	36013.0	10350.0	/scratch1/btsheal/work/d9/50d9f1bc97c1140de80906c92a53d2			512	C0010	v100	D3Q19	0	8	16273831
87/c0cc84	212	1851859.pbs02	hemelb		hemelb (103)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615422590247	1615422597230	1615423145600	555353	549046		191.4	5.4	21664108544.0	56255324160.0	21664108544.0	56381145088.0	85650358.0	5316854.0	85122.0	2063.0	74869731.0	11453110.0	79617.0	38909.0	/scratch1/btsheal/work/87/c0cc8454666d8d3b86d9535e2a5aaa			512	C0010	v100	D3Q19	0	2	16273831
6b/ba6eff	215	1851873.pbs02	hemelb		hemelb (107)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615422909220	1615423155587	1615423255596	346376	99803		186.9	0.8	3543375872.0	25571397632.0	3558756352.0	25654448128.0	42942304.0	10060026.0	40660.0	4061.0	31586358.0	11584808.0	37109.0	7133.0	/scratch1/btsheal/work/6b/ba6effd90937c42d5b112a8ef39def			512	C0010	v100	D3Q19	0	16	16273831
d3/a6cd15	216	1851876.pbs02	hemelb		hemelb (108)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615423030138	1615722770794	1615722840796	299810658	69269		183.9	0.6	2204114944.0	23312564224.0	2219413504.0	23395483648.0	42963881.0	10453666.0	40945.0	4969.0	31610934.0	11607852.0	37273.0	5162.0	/scratch1/btsheal/work/d3/a6cd154fadbdb4c4215e9614584e83			512	C0010	v100	D3Q19	0	32	16273831
18/b9bec1	213	1851866.pbs02	hemelb		hemelb (105)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615422815167	1615422822264	1615423125439	310272	295017		195.2	2.8	11402203136.0	38787895296.0	11417382912.0	38870683648.0	50229959.0	18349915.0	48760.0	3672.0	78134643.0	11522070.0	43691.0	15782.0	/scratch1/btsheal/work/18/b9bec19414958f0614e17b886ce1ba			512	C0010	v100	D3Q19	0	4	16273831
72/b672e0	218	1847637.pbs02	hemelb		hemelb (1)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393638922	1615393648268	1615419831740	26192818	26183984		198.9	6.7	9042780160.0	10320109568.0	9042780160.0	10378829824.0	41201879.0	6294603.0	37796.0	1819.0	36370519.0	12450153.0	31797.0	824412.0	/scratch1/btsheal/work/72/b672e04b5836dd8459aa4430fa22b3			512	C0004	cpu	D3Q19	0	2	6446197
94/9885b3	217	1847638.pbs02	hemelb		hemelb (2)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393645274	1615393653269	1615444570256	50924982	50919847		99.9	5.8	7853101056.0	8829784064.0	7853101056.0	8888504320.0	40955693.0	5359006.0	37249.0	1698.0	31285058.0	12608784.0	16213.0	534120.0	/scratch1/btsheal/work/94/9885b323d6a4f4de2a02824e4ab997			512	C0004	cpu	D3Q19	0	1	6446197
0d/398144	219	1847636.pbs02	hemelb		hemelb (3)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393633000	1615393638269	1615406404329	12771329	12765099		397.5	6.8	9302327296.0	11175538688.0	9302917120.0	11241402368.0	41685484.0	42924351.0	38914.0	2652.0	34253441.0	12558371.0	32462.0	899866.0	/scratch1/btsheal/work/0d/39814459a763128a2b686808732ed2			512	C0004	cpu	D3Q19	0	4	6446197
b2/ed23de	221	1847640.pbs02	hemelb		hemelb (5)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393657528	1615393663287	1615396958150	3300622	3291034		198.7	1.1	1519865856.0	2770735104.0	1521631232.0	2905149440.0	23475266.0	10861038.0	20005.0	2195.0	13044428.0	12600993.0	14220.0	124985.0	/scratch1/btsheal/work/b2/ed23dea41bddb2e5545c4d013fae00			512	C0004	cpu	D3Q19	0	16	6446197
bd/d4f813	220	1847639.pbs02	hemelb		hemelb (4)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393651554	1615393658270	1615400093562	6442008	6433260		397.1	4.1	5540278272.0	7656071168.0	5542330368.0	7924506624.0	36042001.0	30120719.0	33146.0	2649.0	25133045.0	12587089.0	27495.0	419380.0	/scratch1/btsheal/work/bd/d4f813a15a43d56bc220f1a41a5584			512	C0004	cpu	D3Q19	0	8	6446197
40/63727a	223	1847643.pbs02	hemelb		hemelb (7)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393669520	1615393678281	1615394457812	788292	779187		99.5	5.9	7975178240.0	27828969472.0	7976656896.0	27923025920.0	41175105.0	5357065.0	37275.0	1619.0	31334213.0	12608632.0	1274.0	17126.0	/scratch1/btsheal/work/40/63727af05eb73d13a15558115a4201			512	C0004	p100	D3Q19	0	1	6446197
c8/c87e08	222	1847641.pbs02	hemelb		hemelb (6)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393663260	1615393673278	1615395577966	1914706	1905318		197.4	0.9	1126563840.0	2370834432.0	1127038976.0	2505248768.0	23487528.0	11052072.0	20173.0	2506.0	13044428.0	12603403.0	14875.0	82037.0	/scratch1/btsheal/work/c8/c87e08e53820a82b5865af5ca5bf20			512	C0004	cpu	D3Q19	0	32	6446197
1b/0865cf	224	1847646.pbs02	hemelb		hemelb (8)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393687680	1615393693287	1615394123394	435714	430435		196.3	6.9	9277448192.0	44149923840.0	9280446464.0	44279316480.0	41641787.0	6292909.0	38024.0	1839.0	34089050.0	12450023.0	32930.0	28329.0	/scratch1/btsheal/work/1b/0865cf770e822051fe56969bde8526			512	C0004	p100	D3Q19	0	2	6446197
80/a4b21a	225	1847645.pbs02	hemelb		hemelb (9)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393681253	1615393688286	1615393923294	242041	231721		195.3	3.6	4852580352.0	36437823488.0	4855730176.0	36508495872.0	26966527.0	15020123.0	23125.0	2061.0	16164808.0	12550071.0	18222.0	14106.0	/scratch1/btsheal/work/80/a4b21a031cfec1705810b798328a09			512	C0004	p100	D3Q19	0	4	6446197
1e/6c917e	228	1847647.pbs02	hemelb		hemelb (12)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393693990	1615424090601	1615424150606	30456616	58010		185.5	1.1	1379074048.0	30318288896.0	1380835328.0	30383931392.0	23936941.0	11293172.0	20518.0	2600.0	13109967.0	12607395.0	16748.0	4029.0	/scratch1/btsheal/work/1e/6c917e1022a1f018b508cd62260548			512	C0004	p100	D3Q19	0	32	6446197
56/38d80c	226	1847644.pbs02	hemelb		hemelb (10)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393675687	1615422657104	1615422807138	29131451	144983		192.7	2.1	2850680832.0	32889749504.0	2853965824.0	32960421888.0	23911310.0	6537741.0	20190.0	2026.0	13142730.0	12586961.0	15645.0	8438.0	/scratch1/btsheal/work/56/38d80c06f3fd389936811d47a05cf5			512	C0004	p100	D3Q19	0	8	6446197
d7/4ad527	227	1847648.pbs02	hemelb		hemelb (11)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393699748	1615422812765	1615422902147	29202399	86010		189.4	1.3	1772961792.0	31051231232.0	1774518272.0	31119851520.0	23919872.0	10982429.0	20317.0	2251.0	13097679.0	12604957.0	19944.0	5263.0	/scratch1/btsheal/work/d7/4ad527ff4412447197df8cdbdd3f57			512	C0004	p100	D3Q19	0	16	6446197
03/2a493e	231	1847651.pbs02	hemelb		hemelb (15)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393717908	1615393723296	1615393853305	135397	129587		190.8	1.2	5115248640.0	28111405056.0	5118431232.0	28182077440.0	27864203.0	15084590.0	26474.0	3727.0	16189384.0	12550101.0	22111.0	7754.0	/scratch1/btsheal/work/03/2a493ede2ce6362646fa2251260a5d			512	C0004	v100	D3Q19	0	4	6446197
45/290684	229	1847649.pbs02	hemelb		hemelb (13)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393705872	1615393713292	1615394112652	406780	388113		99.5	2.0	8100184064.0	23695020032.0	8101658624.0	23753740288.0	41439623.0	5368517.0	39411.0	1853.0	72273733.0	12608640.0	2340.0	6015.0	/scratch1/btsheal/work/45/2906842ce149a60fea335543d81888			512	C0004	v100	D3Q19	0	1	6446197
b7/583e03	233	1847654.pbs02	hemelb		hemelb (18)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393736649	1615448455734	1615448510740	54774091	51907		187.1	0.4	2003742720.0	22574747648.0	2005168128.0	22640017408.0	24452324.0	11084949.0	22858.0	3931.0	49072847.0	12605885.0	19061.0	4281.0	/scratch1/btsheal/work/b7/583e0394bf94188d6fd207833fa2c2			512	C0004	v100	D3Q19	0	16	6446197
28/75c7d4	230	1847650.pbs02	hemelb		hemelb (14)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393711842	1615393718298	1615393953329	241487	235360		195.5	2.3	9393758208.0	35600297984.0	9397043200.0	35729690624.0	43389634.0	6313416.0	40904.0	2182.0	31402074.0	12450007.0	35167.0	14838.0	/scratch1/btsheal/work/28/75c7d421c3e9228b8570027872ff6e			512	C0004	v100	D3Q19	0	2	6446197
09/429f4f	234	1847652.pbs02	hemelb		hemelb (17)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393724191	1615649141722	1615649346731	255622540	202064		169.9	0.4	1451372544.0	21860429824.0	1451458560.0	21922992128.0	24490227.0	11427493.0	23176.0	4633.0	60685007.0	12648307.0	334466.0	10763.0	/scratch1/btsheal/work/09/429f4f4c94728e4c2d3b5f8d91e673			512	C0004	v100	D3Q19	0	32	6446197
3c/204087	232	1847653.pbs02	hemelb		hemelb (16)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393730427	1615422812772	1615422902172	29171745	83225		187.4	0.8	3132928000.0	24650838016.0	3136163840.0	24721510400.0	24443678.0	6614698.0	22677.0	3747.0	13142730.0	12586977.0	18999.0	5045.0	/scratch1/btsheal/work/3c/2040876f275c755babd0b3b7bda8e1			512	C0004	v100	D3Q19	0	8	6446197
1f/2fef80	235	1847655.pbs02	hemelb		hemelb (19)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393742946	1615393748310	1615436929148	43186202	43178210		99.7	5.8	7852851200.0	8829784064.0	7852851200.0	8888504320.0	40955591.0	5358997.0	37251.0	1699.0	31305538.0	12608792.0	1207.0	490928.0	/scratch1/btsheal/work/1f/2fef804c6ef3455e3a802180e16b2a			512	C0004	cpu	D3Q19	0	1	6446197
f6/45e612	236	1847658.pbs02	hemelb		hemelb (20)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393762974	1615395582976	1615419251682	25488708	23664930		198.6	6.7	9051017216.0	10316120064.0	9051017216.0	10378412032.0	41200843.0	6294589.0	37797.0	1819.0	31287383.0	12450183.0	31657.0	744681.0	/scratch1/btsheal/work/f6/45e612c83715fc45905ecec31f82cf			512	C0004	cpu	D3Q19	0	2	6446197
76/077ec5	239	1847659.pbs02	hemelb		hemelb (23)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393768962	1615395582980	1615399023433	5254471	3435297		396.4	2.2	2969456640.0	5029543936.0	2969477120.0	5298110464.0	36047357.0	25923485.0	33260.0	2838.0	25161722.0	12605093.0	27401.0	241223.0	/scratch1/btsheal/work/76/077ec5cfceb8bf6c46fe60da08a434			512	C0004	cpu	D3Q19	0	16	6446197
1a/54239e	238	1847657.pbs02	hemelb		hemelb (22)	CACHED	143	[hemelb/D3Q19-p100]		1	86400000			1	1615393756615	1615393758986	1615397633253	3876638	3874267																/scratch1/btsheal/work/1a/54239e13fa9ec680861c4fca08c03d		IGNORE	512	C0004	cpu	D3Q19	0	8	6446197
a7/23c530	240	1847660.pbs02	hemelb		hemelb (24)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393775149	1615414788698	1615416510254	22735105	1720691		197.2	0.9	1129320448.0	2373193728.0	1129795584.0	2507411456.0	23488761.0	10994435.0	20105.0	2481.0	13044428.0	12607513.0	15321.0	78841.0	/scratch1/btsheal/work/a7/23c5303315a14a72072e4685fb2e1d			512	C0004	cpu	D3Q19	0	32	6446197
b8/5baeb2	237	1847656.pbs02	hemelb		hemelb (21)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393750334	1615393758982	1615406099309	12348975	12339231		198.2	3.4	4603801600.0	5948317696.0	4604166144.0	6082535424.0	26523451.0	15021556.0	22899.0	2041.0	16103365.0	12550203.0	16592.0	417237.0	/scratch1/btsheal/work/b8/5baeb2663de384df15a192e57ffdef			512	C0004	cpu	D3Q19	0	4	6446197
af/0ba63f	243	1847663.pbs02	hemelb		hemelb (27)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393793265	1615395143550	1615395383582	1590317	231501		195.3	3.6	4852346880.0	36437823488.0	4855545856.0	36508495872.0	26966441.0	15020145.0	23123.0	2059.0	16156616.0	12558269.0	18358.0	14939.0	/scratch1/btsheal/work/af/0ba63f76e01bed05e32db488b9daf5			512	C0004	p100	D3Q19	0	4	6446197
23/761dea	241	1847661.pbs02	hemelb		hemelb (25)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393781561	1615393928327	1615394702885	921324	773455		99.6	5.9	7976189952.0	27828969472.0	7977668608.0	27923025920.0	41175240.0	5357060.0	37365.0	1709.0	31334213.0	12608624.0	1417.0	17563.0	/scratch1/btsheal/work/23/761dea2014e2311ec6a83cd5789bb4			512	C0004	p100	D3Q19	0	1	6446197
c4/2bfd6b	242	1847662.pbs02	hemelb		hemelb (26)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393787726	1615393928331	1615394357845	570119	429990		196.3	6.9	9280245760.0	44149915648.0	9283366912.0	44279308288.0	41642886.0	6292909.0	38028.0	1841.0	31402074.0	12450025.0	32892.0	28224.0	/scratch1/btsheal/work/c4/2bfd6b8a67d34afab31f7993e01a87			512	C0004	p100	D3Q19	0	2	6446197
d0/193cab	245	1847665.pbs02	hemelb		hemelb (29)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393805537	1615423990608	1615424085617	30280080	95255		189.4	1.3	1767927808.0	30981726208.0	1770946560.0	31052181504.0	23919686.0	10982377.0	20292.0	2250.0	18696911.0	12604965.0	16538.0	5972.0	/scratch1/btsheal/work/d0/193cab9eada4095921a0ebe85151d5			512	C0004	p100	D3Q19	0	16	6446197
74/2c1dd1	244	1847664.pbs02	hemelb		hemelb (28)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393799491	1615423280491	1615423420532	29621041	138767		193.8	2.1	2844438528.0	32953114624.0	2847592448.0	33023787008.0	23911559.0	6537751.0	20193.0	2023.0	13134538.0	12586941.0	15452.0	8985.0	/scratch1/btsheal/work/74/2c1dd1bd6bffa6fb4c548da2888c4a			512	C0004	p100	D3Q19	0	8	6446197
c2/8ea36e	246	1847667.pbs02	hemelb		hemelb (31)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393817980	1615721970680	1615722025712	328207732	51359		184.0	1.1	1379667968.0	30385393664.0	1381294080.0	30450974720.0	23937067.0	11293238.0	20551.0	2600.0	13134543.0	12611483.0	18851.0	3502.0	/scratch1/btsheal/work/c2/8ea36e0b4d2343ceca74bfb617bdcf			512	C0004	p100	D3Q19	0	32	6446197
11/bf4f02	247	1847666.pbs02	hemelb		hemelb (30)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393811712	1615393818959	1615394177824	366112	357260		99.2	2.0	8100786176.0	23694991360.0	8102080512.0	23753711616.0	41648238.0	5368507.0	40156.0	1897.0	40972101.0	12608656.0	2262.0	5492.0	/scratch1/btsheal/work/11/bf4f027810512cbaf3e53d2ee430a3			512	C0004	v100	D3Q19	0	1	6446197
97/f9e303	248	1847669.pbs02	hemelb		hemelb (32)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393830048	1615393958355	1615394197838	367790	235791		195.5	2.3	9394819072.0	35602067456.0	9396498432.0	35729674240.0	43389686.0	6313490.0	40904.0	2183.0	31377498.0	12450047.0	35085.0	15600.0	/scratch1/btsheal/work/97/f9e303992c9491289ef17810182ec8			512	C0004	v100	D3Q19	0	2	6446197
82/1a2602	249	1847668.pbs02	hemelb		hemelb (33)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393823946	1615393863337	1615393993359	169413	129489		191.1	1.2	5116465152.0	28111405056.0	5119721472.0	28182077440.0	27864473.0	15084300.0	26475.0	3717.0	16193480.0	12550109.0	21835.0	7802.0	/scratch1/btsheal/work/82/1a2602a6f456737f5881c10418a358			512	C0004	v100	D3Q19	0	4	6446197
01/0f97d2	251	1847671.pbs02	hemelb		hemelb (35)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393842340	1615448515740	1615448566260	54723920	51691		187.9	0.4	2007117824.0	22574919680.0	2008551424.0	22641958912.0	24452724.0	11085113.0	22853.0	3941.0	13134543.0	12601791.0	18555.0	4134.0	/scratch1/btsheal/work/01/0f97d247ce402eb04a8bffa05dea26			512	C0004	v100	D3Q19	0	16	6446197
16/4c4f9d	250	1847670.pbs02	hemelb		hemelb (34)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393835859	1615424120615	1615424200622	30364763	79904		186.8	0.8	3131379712.0	24583716864.0	3134386176.0	24654389248.0	24443870.0	6614658.0	22674.0	3741.0	13163210.0	12586961.0	18305.0	5665.0	/scratch1/btsheal/work/16/4c4f9d6ffdc17c7860be706583325c			512	C0004	v100	D3Q19	0	8	6446197
03/c34c08	252	1847672.pbs02	hemelb		hemelb (36)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615393848452	1615722050711	1615722090718	328242266	37884		169.5	0.4	1484554240.0	21829308416.0	1484771328.0	21892321280.0	24484442.0	11443857.0	23051.0	4769.0	13134543.0	12607395.0	22283.0	2348.0	/scratch1/btsheal/work/03/c34c086d7b15816530b9966d09942b			512	C0004	v100	D3Q19	0	32	6446197
de/d79b65	253	1847673.pbs02	hemelb		hemelb (37)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393854428	1615395587995	1615440474599	46620171	44888749		99.7	5.8	7856087040.0	8827998208.0	7857131520.0	8888504320.0	40954567.0	5358964.0	37251.0	1699.0	31276866.0	12608752.0	19309.0	468309.0	/scratch1/btsheal/work/de/d79b65c9860b12bce36cb82c00530a			512	C0004	cpu	D3Q19	0	1	6446197
78/8e1b85	254	1847674.pbs02	hemelb		hemelb (38)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615393860262	1615395588003	1615419201698	25341436	23617980		198.5	6.7	9045028864.0	10309742592.0	9045028864.0	10372034560.0	41200684.0	6294559.0	37792.0	1816.0	31307863.0	12450173.0	31727.0	733434.0	/scratch1/btsheal/work/78/8e1b85993945d957f8e2b4e407951d			512	C0004	cpu	D3Q19	0	2	6446197
