hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	blocksize	geometry	hardware_type	latticetype	ngpus	np	n_sites
b7/920bd5	130	1857784.pbs02	hemelb		hemelb (185)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615473634398	1615473641587	1615477507890	3873492	3863769		198.5	1.3	1752997888.0	3108061184.0	1753235456.0	3175563264.0	12713712.0	8564168.0	14973.0	1776.0	2311871.0	10378321.0	9044.0	137200.0	/scratch1/btsheal/work/b7/920bd5c4b8c4474f82d50ef34efffd			512	Cylinder	cpu	D3Q19	0	8	3850000
24/282d7a	131	1857768.pbs02	hemelb		hemelb (184)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615473384365	1615473391537	1615475517623	2133258	2123715		396.7	1.6	2137448448.0	4277821440.0	2137460736.0	4546387968.0	15341487.0	23720241.0	23330.0	2559.0	4426326.0	10398539.0	17461.0	166477.0	/scratch1/btsheal/work/24/282d7a93b3b9b7217b9a82437a00d9			512	Cylinder	cpu	D3Q19	0	16	3850000
78/acdf0f	132	1857802.pbs02	hemelb		hemelb (186)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615473864502	1615473871600	1615474851730	987228	976559		594.4	1.7	2162831360.0	5032742912.0	2162909184.0	5435592704.0	16904112.0	30287312.0	28112.0	3633.0	5498482.0	10404005.0	22672.0	132638.0	/scratch1/btsheal/work/78/acdf0f4d9c96c51e8516da77c13681			512	Cylinder	cpu	D3Q19	0	32	3850000
d3/8a69f7	133	1857803.pbs02	hemelb		hemelb (188)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615473872870	1615474256655	1615474696728	823858	438951		99.7	3.6	4857806848.0	22899372032.0	4857876480.0	22992035840.0	15385696.0	3153566.0	24955.0	1449.0	5539027.0	10405260.0	1294.0	7017.0	/scratch1/btsheal/work/d3/8a69f7a673e2b4bf19663868d0812e			512	Cylinder	p100	D3Q19	0	1	3850000
32/07ec13	134	1857807.pbs02	hemelb		hemelb (187)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615474020156	1615474262316	1615474506696	486540	248822		195.6	3.8	5083164672.0	37127327744.0	5083492352.0	37253935104.0	15855424.0	4166381.0	25618.0	1589.0	8915852.0	10323679.0	20451.0	16446.0	/scratch1/btsheal/work/32/07ec13c8e9eb1e121269a98520f316			512	Cylinder	p100	D3Q19	0	2	3850000
f6/18d665	135	1857811.pbs02	hemelb		hemelb (189)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615474239418	1615474262320	1615474396700	157282	133715		193.9	2.2	3045212160.0	33674153984.0	3045629952.0	33742041088.0	13688546.0	8534836.0	16931.0	1726.0	2887304.0	10358115.0	11798.0	9637.0	/scratch1/btsheal/work/f6/18d665e835855ba19f4f32b461913d			512	Cylinder	p100	D3Q19	0	4	3850000
80/243aea	137	1857820.pbs02	hemelb		hemelb (191)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615474252917	1615475111755	1615475176772	923855	65219		190.7	1.0	1292541952.0	30745493504.0	1293045760.0	30813675520.0	13166856.0	4498657.0	15350.0	1925.0	2356935.0	10398417.0	10302.0	4436.0	/scratch1/btsheal/work/80/243aea614ae652a1a10afaad7f6e04			512	Cylinder	p100	D3Q19	0	16	3850000
34/b5f61b	138	1857828.pbs02	hemelb		hemelb (192)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615474404683	1615723730893	1615723760899	249356216	30318		184.0	0.8	990224384.0	29709651968.0	990310400.0	29776027648.0	13183686.0	4797138.0	15577.0	2275.0	2356935.0	10399939.0	10382.0	2771.0	/scratch1/btsheal/work/34/b5f61bc1e510e529b33eb26d6b76a9			512	Cylinder	p100	D3Q19	0	32	3850000
3e/e0b2f5	136	1857832.pbs02	hemelb		hemelb (190)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615474512988	1615491036487	1615491136489	16623501	99852		192.5	1.5	1993072640.0	31847088128.0	1993400320.0	31913926656.0	13158459.0	8625111.0	15239.0	1814.0	2356930.0	10378185.0	10839.0	7355.0	/scratch1/btsheal/work/3e/e0b2f5e630a3881e67dcb16844a3b5			512	Cylinder	p100	D3Q19	0	8	3850000
72/c0314b	139	1857935.pbs02	hemelb		hemelb (194)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615474669425	1615474676730	1615474901751	232326	225764		99.6	1.2	4982550528.0	18698457088.0	4982550528.0	18790985728.0	15653625.0	3164935.0	27049.0	1639.0	5539027.0	10405268.0	1898.0	3351.0	/scratch1/btsheal/work/72/c0314bab3a2a3464669b1cb12377a4			512	Cylinder	v100	D3Q19	0	1	3850000
6b/496bc6	141	1858052.pbs02	hemelb		hemelb (195)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615474849946	1615474862449	1615474936752	86806	76190		189.9	0.8	3234779136.0	25277919232.0	3235037184.0	25345536000.0	14535930.0	8563638.0	20234.0	2200.0	2866824.0	10358115.0	13878.0	4617.0	/scratch1/btsheal/work/6b/496bc6eac1a3b193535fc0adee9fd3			512	Cylinder	v100	D3Q19	0	4	3850000
35/95727e	140	1857948.pbs02	hemelb		hemelb (193)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615474702778	1615474711725	1615474841970	139192	129429		192.5	1.2	5202190336.0	28578217984.0	5202292736.0	28704555008.0	16699480.0	4186741.0	28915.0	1932.0	5598092.0	10323689.0	22368.0	7806.0	/scratch1/btsheal/work/35/95727eb97affa851455da035202709			512	Cylinder	v100	D3Q19	0	2	3850000
b4/a19df3	142	1858055.pbs02	hemelb		hemelb (197)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615474942785	1615491590661	1615491650659	16707874	61332		189.7	0.6	2212786176.0	23488729088.0	2212933632.0	23555215360.0	13655297.0	8667880.0	17697.0	2386.0	2381506.0	10378205.0	12646.0	4909.0	/scratch1/btsheal/work/b4/a19df3862102edc919961fcd1c8e1f			512	Cylinder	v100	D3Q19	0	8	3850000
50/95748b	143	1858054.pbs02	hemelb		hemelb (196)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615474908243	1615491525653	1615491565736	16657493	39044		183.9	0.4	1481015296.0	22349795328.0	1481093120.0	22416429056.0	13675188.0	4553568.0	17852.0	2813.0	2356935.0	10402507.0	13037.0	2840.0	/scratch1/btsheal/work/50/95748b315a06205b1bfac61259fdb1			512	Cylinder	v100	D3Q19	0	16	3850000
52/c27ad4	144	1858053.pbs02	hemelb		hemelb (198)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615474858247	1615723790895	1615723815919	248957672	23728		170.3	0.2	1141383168.0	21409214464.0	1141583872.0	21475717120.0	13706042.0	4917306.0	18067.0	3437.0	2381511.0	10399933.0	13207.0	2529.0	/scratch1/btsheal/work/52/c27ad418013838f3edbf2be3d623cf			512	Cylinder	v100	D3Q19	0	32	3850000
5f/0f04fb	145	1858060.pbs02	hemelb		hemelb (199)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615475110433	1615475116774	1615503378147	28267714	28258652		99.8	3.5	4714881024.0	5956026368.0	4714889216.0	6015139840.0	15168669.0	3155463.0	24842.0	1439.0	5874896.0	10405396.0	1344.0	328962.0	/scratch1/btsheal/work/5f/0f04fbecec1317d78a73ed0c781632			512	Cylinder	cpu	D3Q19	0	1	3850000
4c/17e7c6	147	1858080.pbs02	hemelb		hemelb (201)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615475525566	1615475537639	1615482696355	7170789	7158251		199.1	2.1	2807881728.0	4298039296.0	2807881728.0	4432257024.0	13246094.0	8536381.0	16708.0	1708.0	2817669.0	10358255.0	10504.0	243207.0	/scratch1/btsheal/work/4c/17e7c69617edb3697ee28917e62ccc			512	Cylinder	cpu	D3Q19	0	4	3850000
49/e2e071	146	1858071.pbs02	hemelb		hemelb (200)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615475250260	1615475262602	1615489992391	14742131	14727280		198.6	3.6	4851695616.0	6382477312.0	4851695616.0	6441984000.0	15414162.0	4167950.0	25388.0	1568.0	5491593.0	10323815.0	19261.0	474007.0	/scratch1/btsheal/work/49/e2e0710ecb5adcac69b3d4112833ab			512	Cylinder	cpu	D3Q19	0	2	3850000
d2/167949	149	1858452.pbs02	hemelb		hemelb (203)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615476911593	1615476922836	1615478998143	2086550	2075011		197.5	0.8	1041264640.0	2332188672.0	1041326080.0	2466537472.0	12725360.0	4401107.0	15057.0	1877.0	2283204.0	10398525.0	9465.0	87322.0	/scratch1/btsheal/work/d2/167949290d555e145e47aa53a5e3aa			512	Cylinder	cpu	D3Q19	0	16	3850000
14/1cbff4	148	1858082.pbs02	hemelb		hemelb (202)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615475651518	1615475662671	1615479885989	4234471	4225588		198.3	1.3	1727823872.0	3099828224.0	1728126976.0	3100614656.0	12714576.0	8598379.0	14981.0	1789.0	2283199.0	10378329.0	9159.0	156085.0	/scratch1/btsheal/work/14/1cbff425f6d190eb9422c6888af6e9			512	Cylinder	cpu	D3Q19	0	8	3850000
3c/2a4811	150	1858208.pbs02	hemelb		hemelb (204)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615475895384	1615475907712	1615476903499	1008115	998247		196.2	0.6	704446464.0	1967280128.0	704471040.0	2101694464.0	12738011.0	4495169.0	15154.0	2141.0	2283204.0	10399911.0	9878.0	56788.0	/scratch1/btsheal/work/3c/2a48112715fa65dc459bf19f50ae26			512	Cylinder	cpu	D3Q19	0	32	3850000
12/3daa25	151	1858476.pbs02	hemelb		hemelb (205)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615477515758	1615477522919	1615477967974	452216	443379		99.7	3.6	4856832000.0	22899372032.0	4856975360.0	22992035840.0	15388264.0	3153593.0	24957.0	1449.0	5539027.0	10405236.0	1290.0	6330.0	/scratch1/btsheal/work/12/3daa25fa940332ff3d9c762a33d277			512	Cylinder	p100	D3Q19	0	1	3850000
fa/558f5e	152	1858495.pbs02	hemelb		hemelb (206)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615477975885	1615477983627	1615478233022	257137	247939		195.7	3.8	5081526272.0	37123293184.0	5081780224.0	37249900544.0	15855339.0	4166377.0	25618.0	1588.0	5606284.0	10323669.0	20568.0	15794.0	/scratch1/btsheal/work/fa/558f5e396d4765b64e1474a31cd3ea			512	Cylinder	p100	D3Q19	0	2	3850000
96/7004bf	153	1858502.pbs02	hemelb		hemelb (207)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615478241029	1615478253018	1615478388059	147030	137095		194.0	2.2	3043295232.0	33674153984.0	3043774464.0	33742041088.0	13688655.0	8534852.0	16936.0	1726.0	2915976.0	10358103.0	11852.0	9050.0	/scratch1/btsheal/work/96/7004bf35648ad01ae1f68aad97a8ea			512	Cylinder	p100	D3Q19	0	4	3850000
42/b4db80	156	1858544.pbs02	hemelb		hemelb (210)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615479004354	1615723850921	1615723880928	244876574	30633		183.6	0.8	987803648.0	29844119552.0	987885568.0	29910306816.0	13183475.0	4796556.0	15587.0	2272.0	2332359.0	10399917.0	10859.0	3027.0	/scratch1/btsheal/work/42/b4db80bf7fdf1115140e15637f6a42			512	Cylinder	p100	D3Q19	0	32	3850000
3f/0b9492	157	1859086.pbs02	hemelb		hemelb (211)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615479893785	1615479906875	1615480126042	232257	219686		99.5	1.2	4982476800.0	18698424320.0	4982599680.0	18790952960.0	15860059.0	3164936.0	27749.0	1639.0	5547219.0	10405260.0	1962.0	2953.0	/scratch1/btsheal/work/3f/0b9492d2258bc8bfc78d0c150be42c			512	Cylinder	v100	D3Q19	0	1	3850000
6f/4c483c	155	1858543.pbs02	hemelb		hemelb (209)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615478975927	1615497842439	1615497907450	18931523	66812		189.1	1.0	1290215424.0	30745321472.0	1290620928.0	30813470720.0	13166891.0	4487430.0	15349.0	1925.0	2381511.0	10398373.0	10155.0	4641.0	/scratch1/btsheal/work/6f/4c483ca9fd81ba36fb89bde3a1e825			512	Cylinder	p100	D3Q19	0	16	3850000
58/d22d9d	154	1858516.pbs02	hemelb		hemelb (208)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615478395889	1615491676343	1615491780668	13384779	100188		192.6	1.5	1989787648.0	31847354368.0	1990123520.0	31914192896.0	13158208.0	8624968.0	15236.0	1814.0	2488002.0	10378167.0	10053.0	7118.0	/scratch1/btsheal/work/58/d22d9d1212e08a295dba100de6f4a7			512	Cylinder	p100	D3Q19	0	8	3850000
9e/e01ab4	158	1859097.pbs02	hemelb		hemelb (212)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615480227350	1615480236029	1615480371049	143699	137089		194.3	1.2	5202239488.0	28578258944.0	5202403328.0	28704595968.0	17601713.0	4186755.0	28497.0	1934.0	5618572.0	10323685.0	22611.0	9285.0	/scratch1/btsheal/work/9e/e01ab401b0e43917b93af46b174277			512	Cylinder	v100	D3Q19	0	2	3850000
6e/dab861	160	1859108.pbs02	hemelb		hemelb (214)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615480258342	1615482756359	1615482816398	2558056	62040		189.3	0.6	2220265472.0	23486951424.0	2220408832.0	23553404928.0	13655479.0	8667929.0	17694.0	2389.0	2381506.0	10378229.0	12529.0	4851.0	/scratch1/btsheal/work/6e/dab861ffd603c3865256b53d190f05			512	Cylinder	v100	D3Q19	0	8	3850000
40/512b5c	159	1859095.pbs02	hemelb		hemelb (213)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615480133825	1615480146718	1615480221029	87204	76828		188.5	0.8	3236335616.0	25277919232.0	3236655104.0	25345536000.0	14535063.0	8563678.0	20232.0	2202.0	2915976.0	10358139.0	14904.0	4787.0	/scratch1/btsheal/work/40/512b5c4bc35b8689402e4a4447765f			512	Cylinder	v100	D3Q19	0	4	3850000
34/2eaed9	162	1859319.pbs02	hemelb		hemelb (216)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615481998936	1615723910924	1615723930928	241931992	22530		175.3	0.2	1141514240.0	21342105600.0	1141604352.0	21408604160.0	13706071.0	4916664.0	18091.0	3436.0	2356935.0	10395817.0	13346.0	2482.0	/scratch1/btsheal/work/34/2eaed90686020d3a0945ec37989ad3			512	Cylinder	v100	D3Q19	0	32	3850000
e7/2dab02	161	1859111.pbs02	hemelb		hemelb (215)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615480379018	1615482847098	1615482886420	2507402	39512		185.5	0.4	1490403328.0	22216577024.0	1490550784.0	22283210752.0	13675454.0	4553847.0	17824.0	2815.0	2369223.0	10398415.0	14091.0	3227.0	/scratch1/btsheal/work/e7/2dab02e1ae8cb50048ed5644195af4			512	Cylinder	v100	D3Q19	0	16	3850000
bb/32c0b2	165	1847700.pbs02	hemelb		hemelb (57)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394129410	1615395588035	1615425085758	30956348	29497714		198.5	8.1	10896048128.0	13123710976.0	10903441408.0	13257928704.0	48881137.0	18286715.0	45167.0	1983.0	38460784.0	11522206.0	38945.0	913689.0	/scratch1/btsheal/work/bb/32c0b27bc6538a8ce7c6e3665919b1			512	C0010	cpu	D3Q19	0	4	16273831
83/18e676	164	1847701.pbs02	hemelb		hemelb (56)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394183955	1615396448149	1615457472017	63288062	61024122		198.6	15.7	21228769280.0	24202768384.0	21239939072.0	24277176320.0	84718570.0	5297941.0	82454.0	1699.0	74804192.0	11453242.0	76562.0	1967997.0	/scratch1/btsheal/work/83/18e67673dcfa704499ab2e832bc445			512	C0010	cpu	D3Q19	0	2	16273831
b2/d0f73c	167	1847703.pbs02	hemelb		hemelb (58)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394233936	1615406134351	1615414083676	19849740	7952057		198.4	2.3	3119906816.0	4595621888.0	3129204736.0	4730036224.0	41952448.0	9875661.0	37872.0	2080.0	31520819.0	11587516.0	33064.0	263985.0	/scratch1/btsheal/work/b2/d0f73c16861cc7b55a9cd0a0915369			512	C0010	cpu	D3Q19	0	16	16273831
93/e69c20	168	1847702.pbs02	hemelb		hemelb (60)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394204294	1615418286600	1615423022216	28817922	4736877		198.2	1.3	1825828864.0	3179360256.0	1837899776.0	3313033216.0	41965322.0	9995232.0	37968.0	2354.0	31512627.0	11608118.0	32611.0	168739.0	/scratch1/btsheal/work/93/e69c2064c0e2b18bd8d5fd94b6fdc4			512	C0010	cpu	D3Q19	0	32	16273831
37/cc2039	166	1847707.pbs02	hemelb		hemelb (59)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394325589	1615396963235	1615415364459	21038870	18341766		598.9	13.2	17948381184.0	22487232512.0	17973563392.0	22889885696.0	86193523.0	121418685.0	84951.0	4180.0	82849872.0	11556918.0	78935.0	1627764.0	/scratch1/btsheal/work/37/cc2039eb5a7706f831a963773309ae			512	C0010	cpu	D3Q19	0	8	16273831
3b/09632e	169	1847708.pbs02	hemelb		hemelb (61)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394363853	1615394462890	1615396438172	2074319	1976076		99.6	14.7	19789656064.0	48871251968.0	19789656064.0	48963522560.0	84692224.0	4358098.0	81988.0	1556.0	74842823.0	11609051.0	1407.0	31921.0	/scratch1/btsheal/work/3b/09632e5bb108c13eb59aada3490092			512	C0010	p100	D3Q19	0	1	16273831
b5/11eaf7	171	1847710.pbs02	hemelb		hemelb (63)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394465413	1615415624620	1615416189701	21724288	563830		195.9	8.3	11132178432.0	47300001792.0	11147177984.0	47434219520.0	49324745.0	18285041.0	45396.0	2000.0	38559091.0	11522060.0	41427.0	32416.0	/scratch1/btsheal/work/b5/11eaf780b971dc3be97b46ab092523			512	C0010	p100	D3Q19	0	4	16273831
b9/11e687	170	1847709.pbs02	hemelb		hemelb (62)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394380521	1615394567924	1615395613044	1232523	1042443		197.0	15.9	21467803648.0	64729014272.0	21483048960.0	64870522880.0	85158648.0	5296230.0	82683.0	1722.0	74902499.0	11453142.0	77628.0	60907.0	/scratch1/btsheal/work/b9/11e6870966df606387ddd81c0af759			512	C0010	p100	D3Q19	0	2	16273831
1b/ecc0f4	172	1847712.pbs02	hemelb		hemelb (64)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394569741	1615464102228	1615464417268	69847527	313786		194.8	4.2	5696106496.0	38273728512.0	5711114240.0	38407946240.0	42386799.0	9800643.0	38046.0	1966.0	105151537.0	11556732.0	34348.0	19885.0	/scratch1/btsheal/work/1b/ecc0f43fe3ad101c4de8039f9083d3			512	C0010	p100	D3Q19	0	8	16273831
78/18a9b1	173	1847713.pbs02	hemelb		hemelb (65)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615394710548	1615469292982	1615469467986	74757438	176272		192.4	2.5	3348078592.0	34194739200.0	3363401728.0	34277789696.0	42395426.0	9965145.0	38150.0	2132.0	44017718.0	11587374.0	33729.0	10593.0	/scratch1/btsheal/work/78/18a9b10e22e057cd23b56e249a7091			512	C0010	p100	D3Q19	0	16	16273831
6b/32ca4f	174	1847718.pbs02	hemelb		hemelb (66)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615395151845	1615722230723	1615722335755	327183910	103693		191.5	1.5	2063437824.0	31887007744.0	2077716480.0	31968448512.0	42413227.0	10293676.0	38389.0	2476.0	31586358.0	11607976.0	33971.0	6976.0	/scratch1/btsheal/work/6b/32ca4ff8c5808369730169b760483b			512	C0010	p100	D3Q19	0	32	16273831
42/f4d333	175	1847722.pbs02	hemelb		hemelb (67)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615395449900	1615395463043	1615396488178	1038278	1021248		99.8	4.9	19917770752.0	44731244544.0	19917770752.0	44857073664.0	86209386.0	4369009.0	84543.0	1779.0	74842823.0	11608963.0	2105.0	13116.0	/scratch1/btsheal/work/42/f4d333c50f7a36fd05f2f2069db2ca			512	C0010	v100	D3Q19	0	1	16273831
98/c1f20e	176	1847720.pbs02	hemelb		hemelb (68)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615395391426	1615395398017	1615395978076	586650	578068		194.1	5.4	21644394496.0	56239616000.0	21659639808.0	56381124608.0	85649037.0	5316824.0	85121.0	2061.0	74894307.0	11453084.0	79620.0	31831.0	/scratch1/btsheal/work/98/c1f20e94ea0f20f5254b13ba6eb121			512	C0010	v100	D3Q19	0	2	16273831
fb/e2a798	177	1847724.pbs02	hemelb		hemelb (69)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615395585974	1615395593042	1615395903080	317106	307129		192.5	2.8	11405365248.0	38846414848.0	11420545024.0	38929203200.0	50230135.0	14057345.0	48756.0	3610.0	38550899.0	11522076.0	45237.0	16851.0	/scratch1/btsheal/work/fb/e2a79879948565433b87d6a88f6912			512	C0010	v100	D3Q19	0	4	16273831
cb/31fa44	179	1847730.pbs02	hemelb		hemelb (71)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615395911865	1615464667307	1615464767346	68855481	99965		191.1	0.9	3581620224.0	25615704064.0	3596935168.0	25698689024.0	42931908.0	10078263.0	40710.0	4258.0	31610934.0	11580728.0	36627.0	7152.0	/scratch1/btsheal/work/cb/31fa44ca6f6376a8499d0f31a02d90			512	C0010	v100	D3Q19	0	16	16273831
a9/a8d735	178	1847725.pbs02	hemelb		hemelb (70)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615395619306	1615464457272	1615464632313	69013007	175822		193.6	1.4	5948616704.0	29750484992.0	5963927552.0	29891993600.0	42922613.0	14166742.0	40571.0	3436.0	31574065.0	11556748.0	35928.0	11734.0	/scratch1/btsheal/work/a9/a8d73543d57fa8577910d83bc42eff			512	C0010	v100	D3Q19	0	8	16273831
14/515c65	180	1847732.pbs02	hemelb		hemelb (72)	CACHED	0	[hemelb/D3Q19-v100]		1	86400000			1	1615395984571	1615722350752	1615722425756	326441185	72307		183.8	0.6	2258186240.0	23423930368.0	2271621120.0	23505977344.0	42962043.0	10454397.0	40940.0	4981.0	31610934.0	11603768.0	40176.0	4423.0	/scratch1/btsheal/work/14/515c657a7ac3447e4588cd7e96dd1f			512	C0010	v100	D3Q19	0	32	16273831
b3/b89363	183	1847751.pbs02	hemelb		hemelb (75)	CACHED	143	[hemelb/D3Q19-p100]		1	86400000			1	1615397640890	1615397658336	1615397748331	107441	89995																/scratch1/btsheal/work/b3/b893639597203df7d09063ac1235b6		IGNORE	512	C0010	cpu	D3Q19	0	4	16273831
53/49fb09	182	1847738.pbs02	hemelb		hemelb (74)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615396494425	1615397653325	1615454946700	58452275	57296833		198.7	15.7	21224751104.0	24218460160.0	21235675136.0	24277180416.0	84718700.0	5297959.0	82454.0	1699.0	74796000.0	11453266.0	76326.0	1723562.0	/scratch1/btsheal/work/53/49fb091976fcc117da785464b36cc6			512	C0010	cpu	D3Q19	0	2	16273831
57/952569	185	1847753.pbs02	hemelb		hemelb (77)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615397754997	1615406494405	1615414778756	17023759	8284607		397.4	4.5	6101966848.0	8594026496.0	6122180608.0	8862658560.0	71153371.0	29171723.0	68954.0	2757.0	60247053.0	11587512.0	63041.0	520694.0	/scratch1/btsheal/work/57/95256935c68931e0c26792b10e01b6			512	C0010	cpu	D3Q19	0	16	16273831
d1/5ef292	184	1847743.pbs02	hemelb		hemelb (76)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615396965942	1615399028514	1615415133823	18167881	16103301		397.4	8.6	11766018048.0	14776152064.0	11784368128.0	15103307776.0	71147309.0	50554591.0	68845.0	2855.0	60267528.0	11556880.0	62801.0	958628.0	/scratch1/btsheal/work/d1/5ef29283483bd16b7b68ed2713dfe6			512	C0010	cpu	D3Q19	0	8	16273831
c5/01a0be	186	1847795.pbs02	hemelb		hemelb (78)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615399134632	1615423032218	1615427196760	28062128	4167599		198.4	1.3	1819381760.0	3173572608.0	1833443328.0	3307986944.0	41967316.0	10062059.0	37994.0	2373.0	39409715.0	11612232.0	33163.0	153909.0	/scratch1/btsheal/work/c5/01a0be5f13b81b1fbf5c1bde6cd0ac			512	C0010	cpu	D3Q19	0	32	16273831
6a/565916	188	1847926.pbs02	hemelb		hemelb (80)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615400101555	1615405244290	1615406299424	6197869	1055891		196.9	15.9	21469929472.0	64729014272.0	21485252608.0	64870522880.0	85159764.0	5296268.0	82684.0	1721.0	89676771.0	11453154.0	77566.0	56384.0	/scratch1/btsheal/work/6a/5659169080bd725d1246160636360e			512	C0010	p100	D3Q19	0	2	16273831
45/c71142	189	1848735.pbs02	hemelb		hemelb (81)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615403181975	1615416194713	1615416759784	13577809	562881		195.9	8.3	11104915456.0	47262048256.0	11120082944.0	47396265984.0	49324492.0	13992341.0	45399.0	1937.0	38534515.0	11522056.0	40450.0	32309.0	/scratch1/btsheal/work/45/c71142a7e542b248c93a1ae973c8ce			512	C0010	p100	D3Q19	0	4	16273831
a1/d2a955	187	1847787.pbs02	hemelb		hemelb (79)	CACHED	143	[hemelb/D3Q19-p100]		1	86400000			1	1615399032015	1615399038553	1615399128554	96539	90001																/scratch1/btsheal/work/a1/d2a95563d13bbe3a2199498e9f8939		IGNORE	512	C0010	p100	D3Q19	0	1	16273831
b1/79648a	190	1848937.pbs02	hemelb		hemelb (82)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615406307330	1615469665670	1615469996180	63688850	331452		194.3	4.2	5697589248.0	38273728512.0	5712900096.0	38407946240.0	42387411.0	9800767.0	38044.0	1965.0	31610929.0	11556730.0	32817.0	17051.0	/scratch1/btsheal/work/b1/79648a02c611e40dd3a1a305208f20			512	C0010	p100	D3Q19	0	8	16273831
3f/1c991f	191	1848880.pbs02	hemelb		hemelb (83)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615406107297	1615469477990	1615469655517	63548220	175738		192.8	2.5	3360653312.0	34138648576.0	3375910912.0	34221699072.0	42395314.0	9965507.0	38143.0	2131.0	31610934.0	11583288.0	33211.0	10637.0	/scratch1/btsheal/work/3f/1c991f696f85e3633ec9233b7c6cdb			512	C0010	p100	D3Q19	0	16	16273831
22/a72a69	192	1848938.pbs02	hemelb		hemelb (84)	CACHED	0	[hemelb/D3Q19-p100]		1	86400000			1	1615406410743	1615722440752	1615722545762	316135019	103822		191.4	1.5	2066280448.0	31952551936.0	2081546240.0	32035602432.0	42413444.0	10293667.0	38446.0	2479.0	31598646.0	11603862.0	34207.0	6967.0	/scratch1/btsheal/work/22/a72a69cde6fb3343fbf518b9c2af93			512	C0010	p100	D3Q19	0	32	16273831
