task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	n_remote_run_ids	n_spots	sample_id
875	3390127.pbs02	download_runs	DRX088957	download_runs (DRX088957)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987119926	1629987127528	1629987252532	132606	122046		5.2	0.2	55017472.0	109678592.0	55017472.0	109694976.0	283519588.0	265501989.0	41910.0	744.0	41708420.0	265496328.0	24975.0	469.0	/scratch1/btsheal/work/00/25c9d236a4417187e94629ea7e1cef			1	7581709	DRX088957
4134	3395090.pbs02	download_runs	ERX2593881	download_runs (ERX2593881)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629999615952	1629999623193	1629999844559	228607	202818		3.9	0.1	51527680.0	105209856.0	51527680.0	105226240.0	403828915.0	385569425.0	58115.0	973.0	41713467.0	385563744.0	25033.0	200.0	/scratch1/btsheal/work/00/5b1a821e42369c931fbb717a0fdf8f			1	16302915	ERX2593881
2163	3392561.pbs02	download_runs	SRX2191071	download_runs (SRX2191071)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992062511	1629992073568	1629992189454	126943	112181		5.6	0.2	53280768.0	106487808.0	53280768.0	106504192.0	245684779.0	227734090.0	36882.0	672.0	41709389.0	227728411.0	25167.0	281.0	/scratch1/btsheal/work/00/9879a397716a7cfa92bc4ce8a43fe0			1	6724793	SRX2191071
4507	3395465.pbs02	download_runs	SRX3081243	download_runs (SRX3081243)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630001003319	1630001012599	1630001067777	64458	51387		6.1	0.1	50868224.0	105209856.0	50868224.0	105226240.0	113158741.0	95421513.0	18866.0	419.0	41708513.0	95415842.0	24904.0	216.0	/scratch1/btsheal/work/00/a316fa99e136bcf132ae5f3c47ca48			1	4677509	SRX3081243
7792	3400000.pbs02	download_runs	SRX3060307	download_runs (SRX3060307)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630013478756	1630013499342	1630013657997	179241	144157		3.2	0.2	60661760.0	115015680.0	60661760.0	115032064.0	96765812.0	79036083.0	16860.0	388.0	41710623.0	79030408.0	28184.0	198.0	/scratch1/btsheal/work/01/3672996019839a56f43594162cb89e			1	4532033	SRX3060307
3168	3393532.pbs02	download_runs	SRX2520759	download_runs (SRX2520759)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629995875319	1629995893588	1629996119261	243942	222105		7.4	0.2	55730176.0	109682688.0	55730176.0	109699072.0	991893417.0	972603653.0	133293.0	2093.0	41710170.0	972597971.0	48409.0	204.0	/scratch1/btsheal/work/01/695257f9fc47b50707148d6dffdcd6			1	14826915	SRX2520759
7498	3399557.pbs02	download_runs	SRX465465	download_runs (SRX465465)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012342226	1630012349603	1630012518209	175983	155778		5.4	0.1	51404800.0	105201664.0	51404800.0	105218048.0	405638122.0	375415538.0	62223.0	1392.0	41716035.0	375399118.0	24784.0	233.0	/scratch1/btsheal/work/01/89ac4e457869a903d46fc1ade1cb01			3	14770915	SRX465465
7492	3399550.pbs02	download_runs	SRX058643	download_runs (SRX058643)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012325034	1630012336754	1630012421972	96938	82484		4.9	0.2	54960128.0	109678592.0	54960128.0	109694976.0	121644264.0	103892792.0	18110.0	436.0	41709216.0	103887126.0	26192.0	274.0	/scratch1/btsheal/work/01/c6a2c3ce9afa25071771f0c69e5184			1	4915050	SRX058643
2378	3392767.pbs02	download_runs	SRX2762798	download_runs (SRX2762798)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992860663	1629992873619	1629994165090	1304427	1287243		5.6	0.2	51302400.0	105209856.0	51302400.0	105226240.0	4836315095.0	4810143003.0	685030.0	9412.0	41709944.0	4810137317.0	270118.0	367.0	/scratch1/btsheal/work/02/662f74b5f1ce58184865ad6e64fb3a			1	34830943	SRX2762798
3096	3393471.pbs02	download_runs	SRX2511788	download_runs (SRX2511788)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629995626689	1629995635135	1629995746496	119807	106085		5.4	0.1	51023872.0	103682048.0	51023872.0	103698432.0	249503748.0	231542514.0	36518.0	679.0	41710537.0	231536835.0	21843.0	206.0	/scratch1/btsheal/work/02/7d36d2f4f1fcdac15fa288cf410cf8			1	8537150	SRX2511788
836	3390082.pbs02	download_runs	DRX111930	download_runs (DRX111930)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629986952407	1629986962464	1629987077467	125060	116193		6.7	0.2	56528896.0	110768128.0	56528896.0	110784512.0	411194195.0	392950697.0	56378.0	987.0	41728609.0	392945029.0	23771.0	199.0	/scratch1/btsheal/work/03/11e1d781b8c1a6eb9d52387eeade8e			1	12761093	DRX111930
6860	3398617.pbs02	download_runs	SRX1425913	download_runs (SRX1425913)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630009965206	1630009976963	1630010736846	771640	755096		2.3	0.1	46432256.0	98930688.0	46432256.0	98947072.0	2080620160.0	2053429345.0	306004.0	4374.0	41713862.0	2053418289.0	137646.0	217.0	/scratch1/btsheal/work/03/dca2dc1fb34ed274deab79b6dc4e0a			2	20404628	SRX1425913
8655	3401855.pbs02	download_runs	SRX832312	download_runs (SRX832312)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630016764803	1630016781452	1630018608185	1843382	1823239		3.0	0.2	51073024.0	105201664.0	51073024.0	105218048.0	13200338230.0	13159462904.0	1823801.0	25337.0	41713427.0	13159457219.0	783436.0	194.0	/scratch1/btsheal/work/04/c91d8f6a0c8e14aab060eca88e56d4			1	97768103	SRX832312
7782	3399992.pbs02	download_runs	SRX366978	download_runs (SRX366978)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630013434028	1630013437871	1630013668063	234035	222935		9.0	0.1	50798592.0	103673856.0	50798592.0	103690240.0	1560041571.0	1539609601.0	216769.0	3174.0	41730961.0	1539603916.0	78224.0	199.0	/scratch1/btsheal/work/04/f92f52a5332fa415707a34392e86f3			1	30148870	SRX366978
859	3390108.pbs02	download_runs	ERX1366494	download_runs (ERX1366494)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987051915	1629987058991	1629987452514	400599	388219		4.8	0.2	55676928.0	109682688.0	55676928.0	109699072.0	1211481122.0	1191812499.0	166420.0	2511.0	41713294.0	1191806813.0	78800.0	206.0	/scratch1/btsheal/work/06/366073673c63446dfa1688098dac2f			1	16973538	ERX1366494
6571	3398313.pbs02	download_runs	SRX1528701	download_runs (SRX1528701)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630008877961	1630008892377	1630012456891	3578930	3563790		3.2	0.2	51539968.0	105209856.0	51539968.0	105226240.0	9269312863.0	9222629037.0	1476685.0	18267.0	41717867.0	9222612602.0	640388.0	259.0	/scratch1/btsheal/work/06/6d872ecc89d62825e52604f3519fb9			3	66019835	SRX1528701
6195	3397928.pbs02	download_runs	SRX1734912	download_runs (SRX1734912)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007431349	1630007447114	1630007905717	474368	459958		7.7	0.1	51437568.0	105209856.0	51437568.0	105226240.0	2189907998.0	2156540295.0	307971.0	4790.0	41717382.0	2156523869.0	117531.0	247.0	/scratch1/btsheal/work/06/7d0716a72c0722341b7413a0e4a5c0			3	33593723	SRX1734912
7285	3399200.pbs02	download_runs	SRX1977928	download_runs (SRX1977928)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630011584852	1630011602197	1630011722792	137940	119620		3.5	0.2	54833152.0	108331008.0	54833152.0	108347392.0	229872438.0	211928908.0	36483.0	642.0	41708917.0	211923231.0	26109.0	199.0	/scratch1/btsheal/work/07/a4316e23921abfcafba446549e5b64			1	19001263	SRX1977928
846	3390094.pbs02	download_runs	DRX111926	download_runs (DRX111926)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629986995845	1629986998633	1629987147480	151635	140895		6.7	0.2	55721984.0	109940736.0	55721984.0	109957120.0	468868899.0	450525004.0	63783.0	1097.0	41728623.0	450519341.0	27207.0	205.0	/scratch1/btsheal/work/07/ee5418cbc77f5d96fe9108a95e1d7d			1	12759555	DRX111926
1536	3391359.pbs02	download_runs	ERX1719924	download_runs (ERX1719924)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989718667	1629989736145	1629990052910	334243	319916		6.1	0.1	46469120.0	98930688.0	46469120.0	98947072.0	1286462058.0	1266590563.0	184720.0	2653.0	41712196.0	1266584881.0	68275.0	223.0	/scratch1/btsheal/work/08/139d5c1ec30aacbc3b775c4ae3e23c			1	19819975	ERX1719924
1698	3391565.pbs02	download_runs	SRX193185	download_runs (SRX193185)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990271217	1629990279283	1629991022269	751052	738088		6.6	0.2	62193664.0	117301248.0	62193664.0	117317632.0	3550110001.0	3526317652.0	479315.0	6963.0	41709234.0	3526311979.0	195152.0	235.0	/scratch1/btsheal/work/08/b190512a420d9d5dce03c470fd031a			1	56579469	SRX193185
3058	3393436.pbs02	download_runs	SRX2140634	download_runs (SRX2140634)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629995485605	1629995504341	1629995807018	321413	304597		12.1	0.2	62107648.0	116711424.0	62107648.0	116727808.0	2770658211.0	2748244863.0	351013.0	5479.0	41709818.0	2748239176.0	140508.0	269.0	/scratch1/btsheal/work/08/c707c6ff8784f342ddeb963cb1627b			1	40554525	SRX2140634
2368	3392758.pbs02	download_runs	SRX970025	download_runs (SRX970025)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629992825686	1629992829751	1629993096217	270531	252907		8.5	0.1	30822400.0	71565312.0	30822400.0	71581696.0	1583430213.0	1563110187.0	206548.0	3219.0	41708212.0	1563104502.0	84901.0	159.0	/scratch1/btsheal/work/08/c8814894113b0a1560377131d2927f			1	43651959	SRX970025
3909	3394797.pbs02	download_runs	SRX4170093	download_runs (SRX4170093)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629998711902	1629998715028	1629998753926	42024	31130		11.6	0.2	55263232.0	109682688.0	55263232.0	109699072.0	93188347.0	75485990.0	14636.0	381.0	41709774.0	75480314.0	3903.0	232.0	/scratch1/btsheal/work/08/fc187f33aacbd5ac3bf64a4aa13a43			1	2457685	SRX4170093
6515	3398260.pbs02	download_runs	SRX152174	download_runs (SRX152174)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630008657013	1630008673665	1630008814287	157274	122246		4.8	0.1	53166080.0	106475520.0	53166080.0	106491904.0	168189616.0	150354801.0	25288.0	524.0	41709060.0	150349135.0	25985.0	206.0	/scratch1/btsheal/work/09/60c5bbe4e6d5952f66bd28c30885bc			1	6615496	SRX152174
1431	3391252.pbs02	download_runs	SRX1456213	download_runs (SRX1456213)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629989319317	1629989331096	1629990652398	1333081	1318277		7.5	0.1	46456832.0	98930688.0	46456832.0	98947072.0	7195637205.0	7165380727.0	955826.0	13904.0	41710376.0	7165375045.0	393233.0	12642.0	/scratch1/btsheal/work/09/9d859b6a5adad8eecfefe0abe01b85			1	55406636	SRX1456213
1856	3391730.pbs02	download_runs	SRX2248539	download_runs (SRX2248539)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990839957	1629990851269	1629991172666	332709	319820		7.7	0.2	55681024.0	109944832.0	55681024.0	109961216.0	1591610488.0	1565324423.0	226121.0	3442.0	41714404.0	1565313367.0	90878.0	285.0	/scratch1/btsheal/work/09/a369ce686843f4b34636986e5248d1			2	24019631	SRX2248539
7069	3398825.pbs02	download_runs	SRX1496924	download_runs (SRX1496924)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630010743875	1630010757237	1630010936435	192560	176811		5.1	0.2	55169024.0	109682688.0	55169024.0	109699072.0	505021359.0	486591330.0	71811.0	1166.0	41709268.0	486585649.0	28754.0	195.0	/scratch1/btsheal/work/09/bbcc5efe31867da2e1f2b23ce2b27d			1	24700438	SRX1496924
6253	3397985.pbs02	download_runs	SRX083200	download_runs (SRX083200)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007672949	1630007692552	1630007803021	130072	103116		5.3	0.2	59944960.0	114397184.0	59944960.0	114413568.0	187562816.0	169693993.0	27537.0	561.0	41708964.0	169688327.0	27423.0	315.0	/scratch1/btsheal/work/0a/258b22d5e805152dc3c551d3566224			1	3164983	SRX083200
874	3390126.pbs02	download_runs	ERX1268159	download_runs (ERX1268159)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629987115411	1629987118522	1629987292520	177109	168046		7.6	0.2	60104704.0	114380800.0	60104704.0	114397184.0	706093608.0	687318600.0	101092.0	1548.0	41719158.0	687312918.0	45706.0	207.0	/scratch1/btsheal/work/0a/64082d2e0c7240c428fb0461d57afd			1	20150617	ERX1268159
4833	3396305.pbs02	download_runs	SRX2248443	download_runs (SRX2248443)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630002216697	1630002231700	1630002605139	388442	370232		6.5	0.2	59613184.0	113496064.0	59613184.0	113512448.0	1653983911.0	1627492728.0	226818.0	3561.0	41713905.0	1627481672.0	88181.0	253.0	/scratch1/btsheal/work/0a/89debfcf3c10c5d836152f72568889			2	22826785	SRX2248443
4928	3396399.pbs02	download_runs	SRX2519687	download_runs (SRX2519687)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630002553805	1630002564321	1630003115661	561856	544163		4.0	0.1	51015680.0	103682048.0	51015680.0	103698432.0	1512434448.0	1492221453.0	215506.0	3084.0	41711762.0	1492215767.0	88803.0	196.0	/scratch1/btsheal/work/0a/ee35081d7507e8d97ac380103085b4			1	11123657	SRX2519687
1789	3391666.pbs02	download_runs	SRX2248320	download_runs (SRX2248320)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990574077	1629990643014	1629990791289	217212	144670		13.2	0.2	55578624.0	109682688.0	55578624.0	109699072.0	1205397050.0	1179758209.0	163767.0	2708.0	41713929.0	1179747160.0	66884.0	252.0	/scratch1/btsheal/work/0a/f9f7751d3dc609efb49c8ad3e55f62			2	19163285	SRX2248320
6536	3398275.pbs02	download_runs	SRX4509934	download_runs (SRX4509934)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630008720208	1630008733633	1630009117839	397631	371901		4.0	0.2	55193600.0	109682688.0	55193600.0	109699072.0	912410254.0	893261883.0	126738.0	1941.0	41708327.0	893256201.0	51006.0	525.0	/scratch1/btsheal/work/0b/38a70f2e36e227751291382bb104ee			1	35153701	SRX4509934
6133	3397870.pbs02	download_runs	SRX1882491	download_runs (SRX1882491)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007218730	1630007232783	1630007394031	175301	157536		8.2	0.2	52236288.0	105385984.0	52236288.0	105402368.0	652889721.0	634196906.0	92268.0	1447.0	41708205.0	634191229.0	32396.0	405.0	/scratch1/btsheal/work/0b/b1718601efe5760504ec491a88db23			1	17148213	SRX1882491
7994	3400202.pbs02	download_runs	SRX853403	download_runs (SRX853403)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014282250	1630014289453	1630014626378	344128	329068		11.7	0.2	50798592.0	103317504.0	50798592.0	103333888.0	2909350910.0	2886477721.0	392902.0	5743.0	41709173.0	2886472035.0	150116.0	196.0	/scratch1/btsheal/work/0b/cbddbb2a29d41d6e7d508677ed32cf			1	22760109	SRX853403
2745	3393145.pbs02	download_runs	SRX2789266	download_runs (SRX2789266)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629994258375	1629994266679	1629994426173	167798	159337		16.5	0.2	55148544.0	109682688.0	55148544.0	109699072.0	1844112147.0	1823250143.0	249453.0	3715.0	41731553.0	1823244456.0	96804.0	197.0	/scratch1/btsheal/work/0b/f64090cb6e165d7835ae147b6dfb3e			1	19142828	SRX2789266
4451	3395406.pbs02	download_runs	SRX1676076	download_runs (SRX1676076)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630000802134	1630000815816	1630001330495	528361	509887		3.6	0.2	59510784.0	114020352.0	59510784.0	114036736.0	1198793072.0	1179135909.0	168942.0	2487.0	41709414.0	1179130223.0	67952.0	204.0	/scratch1/btsheal/work/0c/13c7d056969361d2b3e242cc281765			1	23124366	SRX1676076
9371	3402543.pbs02	download_runs	SRX465306	download_runs (SRX465306)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630019495683	1630019504822	1630019575405	79722	66003		9.7	0.2	62255104.0	117301248.0	62255104.0	117317632.0	207632928.0	177277456.0	68704.0	1015.0	41715792.0	177260983.0	27519.0	249.0	/scratch1/btsheal/work/0c/4e286e0147a6ec3b6dc9202d824e19			3	8877402	SRX465306
9038	3402224.pbs02	download_runs	SRX015844	download_runs (SRX015844)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630018248969	1630018261243	1630018301384	52415	38005		10.5	0.2	62337024.0	116711424.0	62337024.0	116727808.0	69566343.0	51904635.0	11574.0	336.0	41708999.0	51898972.0	27071.0	217.0	/scratch1/btsheal/work/0c/79f8dc606ac7d45cff34dba984f97b			1	2188546	SRX015844
1302	3391119.pbs02	download_runs	SRX3060200	download_runs (SRX3060200)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629988831554	1629988839654	1629988915100	83546	71087		6.5	0.1	50913280.0	103325696.0	50913280.0	103342080.0	139101656.0	121337332.0	21319.0	469.0	41710412.0	121331657.0	22911.0	200.0	/scratch1/btsheal/work/0c/84a0b050f8cdbf512b66ac277cc9dd			1	3702863	SRX3060200
1254	3391084.pbs02	download_runs	ERX204404	download_runs (ERX204404)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629988672174	1629988682356	1629989250768	578594	565655		8.9	0.1	46084096.0	97583104.0	46084096.0	97599488.0	3741692746.0	3717386096.0	522538.0	7328.0	41714225.0	3717380427.0	222478.0	196.0	/scratch1/btsheal/work/0c/9a0222cea221e5d563143fc57b957f			1	92903367	ERX204404
5846	3397374.pbs02	download_runs	SRX3060174	download_runs (SRX3060174)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630006133198	1630006145225	1630006276961	143763	110780		4.1	0.2	57167872.0	111296512.0	57167872.0	111312896.0	128400892.0	110634713.0	20124.0	449.0	41710418.0	110629034.0	26775.0	203.0	/scratch1/btsheal/work/0d/5cfe882c274783227651a62fe72216			1	3369334	SRX3060174
8298	3401097.pbs02	download_runs	SRX366974	download_runs (SRX366974)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630015412566	1630015462208	1630015805999	393433	349600		8.7	0.1	51515392.0	105201664.0	51515392.0	105218048.0	1799015250.0	1778215645.0	247449.0	3629.0	41710482.0	1778209960.0	98254.0	202.0	/scratch1/btsheal/work/0d/7207a4a43f01bbe8db29c33725b7a7			1	32885401	SRX366974
1246	3391076.pbs02	download_runs	SRX465436	download_runs (SRX465436)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629988638418	1629988642176	1629988768470	130052	115817		6.4	0.2	55103488.0	109678592.0	55103488.0	109694976.0	335318432.0	305307538.0	51278.0	1259.0	41716055.0	305291126.0	19870.0	221.0	/scratch1/btsheal/work/0d/9bbbc60e1ef5f9187a8e501e9e7e2c			3	13018444	SRX465436
6102	3397840.pbs02	download_runs	SRX4113054	download_runs (SRX4113054)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007101850	1630007123169	1630007384027	282177	258239		6.0	0.2	60264448.0	114724864.0	60264448.0	114741248.0	994584024.0	975286495.0	137714.0	2098.0	41711755.0	975280813.0	51356.0	216.0	/scratch1/btsheal/work/0d/faa3a025a07098b3864f924bd5c6ee			1	11682581	SRX4113054
3550	3393910.pbs02	download_runs	SRX2248462	download_runs (SRX2248462)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629997349751	1629997361260	1629997820874	471123	458338		5.8	0.1	50745344.0	105209856.0	50745344.0	105226240.0	1730540315.0	1709963230.0	243525.0	3499.0	41710633.0	1709957544.0	99784.0	336.0	/scratch1/btsheal/work/0e/25f6ee772da297189237b382842a01			1	25134894	SRX2248462
6239	3397970.pbs02	download_runs	SRX4171118	download_runs (SRX4171118)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630007618240	1630007632521	1630007652541	34301	19295		14.6	0.2	56303616.0	110751744.0	56303616.0	110768128.0	56622839.0	38984608.0	10070.0	312.0	41730242.0	38978936.0	3574.0	198.0	/scratch1/btsheal/work/0e/36117844d879661203a1486e82a39f			1	1119936	SRX4171118
7356	3399317.pbs02	download_runs	SRX3464768	download_runs (SRX3464768)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630011851867	1630011860978	1630012029973	178106	146188		4.2	0.2	56594432.0	111296512.0	56594432.0	111312896.0	125890289.0	108109455.0	22265.0	444.0	41709680.0	108103776.0	27354.0	194.0	/scratch1/btsheal/work/0e/4e3ea7fe96999552928a2b63ec3ced			1	4298525	SRX3464768
5786	3397315.pbs02	download_runs	SRX704290	download_runs (SRX704290)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630005883890	1630005900610	1630006223640	339750	315028		3.6	0.2	60256256.0	114298880.0	60256256.0	114315264.0	646652690.0	627972335.0	95576.0	1435.0	41709962.0	627966654.0	40068.0	215.0	/scratch1/btsheal/work/0e/ba1cdc07c8735d2954f8f620606704			1	25056139	SRX704290
7469	3399499.pbs02	download_runs	SRX160947	download_runs (SRX160947)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630012249765	1630012261702	1630012976241	726476	713464		4.1	0.2	55582720.0	109940736.0	55582720.0	109957120.0	2326171209.0	2304429324.0	323584.0	4633.0	41709324.0	2304423651.0	125377.0	215.0	/scratch1/btsheal/work/0f/97633d91379d696aecf957813404b8			1	31733093	SRX160947
1761	3391638.pbs02	download_runs	SRX2360464	download_runs (SRX2360464)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629990485127	1629990495960	1629991378977	893850	879011		4.6	0.1	52068352.0	105648128.0	52068352.0	105664512.0	3063486803.0	3040554728.0	421767.0	6037.0	41710533.0	3040549046.0	179756.0	200.0	/scratch1/btsheal/work/0f/d41decbcaac7e497153f8309c53d49			1	42775814	SRX2360464
3131	3393501.pbs02	download_runs	SRX2629578	download_runs (SRX2629578)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1629995744025	1629995746566	1629996659248	915223	903713		8.4	0.2	57171968.0	111296512.0	57171968.0	111312896.0	6194071964.0	6165594349.0	813822.0	11997.0	41711146.0	6165588663.0	316145.0	204.0	/scratch1/btsheal/work/0f/db8e11248f640b5f14b1fde2b3e462			1	43941321	SRX2629578
7750	3399962.pbs02	download_runs	SRX2983277	download_runs (SRX2983277)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630013331431	1630013349948	1630013561839	230408	208686		3.8	0.2	61820928.0	116711424.0	61820928.0	116727808.0	266980292.0	248628694.0	71317.0	712.0	41711301.0	248623019.0	28501.0	198.0	/scratch1/btsheal/work/0f/ffc2872aa13e5124ed30c069913f7b			1	8939004	SRX2983277
8185	3400893.pbs02	download_runs	SRX1397833	download_runs (SRX1397833)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	1	86400000		2147483648	1	1630014972576	1630014984428	1630015081933	109357	90221		4.0	0.2	61194240.0	115425280.0	61194240.0	115441664.0	99483359.0	81767474.0	17883.0	393.0	41709325.0	81761803.0	28244.0	197.0	/scratch1/btsheal/work/10/779070b8eb26d8ef8bd261fbcb455b			1	3579382	SRX1397833
