task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	fastq_lines	index_bytes	sample_id
5953	3397595.pbs02	kallisto	SRX2190871	kallisto (SRX2190871)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630006573526	1630006590036	1630006664970	91444	70363		49.4	3.5	1794576384.0	2222174208.0	1794576384.0	2222206976.0	3825267952.0	952648945.0	236910.0	50270.0	1908272753.0	2160578.0	64765.0	49.0	/scratch1/btsheal/work/00/4ae5ff9637fa7714601c09e90450b5			21459248	973695034	SRX2190871
8925	3402118.pbs02	kallisto	SRX1796766	kallisto (SRX1796766)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630017830597	1630017838064	1630018072114	241517	233156		59.8	3.5	1794629632.0	2222174208.0	1794629632.0	2222206976.0	22151580578.0	7061501599.0	994262.0	61922.0	14125814497.0	2242357.0	556245.0	79.0	/scratch1/btsheal/work/00/8ab83ebb3e206ceec0b78105b62cfb			113761792	973695034	SRX1796766
6246	3397982.pbs02	kallisto	SRX1397880	kallisto (SRX1397880)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630007660821	1630007669507	1630007702604	41783	28452		64.0	3.5	1793908736.0	2222174208.0	1793908736.0	2222206976.0	2361054318.0	464137769.0	176400.0	49339.0	932130333.0	1720614.0	33150.0	46.0	/scratch1/btsheal/work/00/d00bb7dcd52bdc57c1d0b50986a4c6			7465048	973695034	SRX1397880
5584	3397112.pbs02	kallisto	SRX1425896	kallisto (SRX1425896)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630005121986	1630005132699	1630005548618	426632	416811		40.5	3.5	1785593856.0	2215858176.0	1785593856.0	2282999808.0	29433139433.0	9488844906.0	1295181.0	66554.0	18980187074.0	2399385.0	741085.0	82.0	/scratch1/btsheal/work/01/2ce13564b0ed8cec96d5de8dcd5a65			134808952	973695034	SRX1425896
1068	3390901.pbs02	kallisto	DRX089047	kallisto (DRX089047)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629987984639	1629987992586	1629988047910	63271	56234		79.6	3.5	1794097152.0	2222174208.0	1794097152.0	2288263168.0	6070093510.0	1700619671.0	329681.0	51698.0	3404823110.0	1856123.0	112769.0	42.0	/scratch1/btsheal/work/01/383b54e8985c060e2d8fffa0ff36d9			27773324	973695034	DRX089047
1221	3391057.pbs02	kallisto	ERX1659463	kallisto (ERX1659463)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629988564604	1629988574769	1629988758274	193670	184648		68.4	3.5	1789980672.0	2219028480.0	1789980672.0	2219061248.0	22305707779.0	7112926419.0	1000635.0	62024.0	14228565978.0	2291446.0	524231.0	46.0	/scratch1/btsheal/work/01/4fe29a80f8052dbb162355db9008c3			114036440	973695034	ERX1659463
2043	3392442.pbs02	kallisto	SRX2095261	kallisto (SRX2095261)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629991608346	1629991612824	1629991836749	228403	219779		74.9	3.5	1794281472.0	2222174208.0	1794281472.0	2222206976.0	26144823045.0	8392597802.0	1159286.0	64461.0	17761677257.0	2257735.0	621175.0	60.0	/scratch1/btsheal/work/01/5a614dd40a68e39670a7ec1e7e1267			134067780	973695034	SRX2095261
9064	3402252.pbs02	kallisto	SRX2248406	kallisto (SRX2248406)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630018358695	1630018366389	1630018587959	229264	215437		58.8	3.5	1784094720.0	2219028480.0	1784094720.0	2285641728.0	22536675728.0	7189845382.0	1010177.0	62167.0	14382544597.0	2221092.0	538539.0	45.0	/scratch1/btsheal/work/01/887feaedcb9ca75ceb0f0012e2f0dc			82313812	973695034	SRX2248406
7851	3400065.pbs02	kallisto	SRX799503	kallisto (SRX799503)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630013718423	1630013722989	1630013784374	65951	55166		144.9	0.7	1794658304.0	2222174208.0	1794658304.0	2222206976.0	22503998772.0	7179008430.0	1008826.0	62146.0	14360759382.0	2276744.0	507864.0	85.0	/scratch1/btsheal/work/01/888ad11e925187484c2c4e2175308c			119489972	973695034	SRX799503
5499	3397028.pbs02	kallisto	SRX465463	kallisto (SRX465463)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630004791326	1630004801157	1630004880753	89427	77521		53.5	3.6	1808973824.0	2233008128.0	1810501632.0	2235727872.0	5117976469.0	1383433076.0	290333.0	51092.0	2770078426.0	2041871.0	87760.0	55.0	/scratch1/btsheal/work/02/9e56273d6aea5809c6da79e92688cc			27486168	973695034	SRX465463
5425	3396941.pbs02	kallisto	SRX398836	kallisto (SRX398836)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630004479978	1630004500837	1630004531565	51587	39707		71.4	3.5	1786687488.0	2219028480.0	1786687488.0	2219061248.0	2968131037.0	666734455.0	201488.0	49725.0	1336848138.0	1958396.0	45953.0	52.0	/scratch1/btsheal/work/03/26e62ec78fec7df0ccfd12a95c67a0			9125128	973695034	SRX398836
5743	3397281.pbs02	kallisto	SRX032396	kallisto (SRX032396)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630005742523	1630005753690	1630005833714	91191	79193		65.3	3.6	1807577088.0	2233008128.0	1808805888.0	2235727872.0	9320989785.0	2784027520.0	464027.0	53764.0	5572087298.0	1631874.0	187008.0	51.0	/scratch1/btsheal/work/03/b0918d73e9a87bb95688908141414e			59567704	973695034	SRX032396
6801	3398555.pbs02	kallisto	SRX2248424	kallisto (SRX2248424)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630009728442	1630009732194	1630009976889	248447	234021		65.5	3.5	1784446976.0	2219028480.0	1784446976.0	2285641728.0	26999600005.0	8677493285.0	1194610.0	65004.0	17357827449.0	2227569.0	669406.0	48.0	/scratch1/btsheal/work/03/fb3b41dc617079d074201807d5a457			99365208	973695034	SRX2248424
2786	3393187.pbs02	kallisto	SRX3060007	kallisto (SRX3060007)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629994431320	1629994440898	1629994495929	64609	52905		56.2	3.5	1794265088.0	2222174208.0	1794265088.0	2288263168.0	3172912187.0	735187337.0	209952.0	49856.0	2447070033.0	2150890.0	51600.0	82.0	/scratch1/btsheal/work/04/07bc829c9c31550615bc20aaa7592e			16572688	973695034	SRX3060007
5270	3396774.pbs02	kallisto	SRX3060010	kallisto (SRX3060010)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630003881754	1630003891740	1630003945804	64050	54286		55.0	3.5	1794453504.0	2222174208.0	1794453504.0	2222206976.0	3152966754.0	728549279.0	209127.0	49843.0	2433773077.0	2161310.0	38888.0	63.0	/scratch1/btsheal/work/04/125172fb6b4e8d03845a165c666c7c			16423284	973695034	SRX3060010
4254	3395224.pbs02	kallisto	SRX021356	kallisto (SRX021356)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630000059232	1630000065901	1630000085940	26708	17720		119.6	3.6	1807577088.0	2233008128.0	1809096704.0	2235727872.0	4541622835.0	1190903348.0	266515.0	50725.0	2385842266.0	1630217.0	65919.0	62.0	/scratch1/btsheal/work/04/56e0f725b3b9ae11a1cf1e8a86a183			22815980	973695034	SRX021356
9241	3402419.pbs02	kallisto	SRX2710228	kallisto (SRX2710228)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630019019336	1630019027491	1630019057479	38143	29315		139.2	3.5	1785479168.0	2219028480.0	1785479168.0	2219061248.0	2855206029.0	628862846.0	196822.0	49654.0	2235265921.0	1728456.0	47975.0	54.0	/scratch1/btsheal/work/04/dcc409df1789bbba0921a0087f34d7			9022608	973695034	SRX2710228
4396	3395355.pbs02	kallisto	SRX1977889	kallisto (SRX1977889)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630000596564	1630000605528	1630000635549	38985	33319		150.8	3.5	1791533056.0	2222174208.0	1791533056.0	2288263168.0	12147729381.0	3726893559.0	580844.0	55562.0	7456579945.0	2251588.0	252253.0	50.0	/scratch1/btsheal/work/05/19eb5c300bf4a5f4ce40b76377ee94			73903728	973695034	SRX1977889
6410	3398155.pbs02	kallisto	SRX3733821	kallisto (SRX3733821)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630008287364	1630008297153	1630008452811	165447	154194		95.0	3.6	1798307840.0	2222174208.0	1798307840.0	2222206976.0	17362484638.0	5465121844.0	796348.0	58877.0	11906784985.0	2227913.0	428204.0	50.0	/scratch1/btsheal/work/05/32d957d7b3dd6c7a6a88646059dc35			119724828	973695034	SRX3733821
9708	3403032.pbs02	kallisto	SRX2006012	kallisto (SRX2006012)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630020792039	1630020806263	1630021322959	530920	510951		22.0	1.8	1785720832.0	2215858176.0	1785720832.0	2215890944.0	26680151668.0	8571145321.0	1181413.0	64804.0	17144862650.0	2362013.0	994777.0	48.0	/scratch1/btsheal/work/05/431a4af58c7f71afc4a5a80d5c56fe			97604152	973695034	SRX2006012
5070	3396549.pbs02	kallisto	SRX731018	kallisto (SRX731018)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630003088355	1630003098019	1630003151756	63401	57899		162.4	3.6	1796644864.0	2222174208.0	1796644864.0	2222206976.0	21797311654.0	6943129432.0	979622.0	61697.0	13889634810.0	1960027.0	453082.0	52.0	/scratch1/btsheal/work/05/51c9bffe43ae14795731d196dd099d			110470612	973695034	SRX731018
3044	3393423.pbs02	kallisto	SRX3556184	kallisto (SRX3556184)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629995441748	1629995443918	1629995504290	62542	57184		150.5	3.5	1794621440.0	2222174208.0	1794621440.0	2222206976.0	20432269096.0	6488377170.0	923210.0	60829.0	12979606413.0	2221964.0	446437.0	93.0	/scratch1/btsheal/work/05/b332be675221eceedd834e5af862c0			115760972	973695034	SRX3556184
1071	3390904.pbs02	kallisto	DRX088957	kallisto (DRX088957)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629987996963	1629988002608	1629988072930	75967	66722		72.4	3.5	1794281472.0	2222174208.0	1794281472.0	2222206976.0	6539132617.0	1856961029.0	349064.0	51996.0	3717515858.0	1851108.0	113057.0	54.0	/scratch1/btsheal/work/06/be6b8642c021f7534ee375da41aa3f			30326836	973695034	DRX088957
1077	3390913.pbs02	kallisto	DRX084629	kallisto (DRX084629)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629988030471	1629988039134	1629988213467	182996	169653		26.0	3.5	1793953792.0	2222174208.0	1793953792.0	2222206976.0	6071762430.0	1701400370.0	329749.0	51699.0	4379636862.0	2080507.0	117517.0	55.0	/scratch1/btsheal/work/07/83ed8f51fa1163e37c0e8b62cb5e66			27625580	973695034	DRX084629
7241	3399132.pbs02	kallisto	SRX3394082	kallisto (SRX3394082)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630011431181	1630011450091	1630011480198	49017	38682		154.6	2.6	1784401920.0	2219028480.0	1784401920.0	2285641728.0	13856155472.0	4296208256.0	651446.0	56648.0	9569232253.0	2090699.0	335837.0	89.0	/scratch1/btsheal/work/07/e6997ebb90d55b7b5d2e6eca25fd50			61494768	973695034	SRX3394082
1374	3391185.pbs02	kallisto	SRX3060025	kallisto (SRX3060025)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629989096443	1629989105814	1629989155821	59378	45480		45.9	3.5	1796657152.0	2222174208.0	1796812800.0	2222206976.0	2037392701.0	356590487.0	163026.0	49134.0	1690057037.0	2060540.0	24144.0	99.0	/scratch1/btsheal/work/08/97394b3e10d8293ca2ecde8d1fcfda			8066924	973695034	SRX3060025
8896	3402089.pbs02	kallisto	SRX1734438	kallisto (SRX1734438)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630017717655	1630017727637	1630018044663	327008	315624		94.6	3.5	1787084800.0	2219028480.0	1787084800.0	2219061248.0	36133751646.0	11722249556.0	1572088.0	70812.0	23447261881.0	2266622.0	909366.0	54.0	/scratch1/btsheal/work/09/bfe1c21907727b9ed5488959f89530			138243940	973695034	SRX1734438
6768	3398525.pbs02	kallisto	SRX2710183	kallisto (SRX2710183)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630009630703	1630009644908	1630009665046	34343	25096		118.3	3.5	1783570432.0	2219028480.0	1783570432.0	2285641728.0	2173687141.0	401676059.0	168657.0	49220.0	807218881.0	1714629.0	28931.0	43.0	/scratch1/btsheal/work/09/c526482e672095e77626e402527bda			5777280	973695034	SRX2710183
2871	3393274.pbs02	kallisto	SRX111016	kallisto (SRX111016)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629994825224	1629994836046	1629994875184	49960	42054		148.9	3.6	1805414400.0	2233008128.0	1807179776.0	2235727872.0	14574020299.0	4535724717.0	681112.0	57104.0	9074107214.0	2319111.0	321293.0	47.0	/scratch1/btsheal/work/09/d65a8a6d0ee248e39ff9cd67bc0aaa			85839732	973695034	SRX111016
5928	3397533.pbs02	kallisto	SRX4113048	kallisto (SRX4113048)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630006457100	1630006470017	1630006820619	363519	349815		43.7	3.5	1783422976.0	2215858176.0	1783422976.0	2215890944.0	23699999671.0	7577794671.0	1058255.0	62910.0	15158093906.0	2395734.0	587881.0	52.0	/scratch1/btsheal/work/0a/17d003153190e4932e05fb01ff08ad			107192888	973695034	SRX4113048
4807	3396280.pbs02	kallisto	SRX1438911	kallisto (SRX1438911)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630002116284	1630002124139	1630002181081	64797	59119		160.7	3.5	1794678784.0	2222174208.0	1794678784.0	2222206976.0	21398784425.0	6810495957.0	963152.0	61443.0	13623949965.0	2168975.0	455095.0	49.0	/scratch1/btsheal/work/0a/2df1238eb0cde162e515171088e4f8			116193052	973695034	SRX1438911
4502	3395461.pbs02	kallisto	SRX1796146	kallisto (SRX1796146)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630000990553	1630000997623	1630001067727	77174	67003		155.8	3.6	1797214208.0	2222174208.0	1797214208.0	2222206976.0	24990761665.0	8007859919.0	1111593.0	63727.0	16018601485.0	2207177.0	597266.0	148.0	/scratch1/btsheal/work/0b/39716ab2e9fcd59e7fce78ac259e9c			128967224	973695034	SRX1796146
6585	3398327.pbs02	kallisto	SRX1734567	kallisto (SRX1734567)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630008953589	1630008963800	1630009694957	741368	730955		52.4	3.5	1785774080.0	2219028480.0	1785774080.0	2219061248.0	51176788101.0	16736625640.0	2193755.0	80376.0	33475952845.0	2297224.0	1315211.0	49.0	/scratch1/btsheal/work/0b/4bb425f2493abc9695099e815e6fa5			196606016	973695034	SRX1734567
9959	3403556.pbs02	kallisto	SRX2519536	kallisto (SRX2519536)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630022964358	1630022973153	1630023707368	743010	722233		38.6	1.8	1786167296.0	2215858176.0	1786167296.0	2215890944.0	53996175150.0	17676507024.0	2310273.0	82172.0	35355544970.0	2382554.0	2148528.0	46.0	/scratch1/btsheal/work/0b/4eb38d8a9605e123a4a252ce4e3cb5			210887288	973695034	SRX2519536
9918	3403504.pbs02	kallisto	SRX2007096	kallisto (SRX2007096)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630022221087	1630022229728	1630023329906	1108819	1097824		26.5	1.8	1784246272.0	2215858176.0	1784246272.0	2215890944.0	65609941375.0	21547804991.0	2790221.0	89555.0	43098055786.0	2425113.0	2657499.0	54.0	/scratch1/btsheal/work/0c/0940a75967cf85430481bf7a97906d			224499112	973695034	SRX2007096
3673	3394323.pbs02	kallisto	SRX3029011	kallisto (SRX3029011)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629997833726	1629997867350	1629997901591	67865	34512		176.3	3.5	1794838528.0	2222174208.0	1794838528.0	2222206976.0	10729078646.0	3253967042.0	522217.0	54660.0	6510812789.0	2208649.0	246440.0	50.0	/scratch1/btsheal/work/0c/898c438c6fa585f3f9b12b71bf8812			72444100	973695034	SRX3029011
5302	3396807.pbs02	kallisto	SRX479323	kallisto (SRX479323)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630004013484	1630004021689	1630004631013	617529	606021		90.7	3.5	1784786944.0	2215858176.0	1784786944.0	2215890944.0	70428576375.0	23154017267.0	2989357.0	92620.0	47284179488.0	2426097.0	1803266.0	95.0	/scratch1/btsheal/work/0c/c0046c9cf706cc3f69248ae17613f4			328582712	973695034	SRX479323
7539	3399633.pbs02	kallisto	SRX2248315	kallisto (SRX2248315)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630012522532	1630012529759	1630012779680	257148	248043		56.1	3.5	1785929728.0	2219028480.0	1785929728.0	2219061248.0	25191773586.0	8074875858.0	1119901.0	63855.0	16152609841.0	2218946.0	613698.0	49.0	/scratch1/btsheal/work/0c/e8d892b96fbe4e73fb649bb5df2f41			92442728	973695034	SRX2248315
7664	3399853.pbs02	kallisto	SRX3556169	kallisto (SRX3556169)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630013030871	1630013036322	1630013103962	73091	66226		140.3	0.7	1794289664.0	2222174208.0	1794289664.0	2222206976.0	25528679395.0	8187158883.0	1133823.0	64069.0	16377213181.0	2200303.0	587613.0	80.0	/scratch1/btsheal/work/0d/030b7d3afae0a2ce409d9dd136a710			145962332	973695034	SRX3556169
5620	3397150.pbs02	kallisto	SRX1977938	kallisto (SRX1977938)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630005282714	1630005290971	1630005583619	300905	290301		39.5	3.6	1798361088.0	2222174208.0	1798361088.0	2222206976.0	18428634005.0	5820577805.0	840408.0	59555.0	11643850121.0	2300751.0	456701.0	70.0	/scratch1/btsheal/work/0d/7d62a3c1c45a9d9b9a93d2ea57ab4e			127873520	973695034	SRX1977938
3300	3393674.pbs02	kallisto	SRX2191105	kallisto (SRX2191105)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629996431695	1629996436668	1629996456681	24986	15740		136.6	3.4	1695399936.0	1714225152.0	1695399936.0	1714257920.0	3133540477.0	722024861.0	208325.0	49831.0	1447120677.0	2112524.0	27952.0	63.0	/scratch1/btsheal/work/0d/a0ab15d05ecddc826e4e0ac7b73cba			16277764	973695034	SRX2191105
6005	3397677.pbs02	kallisto	SRX950682	kallisto (SRX950682)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630006736337	1630006753152	1630007085533	349196	326962		69.6	3.5	1781190656.0	2215858176.0	1781190656.0	2282999808.0	39177217917.0	12736851208.0	1697865.0	72750.0	25476239392.0	2379527.0	1002886.0	52.0	/scratch1/btsheal/work/0e/a42319fd986d4be4754e15e0159bdf			143991880	973695034	SRX950682
3223	3393592.pbs02	kallisto	SRX2551014	kallisto (SRX2551014)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629996106807	1629996110297	1629996255544	148737	135120		156.3	3.5	1780588544.0	2215858176.0	1780588544.0	2215890944.0	54714200626.0	17915859736.0	2339945.0	82628.0	36807928562.0	2394024.0	1304748.0	53.0	/scratch1/btsheal/work/0e/dc98aaf0cb7a93ed6ee94220ca2eea			218880336	973695034	SRX2551014
3660	3394096.pbs02	kallisto	ERX1767715	kallisto (ERX1767715)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629997777969	1629997830851	1629997870891	92922	39657		149.3	3.5	1783160832.0	2215858176.0	1783160832.0	2215890944.0	14846224439.0	4626342750.0	692365.0	57280.0	9255576650.0	2202437.0	329182.0	52.0	/scratch1/btsheal/work/0e/fcd88c7b4f576e7b42d214286ee2f7			67291840	973695034	ERX1767715
8742	3401940.pbs02	kallisto	SRX1705542	kallisto (SRX1705542)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630017114192	1630017124168	1630017551496	437304	423709		45.2	1.8	1786748928.0	2219028480.0	1786748928.0	2219061248.0	31220808320.0	10084606393.0	1369056.0	67688.0	21145668197.0	2270860.0	1259942.0	80.0	/scratch1/btsheal/work/0f/2d1dfd8f11f7737b9d5c3ef1d5a716			174565548	973695034	SRX1705542
7446	3399464.pbs02	kallisto	SRX2248349	kallisto (SRX2248349)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630012172827	1630012181309	1630012241667	68840	60239		146.8	0.7	1783799808.0	2219028480.0	1783799808.0	2219061248.0	23702797456.0	7578541419.0	1058367.0	62908.0	16133659713.0	2210135.0	456412.0	53.0	/scratch1/btsheal/work/0f/ac16d2a7f5aef7bbc2da1c2abe2171			86756824	973695034	SRX2248349
2002	3392363.pbs02	kallisto	SRX799510	kallisto (SRX799510)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629991432440	1629991444994	1629991766639	334199	325420		41.6	3.5	1796804608.0	2222174208.0	1796804608.0	2222206976.0	22362059215.0	7131698377.0	1002960.0	62056.0	15239834714.0	2279585.0	539219.0	59.0	/scratch1/btsheal/work/0f/f7cce8bc501ff5cda12ee711a86800			118702704	973695034	SRX799510
5031	3396507.pbs02	kallisto	SRX2658698	kallisto (SRX2658698)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630002940463	1630002950012	1630003151688	211225	203234		194.6	3.5	1781297152.0	2215858176.0	1781297152.0	2215890944.0	76778499059.0	25270647379.0	3251771.0	96656.0	51517460850.0	2415523.0	1800231.0	52.0	/scratch1/btsheal/work/10/c19fcf2e7aa6d6e0f0bd9cb9ba16ab			302269720	973695034	SRX2658698
6404	3398149.pbs02	kallisto	SRX4171118	kallisto (SRX4171118)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630008270489	1630008279541	1630008307148	36659	25290		70.2	3.5	1794256896.0	2222174208.0	1794256896.0	2222206976.0	1810476133.0	280820621.0	153647.0	48989.0	565078209.0	1929528.0	18750.0	45.0	/scratch1/btsheal/work/11/2282041bf79c97b6775915c3b20e84			4479744	973695034	SRX4171118
6842	3398604.pbs02	kallisto	SRX4171115	kallisto (SRX4171115)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630009902697	1630009914007	1630009939275	36578	22617		82.7	3.5	1779879936.0	2156675072.0	1793916928.0	2222206976.0	1895050755.0	309058989.0	157143.0	49043.0	621461293.0	1976354.0	17742.0	55.0	/scratch1/btsheal/work/11/969b77dd0e9861df3dc2846fc5233a			4928968	973695034	SRX4171115
3372	3393747.pbs02	kallisto	SRX2510633	kallisto (SRX2510633)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629996719242	1629996724343	1629996775190	55948	48630		148.6	3.5	1794134016.0	2222174208.0	1794134016.0	2222206976.0	17821337108.0	5618078552.0	815311.0	59169.0	11238985097.0	2234005.0	318234.0	52.0	/scratch1/btsheal/work/11/ae968257e6d7eb66540c003bf14633			89143764	973695034	SRX2510633
9485	3402656.pbs02	kallisto	SRX1436251	kallisto (SRX1436251)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630019944426	1630019954487	1630020290496	346070	337265		59.7	3.5	1793359872.0	2219028480.0	1793359872.0	2219061248.0	24475903640.0	7836321334.0	1090317.0	63400.0	15675363205.0	2287738.0	612507.0	50.0	/scratch1/btsheal/work/11/f0baad611b81fb78e96bb0ce501a7f			135481168	973695034	SRX1436251
1382	3391197.pbs02	kallisto	ERX1477505	kallisto (ERX1477505)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629989135395	1629989145899	1629989772166	636771	622386		29.8	3.5	1782611968.0	2219028480.0	1782611968.0	2219061248.0	33295433236.0	10776132168.0	1454791.0	69007.0	21555049601.0	2255374.0	839423.0	53.0	/scratch1/btsheal/work/12/8d0cdeb32e7bbedf972b2f63773f45			121641112	973695034	ERX1477505
