task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	fastq_lines	index_bytes	sample_id
2762	3393161.pbs02	kallisto	SRX2766980	kallisto (SRX2766980)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629994317757	1629994327202	1629994951569	633812	623703		40.3	3.5	1785798656.0	2215858176.0	1785798656.0	2215890944.0	48125215289.0	15719574418.0	2067651.0	78440.0	31441570978.0	2436945.0	1230657.0	45.0	/scratch1/btsheal/work/87/a2f5041052f0121c8074db74d80510			177601560	973695034	SRX2766980
2445	3392854.pbs02	kallisto	SRX2095229	kallisto (SRX2095229)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629993177571	1629993188635	1629993560676	383105	371755		40.9	3.5	1797640192.0	2222174208.0	1797640192.0	2222206976.0	23055491548.0	7362781832.0	1031617.0	62497.0	14728421817.0	2218930.0	569908.0	47.0	/scratch1/btsheal/work/88/1759d8133e730dbc0340de75fa63f6			117659384	973695034	SRX2095229
9465	3402638.pbs02	kallisto	SRX3464790	kallisto (SRX3464790)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630019863513	1630019884266	1630019922637	59124	50526		81.9	3.5	1793986560.0	2222174208.0	1793986560.0	2222206976.0	4857339189.0	1296582462.0	279562.0	50927.0	2596320241.0	2070351.0	83871.0	46.0	/scratch1/btsheal/work/88/d50626507a5df7173477670ce64f84			28865784	973695034	SRX3464790
1877	3391755.pbs02	kallisto	SRX398675	kallisto (SRX398675)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629990940453	1629990947710	1629991002514	62061	49414		52.7	3.5	1780498432.0	2172596224.0	1786474496.0	2285641728.0	2062476413.0	364586502.0	164062.0	49150.0	1706779510.0	1695317.0	26052.0	70.0	/scratch1/btsheal/work/89/be4f0cdf75fddc9fb2168abec241ef			4996084	973695034	SRX398675
5066	3396546.pbs02	kallisto	SRX423305	kallisto (SRX423305)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630003076275	1630003085580	1630003159295	83020	69942		154.3	3.5	1784016896.0	2215858176.0	1784016896.0	2215890944.0	25718631915.0	8250650423.0	1141679.0	64194.0	16503848296.0	2374284.0	531801.0	51.0	/scratch1/btsheal/work/8a/a30d0e42106d4a5ec908f38c41cdcb			94510560	973695034	SRX423305
9717	3403054.pbs02	kallisto	SRX2488350	kallisto (SRX2488350)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630020840957	1630020859730	1630021575984	735027	716245		31.4	1.8	1792409600.0	2219028480.0	1792409600.0	2219061248.0	40590740380.0	13207975073.0	1756276.0	73645.0	26418588469.0	2328845.0	1617597.0	42.0	/scratch1/btsheal/work/8a/b1c65456de38719db51127ac238d24			226497340	973695034	SRX2488350
9948	3403536.pbs02	kallisto	SRX823577	kallisto (SRX823577)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630022650645	1630022659273	1630022845137	194492	182720		138.1	0.7	1781182464.0	2215858176.0	1781182464.0	2215890944.0	77191469440.0	25408343969.0	3268837.0	96918.0	50819073144.0	2455409.0	1874250.0	68.0	/scratch1/btsheal/work/8a/f9718495404b2eca52ec16dbbf9db6			290042752	973695034	SRX823577
5025	3396497.pbs02	kallisto	SRX3771510	kallisto (SRX3771510)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630002911157	1630002917009	1630002949912	38755	32605		200.0	3.5	1794732032.0	2222174208.0	1794732032.0	2222206976.0	8998438829.0	2677224611.0	450696.0	53559.0	5357052909.0	2346158.0	178899.0	63.0	/scratch1/btsheal/work/8b/4c141bfc7bd2ab16b6047e46bdc648			59765420	973695034	SRX3771510
7246	3399137.pbs02	kallisto	SRX2700313	kallisto (SRX2700313)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630011444388	1630011450321	1630011535928	91540	81152		127.4	0.7	1779122176.0	2215858176.0	1779122176.0	2215890944.0	32778772986.0	10604045676.0	1433443.0	68682.0	22184310034.0	2389238.0	706258.0	69.0	/scratch1/btsheal/work/8b/628350293fb8ca459eb88f2a9554f0			108361584	973695034	SRX2700313
9301	3402473.pbs02	kallisto	SRX2327307	kallisto (SRX2327307)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630019227336	1630019237893	1630019504733	277397	268395		75.3	3.5	1779486720.0	2215858176.0	1779486720.0	2215890944.0	31851607262.0	10294862398.0	1395124.0	68089.0	20592498889.0	2260954.0	781056.0	55.0	/scratch1/btsheal/work/8b/a925e7dd9b5350fcc515d49f40692a			107677600	973695034	SRX2327307
3322	3393698.pbs02	kallisto	SRX1604271	kallisto (SRX1604271)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629996522763	1629996527607	1629996542577	19814	12601		111.0	3.6	1802903552.0	2230325248.0	1803624448.0	2297466880.0	1730686669.0	254180502.0	150351.0	48939.0	511884797.0	1886108.0	1635.0	101.0	/scratch1/btsheal/work/8b/ae893bdb12b846bf6d2287df05d825			4982032	973695034	SRX1604271
6539	3398278.pbs02	kallisto	SRX2248302	kallisto (SRX2248302)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630008732889	1630008748936	1630008932880	199991	187905		67.7	3.5	1785524224.0	2219028480.0	1785524224.0	2219061248.0	21125628380.0	6719485723.0	951864.0	61270.0	14415547489.0	2210547.0	494734.0	51.0	/scratch1/btsheal/work/8b/f8d9feeb7df6cff07b3dfe5ff3c1f3			76908840	973695034	SRX2248302
10006	3405197.pbs02	kallisto	ERX2297603	kallisto (ERX2297603)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630027787998	1630027793790	1630029122257	1334259	1320971		382.1	0.7	1780436992.0	2215858176.0	1780436992.0	2282999808.0	470865947824.0	156633190583.0	19537786.0	347211.0	314242426538.0	2475886.0	11150449.0	78.0	/scratch1/btsheal/work/8c/9097de53ea39edeaea738233e4c3c2			1710826000	973695034	ERX2297603
4650	3395598.pbs02	kallisto	SRX1604290	kallisto (SRX1604290)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630001551401	1630001557704	1630001569132	17731	12493		110.1	3.6	1800876032.0	2230325248.0	1800876032.0	2230358016.0	1969004570.0	333546717.0	160199.0	49090.0	670763425.0	1813010.0	2333.0	54.0	/scratch1/btsheal/work/8c/a7130396af34bf9ebb66dda4eca6f0			6537224	973695034	SRX1604290
7996	3400203.pbs02	kallisto	ERX2055383	kallisto (ERX2055383)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630014286644	1630014297345	1630014500994	214350	201869		64.4	3.5	1784049664.0	2219028480.0	1784049664.0	2219061248.0	14783159870.0	4605241374.0	689755.0	57237.0	9213534029.0	2122368.0	359564.0	72.0	/scratch1/btsheal/work/8c/baa1eeca21e174b4e1d693c8ab7d3b			52992596	973695034	ERX2055383
2443	3392851.pbs02	kallisto	SRX193185	kallisto (SRX193185)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629993156310	1629993163520	1629993620725	464415	451887		122.9	3.5	1788395520.0	2219028480.0	1788395520.0	2285641728.0	52542370162.0	17191799422.0	2250188.0	81244.0	34386340890.0	2276981.0	1336986.0	53.0	/scratch1/btsheal/work/8c/e636af84d493629f98e1595e339f0c			226317876	973695034	SRX193185
5299	3396806.pbs02	kallisto	ERX438718	kallisto (ERX438718)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630004009233	1630004013817	1630004587356	578123	565376		62.6	3.5	1784401920.0	2215858176.0	1784401920.0	2215890944.0	68067647025.0	22367047978.0	2891787.0	91118.0	45710226584.0	2433261.0	1746887.0	57.0	/scratch1/btsheal/work/8c/f4b98a8c342e66386fa55eece94e9e			253932776	973695034	ERX438718
6383	3398122.pbs02	kallisto	SRX730994	kallisto (SRX730994)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630008192006	1630008202023	1630009077814	885808	874931		43.2	3.6	1798029312.0	2222174208.0	1798029312.0	2222206976.0	63377797244.0	20803228653.0	2697972.0	88133.0	42583660066.0	1897185.0	1621137.0	77.0	/scratch1/btsheal/work/8d/24be1f449ab10ed5f8e1d280c961e9			333140656	973695034	SRX730994
2109	3392506.pbs02	kallisto	SRX328790	kallisto (SRX328790)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629991861884	1629991871734	1629992327948	466064	445209		77.9	3.5	1782632448.0	2219028480.0	1782632448.0	2219061248.0	27167807582.0	8733322367.0	1201562.0	65111.0	17469965830.0	1987457.0	676329.0	50.0	/scratch1/btsheal/work/8e/262b5a947935b889ffd0423a752a04			100327112	973695034	SRX328790
8760	3401958.pbs02	kallisto	SRX384148	kallisto (SRX384148)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630017192012	1630017199919	1630017803005	610993	601300		52.5	3.6	1798078464.0	2222174208.0	1798078464.0	2288263168.0	53400670243.0	17477914417.0	2285659.0	81790.0	34958540942.0	2291951.0	1376408.0	47.0	/scratch1/btsheal/work/8e/64cc3faee60f0c0b1aa2abd39d2457			280402884	973695034	SRX384148
9471	3402645.pbs02	kallisto	SRX2549227	kallisto (SRX2549227)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630019897115	1630019907473	1630020605996	708881	695651		38.7	3.5	1785995264.0	2215858176.0	1785995264.0	2215890944.0	56957798135.0	18663760851.0	2432663.0	84054.0	38303660666.0	2429094.0	1454013.0	84.0	/scratch1/btsheal/work/8f/2c9da8f9716a4b924592b0ee02ed61			190400232	973695034	SRX2549227
3678	3394429.pbs02	kallisto	SRX349070	kallisto (SRX349070)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629997858512	1629997867392	1629997896595	38083	28078		142.4	3.5	1783640064.0	2215858176.0	1783640064.0	2215890944.0	8624064658.0	2552412547.0	435229.0	53324.0	6081171264.0	2325486.0	170856.0	55.0	/scratch1/btsheal/work/8f/3980e80f5dc70a74c760d130313091			38945240	973695034	SRX349070
7192	3398995.pbs02	kallisto	SRX2529379	kallisto (SRX2529379)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630011228417	1630011240172	1630011994380	765963	752550		42.6	3.5	1788846080.0	2219028480.0	1788846080.0	2219061248.0	46875519525.0	15302856775.0	2016001.0	77641.0	31582141585.0	2284549.0	1201837.0	65.0	/scratch1/btsheal/work/8f/562cb862ed73464dd009cbaba45397			265335600	973695034	SRX2529379
3237	3393606.pbs02	kallisto	SRX2016976	kallisto (SRX2016976)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629996167812	1629996170678	1629996204837	37025	31087		150.3	3.5	1794969600.0	2222174208.0	1794969600.0	2288263168.0	9286506630.0	2773083621.0	462602.0	53743.0	5549098133.0	2182558.0	212792.0	48.0	/scratch1/btsheal/work/8f/ff62cc5b3ffaa4f5f3f27c76581d4d			49420568	973695034	SRX2016976
9192	3402367.pbs02	kallisto	SRX2955405	kallisto (SRX2955405)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630018816080	1630018824903	1630019225063	408983	400710		65.9	3.5	1781792768.0	2215858176.0	1781792768.0	2215890944.0	49521444006.0	16184869040.0	2125349.0	79326.0	32372390058.0	2322021.0	1268112.0	45.0	/scratch1/btsheal/work/90/260b6aa83a6d4779fa5596d3e90669			183874800	973695034	SRX2955405
1870	3391748.pbs02	kallisto	SRX465430	kallisto (SRX465430)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629990910374	1629990921268	1629991092323	181949	171498		57.0	3.6	1809068032.0	2233008128.0	1809068032.0	2235727872.0	13085488353.0	4039384274.0	619598.0	56158.0	8081753022.0	2155771.0	318987.0	56.0	/scratch1/btsheal/work/90/2820c5299fd57ec9691af0c5da5f95			78139592	973695034	SRX465430
4532	3395492.pbs02	kallisto	SRX2629613	kallisto (SRX2629613)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630001111260	1630001118182	1630001218840	107580	99120		162.2	3.5	1785503744.0	2215858176.0	1785503744.0	2215890944.0	35798183231.0	11610553494.0	1558224.0	70602.0	23223549182.0	2426911.0	767497.0	51.0	/scratch1/btsheal/work/90/48e510aa10db90887798a4ad147c03			200903392	973695034	SRX2629613
1377	3391192.pbs02	kallisto	ERX1477503	kallisto (ERX1477503)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629989113465	1629989126792	1629989621740	508275	496647		37.1	3.5	1789657088.0	2219028480.0	1789657088.0	2285641728.0	31126321011.0	10053084958.0	1365151.0	67628.0	21082675913.0	2245568.0	773999.0	68.0	/scratch1/btsheal/work/90/899415027cb85191bc1255d8aecf5b			113497940	973695034	ERX1477503
6926	3398684.pbs02	kallisto	SRX130139	kallisto (SRX130139)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630010215991	1630010224739	1630010554101	338110	322140		66.5	3.5	1784291328.0	2215858176.0	1784291328.0	2215890944.0	37723866618.0	12252392863.0	1637805.0	71826.0	24507338464.0	2371639.0	967180.0	51.0	/scratch1/btsheal/work/90/8fc554610a9cd81ae4eeadc55351cd			172925528	973695034	SRX130139
2182	3392584.pbs02	kallisto	SRX2510418	kallisto (SRX2510418)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629992166462	1629992174476	1629992496152	329690	319693		66.1	3.5	1784356864.0	2215858176.0	1784356864.0	2215890944.0	39249154845.0	12760857438.0	1700839.0	72796.0	25524197354.0	2406777.0	1000856.0	52.0	/scratch1/btsheal/work/90/a33a26b764845749d37a2c2f7d8c51			180948496	973695034	SRX2510418
5551	3397080.pbs02	kallisto	SRX1734930	kallisto (SRX1734930)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630004992120	1630005000749	1630005563601	571481	559276		55.0	3.5	1789284352.0	2219028480.0	1789284352.0	2285641728.0	43779730240.0	14270918159.0	1888065.0	75673.0	28544580937.0	2275697.0	1091050.0	57.0	/scratch1/btsheal/work/90/a877b0e91387845ebab679585193c5			167948860	973695034	SRX1734930
9419	3402590.pbs02	kallisto	SRX220519	kallisto (SRX220519)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630019676004	1630019686201	1630019795232	119228	108658		73.5	3.5	1784295424.0	2219028480.0	1784295424.0	2285641728.0	12478602870.0	3837146946.0	594517.0	55772.0	7677162698.0	2213605.0	293378.0	54.0	/scratch1/btsheal/work/90/ce1f2909191efd28de8002b459175d			46619388	973695034	SRX220519
8819	3402014.pbs02	kallisto	SRX2484775	kallisto (SRX2484775)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630017399452	1630017402870	1630017463579	64127	57956		150.0	0.7	1795223552.0	2222174208.0	1795223552.0	2222206976.0	22786901355.0	7273241245.0	1020517.0	62326.0	14549361105.0	2208699.0	414031.0	81.0	/scratch1/btsheal/work/90/d70a3d8246e6572a8270d219a1f375			129680324	973695034	SRX2484775
7189	3398989.pbs02	kallisto	SRX4171005	kallisto (SRX4171005)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630011215883	1630011224736	1630011256196	40313	22299		92.6	3.5	1796354048.0	2222174208.0	1796870144.0	2222206976.0	2067374548.0	366463110.0	164265.0	49153.0	1710044929.0	1939212.0	24543.0	98.0	/scratch1/btsheal/work/91/3a6921ab93e530a2af3c74ec9b7734			6242696	973695034	SRX4171005
9519	3402722.pbs02	kallisto	SRX1761520	kallisto (SRX1761520)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630020089918	1630020097587	1630020127582	37664	26503		85.4	3.5	1796603904.0	2222174208.0	1796603904.0	2222206976.0	2546739864.0	526331131.0	184075.0	49458.0	1055920697.0	2018794.0	35260.0	43.0	/scratch1/btsheal/work/91/43929817be73fd96fe4814748d776f			8391832	973695034	SRX1761520
2520	3392932.pbs02	kallisto	SRX083197	kallisto (SRX083197)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629993465844	1629993473288	1629993524506	58662	48620		98.1	3.5	1787838464.0	2219028480.0	1787838464.0	2219061248.0	5162865175.0	1398431613.0	292188.0	51121.0	2800004226.0	2077503.0	84127.0	62.0	/scratch1/btsheal/work/91/64de7ef49556104aa4f04847b75e7f			19397656	973695034	SRX083197
6652	3398400.pbs02	kallisto	SRX1544164	kallisto (SRX1544164)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630009196983	1630009207905	1630009404274	207291	194976		45.9	3.5	1794265088.0	2222174208.0	1794265088.0	2222206976.0	13482570376.0	4171754890.0	636007.0	56410.0	8346474369.0	2165715.0	320095.0	56.0	/scratch1/btsheal/work/91/a5991acc8f34c128af427165634a8d			66530364	973695034	SRX1544164
1397	3391213.pbs02	kallisto	ERX1477535	kallisto (ERX1477535)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629989186694	1629989195809	1629989569982	383288	374360		66.0	3.5	1787547648.0	2219028480.0	1787547648.0	2219061248.0	45321613054.0	14784863113.0	1951784.0	76653.0	29572502821.0	2259709.0	1152834.0	50.0	/scratch1/btsheal/work/91/b8dd2f71f3eca4b0d978b169565ae4			166808840	973695034	ERX1477535
7835	3400044.pbs02	kallisto	SRX463625	kallisto (SRX463625)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630013636075	1630013647240	1630013854870	218795	206842		48.9	3.5	1796366336.0	2222174208.0	1796366336.0	2222206976.0	15367696567.0	4800174103.0	713912.0	57609.0	9603225158.0	2209531.0	370215.0	47.0	/scratch1/btsheal/work/91/e10ffd5a2fdddb7b7c330b0565f83d			81439224	973695034	SRX463625
2892	3393290.pbs02	kallisto	SRX3394084	kallisto (SRX3394084)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629994880684	1629994896682	1629994926609	45925	37797		166.8	3.5	1784799232.0	2219028480.0	1784799232.0	2285641728.0	12105397533.0	3712627128.0	579095.0	55535.0	7428358705.0	2095778.0	282019.0	49.0	/scratch1/btsheal/work/92/8056027c575386239439fbd395b6c3			52931356	973695034	SRX3394084
6199	3397932.pbs02	kallisto	SRX1977958	kallisto (SRX1977958)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630007448576	1630007462145	1630007542070	93494	79238		74.2	3.5	1791696896.0	2222174208.0	1791696896.0	2222206976.0	9071661289.0	2701516560.0	453723.0	53606.0	5405868313.0	2230413.0	193429.0	47.0	/scratch1/btsheal/work/92/80b8bbb6fcc5b073ca29c6fa241893			53798712	973695034	SRX1977958
5914	3397522.pbs02	kallisto	SRX1648375	kallisto (SRX1648375)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630006427015	1630006444837	1630008322045	1895030	1879402		40.2	3.5	1786269696.0	2215858176.0	1786269696.0	2215890944.0	148667522384.0	49233760894.0	6222649.0	142362.0	98469775706.0	2521057.0	3834564.0	54.0	/scratch1/btsheal/work/93/3e02e60e79c549a34d4d8e8387b659			694649752	973695034	SRX1648375
9921	3403510.pbs02	kallisto	ERX2633635	kallisto (ERX2633635)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630022300750	1630022313073	1630022719260	418510	404661		29.6	1.8	1783382016.0	2219028480.0	1783382016.0	2219061248.0	24802859693.0	7945291451.0	1103829.0	63608.0	16867035777.0	2272127.0	933681.0	53.0	/scratch1/btsheal/work/94/5ac39c7e2eae03816b152faabfd986			90776860	973695034	ERX2633635
8202	3400908.pbs02	kallisto	SRX2963198	kallisto (SRX2963198)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630015033595	1630015039454	1630015184969	151374	144673		132.7	2.6	1782706176.0	2215858176.0	1782706176.0	2215890944.0	60776525134.0	19936618348.0	2590475.0	86482.0	39875777562.0	2377583.0	1829935.0	53.0	/scratch1/btsheal/work/95/99b534e68864564fb58391078aeca0			198305776	973695034	SRX2963198
9696	3403018.pbs02	kallisto	SRX3660687	kallisto (SRX3660687)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630020762318	1630020769386	1630020824425	62107	53527		150.9	0.7	1794449408.0	2222174208.0	1794449408.0	2222206976.0	20159651499.0	6397552435.0	911944.0	60656.0	12797861201.0	2269841.0	431273.0	72.0	/scratch1/btsheal/work/95/caecfd85be94c5ea23db13f61d674b			101471332	973695034	SRX3660687
2008	3392404.pbs02	kallisto	SRX2752577	kallisto (SRX2752577)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629991450596	1629991460024	1629991656613	206017	196774		63.9	3.6	1798225920.0	2222174208.0	1798225920.0	2222206976.0	14625202917.0	4552453665.0	683228.0	57137.0	9108229397.0	1986975.0	339499.0	61.0	/scratch1/btsheal/work/95/ddd22abec5cc47a7b91361a1170b1b			74662844	973695034	SRX2752577
2144	3392543.pbs02	kallisto	SRX3464698	kallisto (SRX3464698)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629992002515	1629992012953	1629992057973	55458	44761		82.7	3.5	1794777088.0	2222174208.0	1794781184.0	2288263168.0	4082976383.0	1038447071.0	247561.0	50434.0	3053779473.0	2055903.0	72665.0	59.0	/scratch1/btsheal/work/96/5cdf366284b1b77ad7ba7a22f8688d			23389648	973695034	SRX3464698
3931	3394822.pbs02	kallisto	SRX1734871	kallisto (SRX1734871)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629998810308	1629998818944	1629998914989	104681	95926		167.9	3.5	1783570432.0	2219028480.0	1783570432.0	2219061248.0	36956360802.0	11996456816.0	1606083.0	71335.0	23995667549.0	2271041.0	831761.0	56.0	/scratch1/btsheal/work/97/a6ab2b6d63668d2d8b2fa4ff2b90e6			137733948	973695034	SRX1734871
7934	3400148.pbs02	kallisto	SRX465285	kallisto (SRX465285)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630014071777	1630014076914	1630014101866	30089	20972		153.0	0.7	1806774272.0	2233008128.0	1807994880.0	2297466880.0	6607132452.0	1879865728.0	351874.0	52039.0	3762848502.0	2089484.0	141036.0	88.0	/scratch1/btsheal/work/98/831066148888bbcecb82f6400eb7e2			36095140	973695034	SRX465285
9663	3402953.pbs02	kallisto	SRX2567377	kallisto (SRX2567377)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630020618648	1630020624012	1630021120765	502117	491497		43.3	1.8	1784754176.0	2215858176.0	1784758272.0	2215890944.0	31125960012.0	10053084014.0	1365140.0	67631.0	20108734878.0	2364590.0	1230152.0	60.0	/scratch1/btsheal/work/98/97faa9e223fac66e824c666b6eaff1			178405328	973695034	SRX2567377
9931	3403518.pbs02	kallisto	SRX823580	kallisto (SRX823580)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630022353540	1630022363329	1630022483152	129612	114942		152.0	0.7	1781096448.0	2215858176.0	1781096448.0	2215890944.0	46322162854.0	15118544564.0	1993135.0	77292.0	30239535440.0	2424857.0	1046602.0	65.0	/scratch1/btsheal/work/98/d4992d87979898a90edbd80b34b587			174762792	973695034	SRX823580
5483	3397014.pbs02	kallisto	SRX1656426	kallisto (SRX1656426)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630004744113	1630004748710	1630005041339	297226	288302		120.7	3.5	1781960704.0	2215858176.0	1781960704.0	2215890944.0	33602767978.0	10878584941.0	1467497.0	69206.0	21759939442.0	2263235.0	821509.0	45.0	/scratch1/btsheal/work/9a/2a12721db02f6349832e94149151fb			153359640	973695034	SRX1656426
5014	3396484.pbs02	kallisto	SRX823931	kallisto (SRX823931)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1630002866685	1630002873673	1630002954951	88266	78225		245.5	3.5	1776939008.0	2215858176.0	1776939008.0	2215890944.0	23157085204.0	7396699152.0	1035819.0	62564.0	14796150488.0	2271917.0	546098.0	50.0	/scratch1/btsheal/work/9a/9b63e0324f0adc2f83c7f1aa599af9			65917808	973695034	SRX823931
1015	3390832.pbs02	kallisto	DRX039924	kallisto (DRX039924)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-gemmaker-2.0.0.img	6	86400000		45097156608	1	1629987710925	1629987718531	1629987779228	68303	54472		79.4	3.6	1805365248.0	2233008128.0	1806884864.0	2235727872.0	5856290353.0	1629686672.0	320845.0	51562.0	3262287682.0	2190839.0	116402.0	56.0	/scratch1/btsheal/work/9a/db79ba777795d7ea8f81961e06dc0d			31589472	973695034	DRX039924
